
 Rmax  5.0000,  keep limit  0.000, heap limit  0.000    Feff 6L.02  paths 3.05
 Plane wave chi amplitude filter   2.50%
 -------------------------------------------------------------------------------
     1    2   6.000  index, nleg, degeneracy, r=  2.1537
      x           y           z     ipot  label      rleg      beta        eta
    0.078550    1.885440   -1.037900   3 'O     '     2.1537  180.0000    0.0000
   -0.078550   -1.885440    1.037900   3 'O     '     4.3073  180.0000    0.0000
    0.000000    0.000000    0.000000   0 'Fe    '     2.1537    0.0000    0.0000
    25    4   6.000  index, nleg, degeneracy, r=  4.3073
      x           y           z     ipot  label      rleg      beta        eta
   -0.981900    1.012060    1.627840   3 'O     '     2.1537  180.0000    0.0000
    0.000000    0.000000    0.000000   0 'Fe    '     2.1537    0.0000    0.0000
    0.981900   -1.012060   -1.627840   3 'O     '     2.1537  180.0000    0.0000
    0.000000    0.000000    0.000000   0 'Fe    '     2.1537    0.0000    0.0000
    26    4   6.000  index, nleg, degeneracy, r=  4.3073
      x           y           z     ipot  label      rleg      beta        eta
    1.885250    0.499430    0.913600   3 'O     '     2.1537  180.0000    0.0000
    0.000000    0.000000    0.000000   0 'Fe    '     2.1537  180.0000    0.0000
    1.885250    0.499430    0.913600   3 'O     '     2.1537  180.0000    0.0000
    0.000000    0.000000    0.000000   0 'Fe    '     2.1537  180.0000    0.0000
    27    4   6.000  index, nleg, degeneracy, r=  4.3073
      x           y           z     ipot  label      rleg      beta        eta
   -0.981900    1.012060    1.627840   3 'O     '     2.1537   60.1286    0.0000
   -1.963800    2.897500    1.282480   1 'Fe    '     2.1537  180.0000    0.0000
   -0.981900    1.012060    1.627840   3 'O     '     2.1537   60.1286    0.0000
    0.000000    0.000000    0.000000   0 'Fe    '     2.1537  180.0000    0.0000
    28    4   6.000  index, nleg, degeneracy, r=  4.3474
      x           y           z     ipot  label      rleg      beta        eta
   -1.885250   -0.499430   -0.913600   3 'O     '     2.1537   41.5619    0.0000
   -4.006160    0.013200   -0.686700   3 'O     '     2.1937  180.0000    0.0000
   -1.885250   -0.499430   -0.913600   3 'O     '     2.1937   41.5619    0.0000
    0.000000    0.000000    0.000000   0 'Fe    '     2.1537  180.0000    0.0000
    29    4  12.000  index, nleg, degeneracy, r=  4.3757
      x           y           z     ipot  label      rleg      beta        eta
   -4.006160    0.013200   -0.686700   3 'O     '     4.0646  152.7049   43.4049
   -2.945710   -0.499430   -0.221060   2 'C     '     1.2666   59.9999 -136.5950
   -1.885250   -0.499430   -0.913600   3 'O     '     1.2666   59.9357   31.1899
    0.000000    0.000000    0.000000   0 'Fe    '     2.1537  159.0186  -77.7936
    30    5  12.000  index, nleg, degeneracy, r=  4.4746
      x           y           z     ipot  label      rleg      beta        eta
   -0.981900    0.499430    2.786020   2 'C     '     2.9959  141.5264    0.0000
   -0.981900    1.012060    1.627840   3 'O     '     1.2666  180.0000    0.0000
   -0.981900    0.499430    2.786020   2 'C     '     1.2666  180.0000    0.0000
   -0.981900    1.012060    1.627840   3 'O     '     1.2666   59.9357    0.0000
    0.000000    0.000000    0.000000   0 'Fe    '     2.1537  158.5379    0.0000
    31    5  12.000  index, nleg, degeneracy, r=  4.4746
      x           y           z     ipot  label      rleg      beta        eta
   -2.945710   -0.499430   -0.221060   2 'C     '     2.9959   38.4736    0.0000
   -4.006160    0.013200   -0.686700   3 'O     '     1.2666  180.0000    0.0000
   -2.945710   -0.499430   -0.221060   2 'C     '     1.2666   59.9999 -136.5950
   -1.885250   -0.499430   -0.913600   3 'O     '     1.2666   59.9357    0.0000
    0.000000    0.000000    0.000000   0 'Fe    '     2.1537  158.5378   73.0381
    32    5  12.000  index, nleg, degeneracy, r=  4.5171
      x           y           z     ipot  label      rleg      beta        eta
   -1.885250   -0.499430   -0.913600   3 'O     '     2.1537   83.1386 -143.2022
   -2.945710   -1.012060    0.937120   3 'O     '     2.1937  149.9998    0.0000
   -2.945710   -0.499430   -0.221060   2 'C     '     1.2666   60.0001   43.4049
   -1.885250   -0.499430   -0.913600   3 'O     '     1.2666   59.9357    0.0000
    0.000000    0.000000    0.000000   0 'Fe    '     2.1537  180.0000    0.0000
    33    5  12.000  index, nleg, degeneracy, r=  4.5171
      x           y           z     ipot  label      rleg      beta        eta
    0.078550    1.885440   -1.037900   3 'O     '     2.1537   41.5618  -63.6904
   -0.981900    2.910700   -2.661720   3 'O     '     2.1937  150.0000    0.0000
   -0.981900    2.398070   -1.503540   2 'C     '     1.2666   60.0000  136.5949
    0.078550    1.885440   -1.037900   3 'O     '     1.2666   59.9357    0.0000
    0.000000    0.000000    0.000000   0 'Fe    '     2.1537  180.0000    0.0000
    34    3  12.000  index, nleg, degeneracy, r=  4.5433
      x           y           z     ipot  label      rleg      beta        eta
    2.945710    0.499430    0.221060   2 'C     '     2.9959  147.2391    0.0000
   -0.078550   -1.885440    1.037900   3 'O     '     3.9371  131.1702    0.0000
    0.000000    0.000000    0.000000   0 'Fe    '     2.1537   81.5907    0.0000
    35    3  12.000  index, nleg, degeneracy, r=  4.5433
      x           y           z     ipot  label      rleg      beta        eta
   -0.981900   -3.396930   -1.503540   2 'C     '     3.8424  145.9445    0.0000
    0.981900   -1.012060   -1.627840   3 'O     '     3.0919   87.5639    0.0000
    0.000000    0.000000    0.000000   0 'Fe    '     2.1537  126.4916    0.0000
    36    2   6.000  index, nleg, degeneracy, r=  4.5500
      x           y           z     ipot  label      rleg      beta        eta
    2.945710   -0.886570    3.352440   3 'O     '     4.5500  180.0000    0.0000
    0.000000    0.000000    0.000000   0 'Fe    '     4.5500  180.0000    0.0000
    37    3  12.000  index, nleg, degeneracy, r=  4.5515
      x           y           z     ipot  label      rleg      beta        eta
    0.981900    2.884300    2.661720   3 'O     '     4.0457  149.1046    0.0000
   -0.981900    1.012060    1.627840   3 'O     '     2.9036   74.7050    0.0000
    0.000000    0.000000    0.000000   0 'Fe    '     2.1537  136.1904    0.0000
    38    3  12.000  index, nleg, degeneracy, r=  4.5671
      x           y           z     ipot  label      rleg      beta        eta
   -1.963800   -0.998870   -3.007080   1 'Fe    '     3.7278  119.6993    0.0000
   -0.078550    0.013200   -3.251660   3 'O     '     2.1537   95.4109    0.0000
    0.000000    0.000000    0.000000   0 'Fe    '     3.2526  144.8898    0.0000
    39    3  12.000  index, nleg, degeneracy, r=  4.5773
      x           y           z     ipot  label      rleg      beta        eta
    0.078550   -3.909560   -1.037900   3 'O     '     4.0457  108.2437    0.0000
   -0.981900   -3.396930   -1.503540   2 'C     '     1.2666   90.0000    0.0000
    0.000000    0.000000    0.000000   0 'Fe    '     3.8424  161.7563    0.0000
    40    3  12.000  index, nleg, degeneracy, r=  4.6456
      x           y           z     ipot  label      rleg      beta        eta
   -0.078550    3.909560    1.037900   3 'O     '     4.0457  148.3175    0.0000
   -0.981900    1.012060    1.627840   3 'O     '     3.0919   80.6213    0.0000
    0.000000    0.000000    0.000000   0 'Fe    '     2.1537  131.0612    0.0000
    41    3  12.000  index, nleg, degeneracy, r=  4.6702
      x           y           z     ipot  label      rleg      beta        eta
    0.078550   -0.013200    3.251660   3 'O     '     3.2526  123.7134    0.0000
    0.981900   -2.398070    1.503540   2 'C     '     3.0919  115.4309    0.0000
    0.000000    0.000000    0.000000   0 'Fe    '     2.9959  120.8556    0.0000
    42    3  12.000  index, nleg, degeneracy, r=  4.6765
      x           y           z     ipot  label      rleg      beta        eta
   -2.945710   -0.499430   -0.221060   2 'C     '     2.9959  150.8939    0.0000
    0.981900   -1.012060   -1.627840   3 'O     '     4.2033  137.4168    0.0000
    0.000000    0.000000    0.000000   0 'Fe    '     2.1537   71.6892    0.0000
    43    6   6.000  index, nleg, degeneracy, r=  4.6868
      x           y           z     ipot  label      rleg      beta        eta
   -0.078550   -1.885440    1.037900   3 'O     '     2.1537   59.9357    0.0000
    0.981900   -2.398070    1.503540   2 'C     '     1.2666  180.0000    0.0000
   -0.078550   -1.885440    1.037900   3 'O     '     1.2666  180.0000    0.0000
    0.981900   -2.398070    1.503540   2 'C     '     1.2666  180.0000    0.0000
   -0.078550   -1.885440    1.037900   3 'O     '     1.2666   59.9357    0.0000
    0.000000    0.000000    0.000000   0 'Fe    '     2.1537  180.0000    0.0000
    44    6   6.000  index, nleg, degeneracy, r=  4.6868
      x           y           z     ipot  label      rleg      beta        eta
   -0.078550   -1.885440    1.037900   3 'O     '     2.1537   59.9357 -136.5949
    0.981900   -2.398070    1.503540   2 'C     '     1.2666   60.0000    0.0000
    0.981900   -2.910700    2.661720   3 'O     '     1.2666  180.0000    0.0000
    0.981900   -2.398070    1.503540   2 'C     '     1.2666   60.0000 -136.5949
   -0.078550   -1.885440    1.037900   3 'O     '     1.2666   59.9357    0.0000
    0.000000    0.000000    0.000000   0 'Fe    '     2.1537  180.0000    0.0000
    45    6   6.000  index, nleg, degeneracy, r=  4.6868
      x           y           z     ipot  label      rleg      beta        eta
   -0.078550   -1.885440    1.037900   3 'O     '     2.1537   59.9357   43.4049
    0.981900   -2.398070    1.503540   2 'C     '     1.2666   59.9999    0.0000
    2.042360   -2.398070    0.811000   3 'O     '     1.2666  180.0000    0.0000
    0.981900   -2.398070    1.503540   2 'C     '     1.2666   59.9999   43.4049
   -0.078550   -1.885440    1.037900   3 'O     '     1.2666   59.9357    0.0000
    0.000000    0.000000    0.000000   0 'Fe    '     2.1537  180.0000    0.0000
    46    2   6.000  index, nleg, degeneracy, r=  4.6910
      x           y           z     ipot  label      rleg      beta        eta
    0.000000   -1.898630    4.289560   1 'Fe    '     4.6910  180.0000    0.0000
    0.000000    0.000000    0.000000   0 'Fe    '     4.6910  180.0000    0.0000
    47    4  12.000  index, nleg, degeneracy, r=  4.7075
      x           y           z     ipot  label      rleg      beta        eta
   -2.945710   -0.499430   -0.221060   2 'C     '     2.9959  141.5265  -43.4051
   -1.885250   -0.499430   -0.913600   3 'O     '     1.2666   21.4540   55.9446
    0.981900   -1.012060   -1.627840   3 'O     '     2.9989  134.1257   -7.7552
    0.000000    0.000000    0.000000   0 'Fe    '     2.1537   71.6892   21.6314
    48    3  12.000  index, nleg, degeneracy, r=  4.7555
      x           y           z     ipot  label      rleg      beta        eta
   -0.981900    2.910700   -2.661720   3 'O     '     4.0646  127.0863    0.0000
   -2.042360    2.398070   -0.811000   3 'O     '     2.1937   85.4632    0.0000
    0.000000    0.000000    0.000000   0 'Fe    '     3.2526  147.4505    0.0000
    49    3  12.000  index, nleg, degeneracy, r=  4.8513
      x           y           z     ipot  label      rleg      beta        eta
    2.945710   -0.886570    3.352440   3 'O     '     4.5500  156.6630    0.0000
    1.885250    0.499430    0.913600   3 'O     '     2.9989   56.8146    0.0000
    0.000000    0.000000    0.000000   0 'Fe    '     2.1537  146.5224    0.0000
    50    4  12.000  index, nleg, degeneracy, r=  4.8544
      x           y           z     ipot  label      rleg      beta        eta
    0.981900   -0.499430   -2.786020   2 'C     '     2.9959  141.5264  -43.4050
    0.981900   -1.012060   -1.627840   3 'O     '     1.2666  150.0000  143.2021
   -0.078550    0.013200   -3.251660   3 'O     '     2.1937  138.8992  -18.9754
    0.000000    0.000000    0.000000   0 'Fe    '     3.2526  157.0832  143.4810
    51    4  12.000  index, nleg, degeneracy, r=  4.8544
      x           y           z     ipot  label      rleg      beta        eta
    2.945710    0.499430    0.221060   2 'C     '     2.9959   38.4736 -136.5950
    4.006160   -0.013200    0.686700   3 'O     '     1.2666  150.0000   23.2665
    2.945710    1.012060   -0.937120   3 'O     '     2.1937   85.4630  -12.3820
    0.000000    0.000000    0.000000   0 'Fe    '     3.2526  157.0832  143.4809
    52    3  24.000  index, nleg, degeneracy, r=  4.8598
      x           y           z     ipot  label      rleg      beta        eta
   -1.963800    2.897500    1.282480   1 'Fe    '     3.7278  128.4737    0.0000
   -0.981900    0.499430    2.786020   2 'C     '     2.9959  103.0528    0.0000
    0.000000    0.000000    0.000000   0 'Fe    '     2.9959  128.4735    0.0000
    53    4  12.000  index, nleg, degeneracy, r=  4.9252
      x           y           z     ipot  label      rleg      beta        eta
   -4.006160    0.013200   -0.686700   3 'O     '     4.0646  152.7049 -136.5950
   -2.945710   -0.499430   -0.221060   2 'C     '     1.2666   60.0000  154.6901
   -2.945710   -1.012060    0.937120   3 'O     '     1.2666  112.9167  -12.3820
    0.000000    0.000000    0.000000   0 'Fe    '     3.2526  147.4506   25.5116
    54    3  12.000  index, nleg, degeneracy, r=  4.9636
      x           y           z     ipot  label      rleg      beta        eta
   -0.981900   -2.884300   -2.661720   3 'O     '     4.0457  114.0778    0.0000
   -1.963800   -0.998870   -3.007080   1 'Fe    '     2.1537   97.7560    0.0000
    0.000000    0.000000    0.000000   0 'Fe    '     3.7278  148.1662    0.0000
