# Output from Larch Wed Sep 19 20:57:10 2012
# data extracted from cyanobacteria.prj, file=au_cyano_data.nor
#---------------------------------
#    energy         munorm
  12329.148000    1.001726
  12334.416000    1.000727
  12339.854000    1.000941
  12345.728000    0.999580
  12351.542000    0.999824
  12357.328000    1.000785
  12363.153000    1.001005
  12368.317000    1.000927
  12374.119000    1.000390
  12379.859000    1.001237
  12386.107000    1.001029
  12392.093000    1.000920
  12398.152000    0.999453
  12404.418000    0.999827
  12410.288000    1.000977
  12416.634000    1.001727
  12422.280000    1.000796
  12428.369000    1.001628
  12434.666000    1.001320
  12440.768000    1.001754
  12447.078000    1.005321
  12453.529000    1.003473
  12460.021000    1.001473
  12466.724000    1.002547
  12473.162000    1.002561
  12479.709000    1.002740
  12486.399000    1.001959
  12493.130000    0.995634
  12499.664000    0.998452
  12506.137000    1.000420
  12513.094000    1.001482
  12519.991000    0.999856
  12526.656000    1.001914
  12533.226000    0.999874
  12540.316000    1.001226
  12547.278000    0.998989
  12554.247000    0.999722
  12561.018000    0.999754
  12568.244000    1.000808
  12575.272000    0.999872
  12582.307000    1.001110
  12589.385000    1.001554
  12596.679000    1.002339
  12604.085000    1.000964
  12611.049000    0.999343
  12618.264000    1.002817
  12625.661000    1.002297
  12633.032000    1.002018
  12640.308000    1.001911
  12647.487000    1.002759
  12654.953000    1.001274
  12662.639000    1.004542
  12669.774000    1.002739
  12677.617000    0.998412
  12685.190000    1.000225
  12693.159000    0.999923
  12700.715000    0.996983
  12708.668000    0.999960
  12716.596000    0.999208
  12724.287000    1.000505
  12731.810000    1.001893
  12739.626000    1.000789
  12747.628000    1.000594
  12755.038000    1.000804
  12763.344000    1.000784
  12771.590000    0.999794
  12779.526000    1.001435
  12787.508000    1.000465
  12795.822000    0.999861
  12803.896000    1.001658
  12811.587000    1.001935
  12819.824000    1.000364
  12828.216000    0.997674
  12836.583000    0.996487
  12844.817000    0.994817
  12853.423000    0.995482
  12861.643000    0.993873
  12869.476000    0.992901
  12878.295000    0.992308
  12887.127000    0.991987
  12889.591000    0.993161
