# Output from Larch Wed Sep 19 20:57:10 2012
# data extracted from cyanobacteria.prj, file=Au thiosulphate aq.nor
#---------------------------------
#    energy         munorm
  12241.516000    1.004787
  12246.511000    1.003191
  12251.152000    1.002941
  12255.959000    1.001671
  12261.196000    1.000911
  12266.110000    0.999801
  12271.323000    1.000142
  12275.983000    0.999383
  12281.303000    0.996897
  12286.693000    0.999155
  12291.792000    0.999799
  12297.258000    1.001000
  12302.069000    1.001496
  12307.445000    1.002039
  12312.991000    1.002290
  12318.410000    1.002385
  12324.065000    1.003750
  12329.262000    1.004102
  12334.530000    1.003776
  12340.034000    1.003585
  12345.875000    1.003301
  12351.722000    1.000073
  12357.475000    1.001828
  12363.266000    1.001349
  12368.397000    0.999253
  12374.199000    0.999562
  12380.006000    0.998626
  12386.287000    0.998184
  12392.273000    0.997611
  12398.366000    0.997276
  12404.598000    0.996459
  12410.535000    0.996979
  12416.814000    0.997447
  12422.528000    0.996916
  12428.617000    0.997039
  12434.981000    0.997913
  12441.083000    0.998228
  12447.426000    0.996800
  12453.844000    0.998075
  12460.404000    0.998555
  12467.107000    0.998621
  12473.545000    0.998517
  12480.093000    0.998479
  12486.782000    0.998015
  12493.582000    0.998890
  12500.082000    0.997588
  12506.589000    0.997431
  12513.479000    0.997274
  12520.444000    0.996929
  12527.075000    0.997095
  12533.645000    0.997116
  12540.736000    0.997044
  12547.698000    0.997078
  12554.565000    0.997168
  12561.439000    0.997600
  12568.665000    0.997458
  12575.693000    0.997773
  12582.729000    0.998705
  12589.704000    0.998359
  12597.032000    0.998519
  12604.404000    0.998824
  12611.437000    0.998527
  12618.583000    0.998227
  12626.015000    0.998798
  12633.421000    0.999203
  12640.627000    0.998545
  12647.841000    0.998293
  12655.273000    0.999058
  12662.889000    0.999257
  12670.059000    0.999261
  12677.937000    0.999287
  12685.475000    1.000443
  12693.444000    0.999560
  12701.036000    0.999127
  12708.919000    1.000087
  12716.811000    1.000670
  12724.573000    1.001149
  12732.061000    1.001359
  12739.877000    1.002274
  12747.879000    1.003043
  12755.218000    1.003035
  12763.524000    1.004042
  12771.735000    1.004635
  12779.671000    1.004812
  12787.546000    1.004852
  12795.788000    1.004967
  12803.790000    1.004726
  12811.480000    1.004425
  12819.646000    1.004113
  12827.965000    1.003226
  12836.476000    1.002712
  12844.710000    1.002256
  12853.278000    1.001692
  12861.498000    1.001048
  12869.295000    1.000657
  12878.077000    1.000344
  12886.981000    1.000448
  12889.481000    1.000163
