#XDI/1.1    Epics StepScan File / 2.0
# Scan.start_time: 2014-10-06 15:03:40
# Legend.Start: Column.N: Name  units || EpicsPV
# Column.1: Energy eV  ||  13IDE:En:Energy.VAL
# Column.2: Energy_readback eV  ||  13IDE:En:E_RBV.VAL
# Column.3: TSCALER counts  ||  13IDE:SIS1:mca1.VAL
# Column.4: I0 counts  ||  13IDE:SIS1:mca2.VAL
# Column.5: I1 counts  ||  13IDE:SIS1:mca3.VAL
# Column.6: I2 counts  ||  13IDE:SIS1:mca4.VAL
# Column.7: Ca_Ka_mca1 counts  ||  13QX4:C1_ROI1:ArrayData_RBV
# Column.8: Ca_Ka_mca2 counts  ||  13QX4:C2_ROI1:ArrayData_RBV
# Column.9: Ca_Ka_mca3 counts  ||  13QX4:C3_ROI1:ArrayData_RBV
# Column.10: Ca_Ka_mca4 counts  ||  13QX4:C4_ROI1:ArrayData_RBV
# Column.11: V_Ka_mca1 counts  ||  13QX4:C1_ROI2:ArrayData_RBV
# Column.12: V_Ka_mca2 counts  ||  13QX4:C2_ROI2:ArrayData_RBV
# Column.13: V_Ka_mca3 counts  ||  13QX4:C3_ROI2:ArrayData_RBV
# Column.14: V_Ka_mca4 counts  ||  13QX4:C4_ROI2:ArrayData_RBV
# Column.15: OCR_mca1 counts  ||  13QX4:C1_ROI3:ArrayData_RBV
# Column.16: OCR_mca2 counts  ||  13QX4:C2_ROI3:ArrayData_RBV
# Column.17: OCR_mca3 counts  ||  13QX4:C3_ROI3:ArrayData_RBV
# Column.18: OCR_mca4 counts  ||  13QX4:C4_ROI3:ArrayData_RBV
# Column.19: Clock_mca1 counts  ||  13QX4:C1_SCA0:ArrayData_RBV
# Column.20: Clock_mca2 counts  ||  13QX4:C2_SCA0:ArrayData_RBV
# Column.21: Clock_mca3 counts  ||  13QX4:C3_SCA0:ArrayData_RBV
# Column.22: Clock_mca4 counts  ||  13QX4:C4_SCA0:ArrayData_RBV
# Legend.End: here
# Scan.end_time: 2014-10-06 15:14:01
# ExtraPVs.Start: Family.Member: Value | PV
# Facility.Ring_Current: 101.8  ||  S:SRcurrentAI.VAL
# Facility.Ring_Lifetime: 8.5  ||  S:SRlifeTimeHrsCC.VAL
# Mono.dspacing: 3.13477  ||  13IDE:En:dspace.VAL
# Mono.height: 26.00000  ||  13IDE:En:height.VAL
# Beamline.I0_Sensitivity_Number: 5  ||  13IDE:A1sens_num.VAL
# Beamline.I0_Sensitivity_Units: nA/V  ||  13IDE:A1sens_unit.VAL
# ExtraPVs.End: here
# ------------------------
# Energy	Energy_readback	TSCALER	I0	I1	I2	Ca_Ka_mca1	Ca_Ka_mca2	Ca_Ka_mca3	Ca_Ka_mca4	V_Ka_mca1	V_Ka_mca2	V_Ka_mca3	V_Ka_mca4	OCR_mca1	OCR_mca2	OCR_mca3	OCR_mca4	Clock_mca1	Clock_mca2	Clock_mca3	Clock_mca4
    5464.800000     5464.803114  45000000.000000   169867.000000    62196.000000     8153.000000    38491.295788    39498.574970    39524.798353    44808.305777     1297.986762     1532.786325     1592.610096     1568.616609    56748.169630    59946.352372    60228.337859    63859.767712  71911472.000000  71911472.000000  71911472.000000  71911472.000000
    5464.900000     5464.898692  45000000.000000   169490.000000    62056.000000     8138.000000    38228.368509    39438.957809    39714.660779    45466.534337     1465.021565     1579.378486     1671.521924     1806.127811    56663.195777    59974.999316    60043.576928    64503.374979  71911485.000000  71911485.000000  71911485.000000  71911485.000000
    5465.000000     5464.999896  45000000.000000   169502.000000    62072.000000     8134.000000    38438.244975    39740.734221    39541.780814    44608.915001     1596.792564     1753.809140     1803.329597     1859.678560    57094.374659    60444.965928    60324.716066    64014.905179  71911476.000000  71911476.000000  71911476.000000  71911476.000000
    5465.100000     5465.101104  45000000.000000   169271.000000    61993.000000     8129.000000    38220.314223    39507.743806    39312.983789    44674.745479     1581.546760     1838.818776     1885.404824     1969.097899    56921.429889    60180.518543    60339.184910    63785.761012  71911477.000000  71911477.000000  71911477.000000  71911477.000000
    5465.200000     5465.198567  45000000.000000   169936.000000    62250.000000     8155.000000    38385.630962    39697.603937    39664.148878    45092.906831     1730.395745     1977.825020     2023.289761     2170.215236    56943.075155    60717.176692    60534.198192    64548.824234  71911484.000000  71911484.000000  71911484.000000  71911484.000000
    5465.300000     5465.297908  45000000.000000   169716.000000    62159.000000     8146.000000    38346.527373    39701.997849    39885.042781    45053.360065     1802.458619     2118.700652     2209.988723     2232.236247    57333.925747    60743.067945    61126.685019    64855.427302  71911476.000000  71911476.000000  71911476.000000  71911476.000000
    5465.400000     5465.401002  45000000.000000   169164.000000    61964.000000     8128.000000    38230.563948    39586.383185    39095.281142    44748.481272     1926.976779     2110.700944     2171.176563     2298.024636    57321.060772    60995.287849    60476.734661    64602.076483  71911483.000000  71911483.000000  71911483.000000  71911483.000000
    5465.500000     5465.498477  45000000.000000   169629.000000    62123.000000     8140.000000    38294.237350    39761.093414    39550.054898    44625.181958     2062.711095     2284.097988     2404.445662     2514.101164    57418.568497    61270.633410    60938.695918    64740.084472  71911470.000000  71911470.000000  71911470.000000  71911470.000000
    5465.600000     5465.599705  45000000.000000   170219.000000    62355.000000     8170.000000    38251.975602    40101.264005    39522.602409    45211.779001     2172.153976     2336.957716     2471.404358     2585.418186    57573.399134    61598.006206    61169.643838    65306.816301  71911480.000000  71911480.000000  71911480.000000  71911480.000000
    5465.700000     5465.702811  45000000.000000   169877.000000    62244.000000     8154.000000    38602.136547    39655.258222    39492.120981    45284.385495     2200.762896     2460.542886     2568.631429     2741.795928    58147.769276    61447.322615    61033.138029    65573.341980  71911478.000000  71911478.000000  71911478.000000  71911478.000000
    5465.800000     5465.802172  45000000.000000   169636.000000    62159.000000     8154.000000    38487.727977    39645.660627    39486.325182    44962.594451     2265.530713     2534.524759     2644.721803     2773.063615    58013.657827    61515.061775    61200.385892    65329.621018  71911475.000000  71911475.000000  71911475.000000  71911475.000000
    5465.900000     5465.899662  45000000.000000   169054.000000    61956.000000     8132.000000    38569.000178    39517.680467    39497.186901    44528.707525     2410.429162     2726.941306     2750.217885     3007.251657    58166.413670    61223.633485    61365.166195    65127.133893  71911490.000000  71911490.000000  71911490.000000  71911490.000000
    5466.000000     5466.000906  45000000.000000   167999.000000    61575.000000     8086.000000    37992.376941    39298.710297    39123.896922    44577.858013     2600.484175     2653.899979     2831.043926     2935.959440    57533.402646    61133.860587    61021.437884    64675.190138  71911485.000000  71911485.000000  71911485.000000  71911485.000000
    5466.100000     5466.104029  45000000.000000   167675.000000    61464.000000     8068.000000    38014.967600    38890.650285    39274.421529    44171.021581     2630.952219     2811.772011     2956.879862     3047.438687    57687.262761    60791.102215    61314.210522    64549.851434  71911488.000000  71911488.000000  71911488.000000  71911488.000000
    5466.200000     5466.199656  45000000.000000   167732.000000    61477.000000     8073.000000    37964.199281    39165.220109    39065.921160    44642.974052     2762.739061     2948.920185     3012.326767     3422.274035    57900.813697    61367.400373    60833.023579    65420.123640  71911470.000000  71911470.000000  71911470.000000  71911470.000000
    5466.300000     5466.300911  45000000.000000   167522.000000    61410.000000     8062.000000    38294.611714    39077.243933    39414.635896    44476.950603     2891.517337     3115.012723     3211.493623     3402.902639    58187.854731    61161.945170    61716.848014    65262.576964  71911498.000000  71911498.000000  71911498.000000  71911498.000000
    5466.400000     5466.398420  45000000.000000   167598.000000    61435.000000     8074.000000    38118.642362    39456.012674    38857.689423    44901.022108     2959.408096     3301.839821     3369.559232     3705.969943    58208.560107    61733.908161    61631.828349    66291.841638  71911486.000000  71911486.000000  71911486.000000  71911486.000000
    5466.500000     5466.501559  45000000.000000   167564.000000    61428.000000     8069.000000    37845.804514    38842.617711    39264.071557    44431.649611     3187.271651     3589.731896     3507.525072     3831.216506    58146.115025    61814.144374    61858.875981    65584.962258  71911486.000000  71911486.000000  71911486.000000  71911486.000000
    5466.600000     5466.595325  45000000.000000   166768.000000    61163.000000     8041.000000    37605.717767    38972.779767    38778.154789    44434.130606     3236.780257     3624.077101     3636.119606     3963.382894    58004.714528    61634.322583    61676.117732    65960.360625  71911473.000000  71911473.000000  71911473.000000  71911473.000000
    5466.700000     5466.700348  45000000.000000   167139.000000    61285.000000     8053.000000    37917.397421    39209.751058    39303.584365    44092.156092     3453.029771     3637.522954     3874.098679     4110.262013    58718.563509    61978.343057    62708.356897    65725.845285  71911480.000000  71911480.000000  71911480.000000  71911480.000000
    5466.800000     5466.801623  45000000.000000   166926.000000    61195.000000     8046.000000    37516.403358    39402.236951    39140.640772    44468.053704     3667.480527     3873.938628     3892.067412     4471.037575    58366.629919    62314.388760    62376.553960    66437.799570  71911483.000000  71911483.000000  71911483.000000  71911483.000000
    5466.900000     5466.901027  45000000.000000   167195.000000    61310.000000     8065.000000    37790.637824    39210.149862    39082.086852    44405.899316     3679.829106     4010.038761     4162.946083     4566.723726    58555.765920    62610.341549    62622.351304    66726.101932  71911475.000000  71911475.000000  71911475.000000  71911475.000000
    5467.000000     5467.000435  45000000.000000   167482.000000    61416.000000     8075.000000    37942.958700    39321.822769    38930.589157    44264.421406     3716.605790     4379.327355     4182.945884     4743.515172    58962.187316    62986.431681    62331.520483    66975.469558  71911486.000000  71911486.000000  71911486.000000  71911486.000000
    5467.100000     5467.101723  45000000.000000   167426.000000    61417.000000     8074.000000    38176.414981    39266.628717    39064.035899    44793.501190     3987.703055     4393.614481     4451.274824     4820.219270    59642.466334    63030.989089    63142.111843    67559.153017  71911488.000000  71911488.000000  71911488.000000  71911488.000000
    5467.200000     5467.201139  45000000.000000   166911.000000    61230.000000     8054.000000    38283.928389    39224.257947    38806.042835    43994.081702     4159.895642     4499.061228     4535.148175     5118.755537    59677.996753    63099.260764    62842.091415    66825.153215  71911486.000000  71911486.000000  71911486.000000  71911486.000000
    5467.300000     5467.300558  45000000.000000   166868.000000    61226.000000     8056.000000    37706.148870    39175.482138    39109.757005    44558.742837     4323.875103     4637.003683     4680.530039     5132.851413    59535.206472    63180.766133    63275.743724    67641.367143  71911492.000000  71911492.000000  71911492.000000  71911492.000000
    5467.400000     5467.401858  45000000.000000   167037.000000    61287.000000     8064.000000    38211.806744    39150.169195    38575.982835    44687.242969     4614.211944     4725.365873     4960.394464     5524.902866    60155.253986    63295.972556    63331.186939    67908.211733  71911489.000000  71911489.000000  71911489.000000  71911489.000000
    5467.500000     5467.501285  45000000.000000   167645.000000    61496.000000     8084.000000    37979.783856    39355.722871    39156.651208    45058.469595     4648.787700     5151.793041     5108.711682     5723.687303    60262.207859    63883.757676    63655.137993    68603.765983  71911474.000000  71911474.000000  71911474.000000  71911474.000000
    5467.600000     5467.600717  45000000.000000   168138.000000    61685.000000     8104.000000    37834.346915    39380.791217    39188.533098    44431.663002     4940.569539     5391.584647     5497.947845     5850.068649    60181.309563    64314.725091    64434.392040    68221.657502  71911477.000000  71911477.000000  71911477.000000  71911477.000000
    5467.700000     5467.702028  45000000.000000   167862.000000    61573.000000     8093.000000    38119.600347    39585.928857    39071.038417    44473.454408     5218.963414     5494.584558     5560.827456     6316.830951    60890.458296    64845.127870    64468.081621    68909.363937  71911473.000000  71911473.000000  71911473.000000  71911473.000000
    5467.800000     5467.799591  45000000.000000   166440.000000    61049.000000     8038.000000    37704.533123    38971.621432    38665.599506    44195.749030     5381.985672     5774.923865     5834.231098     6376.647347    60772.808875    64365.200601    64118.596385    68820.143058  71911489.000000  71911489.000000  71911489.000000  71911489.000000
    5467.900000     5467.900911  45000000.000000   166657.000000    61144.000000     8049.000000    38414.015474    39253.888902    39231.371125    44291.268213     5703.464833     6112.643909     6219.207723     6888.852019    61780.237457    65145.596191    65443.011300    69243.862513  71911495.000000  71911495.000000  71911495.000000  71911495.000000
    5468.000000     5468.000358  45000000.000000   166861.000000    61211.000000     8056.000000    36954.963705    39001.046696    37803.991975    44895.185863     5885.830424     6516.747628     6388.182135     7353.546469    60320.918846    65476.691719    63530.200932    70394.017496  71911481.000000  71911481.000000  71911481.000000  71911481.000000
    5468.100000     5468.097932  45000000.000000   166464.000000    61056.000000     8044.000000    37575.785886    39228.191174    38925.005067    44661.515765     6364.324810     6842.158112     7029.488970     7689.534243    61627.274358    66055.125910    66010.381072    70898.466923  71911494.000000  71911494.000000  71911494.000000  71911494.000000
    5468.200000     5468.201140  45000000.000000   166870.000000    61214.000000     8064.000000    38148.289425    39268.074349    38755.529837    44683.280487     6623.826654     7043.302623     7158.328431     7979.991942    62519.771792    66252.323964    66035.662358    70971.169652  71911486.000000  71911486.000000  71911486.000000  71911486.000000
    5468.300000     5468.298722  45000000.000000   167051.000000    61287.000000     8072.000000    37835.854792    39458.057238    39341.476679    44539.688850     6733.794965     7322.666298     7369.710023     8057.152224    62834.762421    66485.361260    66934.309435    70914.833390  71911480.000000  71911480.000000  71911480.000000  71911480.000000
    5468.400000     5468.401938  45000000.000000   166495.000000    61083.000000     8044.000000    38253.428561    38870.972275    39041.848192    44395.081351     6924.767480     7520.577150     7627.220234     8477.648959    63048.735236    66522.483243    66777.958023    71491.605030  71911472.000000  71911472.000000  71911472.000000  71911472.000000
    5468.500000     5468.503281  45000000.000000   166522.000000    61110.000000     8045.000000    37732.011555    39356.379088    39215.405731    44319.791919     7143.339897     7687.792417     7831.115581     8670.598659    62762.048658    67042.488629    67379.268064    71486.343835  71911467.000000  71911467.000000  71911467.000000  71911467.000000
    5468.600000     5468.598998  45000000.000000   167420.000000    61438.000000     8086.000000    37051.217540    39426.741563    39045.206937    44214.063608     7032.625705     7744.309368     7964.306137     8694.280411    61860.118007    67467.399306    67553.893283    71681.329660  71911481.000000  71911481.000000  71911481.000000  71911481.000000
    5468.700000     5468.702226  45000000.000000   167097.000000    61334.000000     8076.000000    37930.581007    39499.357615    39157.582792    44891.312981     7316.235855     7693.282839     7769.173080     8710.697289    63104.517449    67277.088253    67388.234662    72305.383004  71911487.000000  71911487.000000  71911487.000000  71911487.000000
    5468.800000     5468.799828  45000000.000000   167040.000000    61329.000000     8079.000000    38155.098070    39615.468001    39175.735879    44665.980056     7094.430983     7558.442434     7714.061888     8351.592013    63290.342176    67342.878235    67144.318242    71446.455146  71911486.000000  71911486.000000  71911486.000000  71911486.000000
    5468.900000     5468.901187  45000000.000000   167449.000000    61461.000000     8093.000000    37765.904428    39750.730040    39485.410719    44564.141062     6906.830867     7074.599892     7483.078784     8128.987898    62569.801294    66769.630763    67408.791056    71334.834625  71911491.000000  71911491.000000  71911491.000000  71911491.000000
    5469.000000     5469.000673  45000000.000000   166961.000000    61293.000000     8076.000000    38210.367555    39315.482456    39266.336556    44352.280406     6399.432467     6937.761254     7163.853214     7788.770160    62273.510980    66204.193673    66331.196894    70743.727929  71911488.000000  71911488.000000  71911488.000000  71911488.000000
    5469.100000     5469.100163  45000000.000000   166638.000000    61191.000000     8064.000000    37843.076474    39417.297925    39128.182017    44240.229474     5908.864575     6381.043281     6450.693259     7199.032690    61483.602572    65632.267638    65600.393065    69637.447162  71911485.000000  71911485.000000  71911485.000000  71911485.000000
    5469.200000     5469.199657  45000000.000000   166408.000000    61099.000000     8054.000000    37929.394113    39123.273206    39143.670484    44220.822990     5512.172396     6057.589952     6163.213767     6599.154373    61128.276213    64927.575865    65267.170895    68989.227955  71911483.000000  71911483.000000  71911483.000000  71911483.000000
    5469.300000     5469.302910  45000000.000000   166434.000000    61133.000000     8062.000000    38040.627389    39084.698548    39191.380269    44787.280414     5109.175289     5574.004154     5585.995521     6210.130489    60653.170317    64220.867542    64323.951734    68827.925348  71911475.000000  71911475.000000  71911475.000000  71911475.000000
    5469.400000     5469.400534  45000000.000000   166685.000000    61224.000000     8072.000000    37858.104583    38949.455764    39413.972896    44324.865110     4638.555788     5090.592789     4965.292473     5509.392579    60135.984765    63552.679421    64148.184672    67665.474242  71911485.000000  71911485.000000  71911485.000000  71911485.000000
    5469.500000     5469.501917  45000000.000000   166438.000000    61139.000000     8064.000000    38181.429155    39275.684826    39037.696856    44634.693619     4196.238207     4408.589886     4635.897283     5164.078598    59543.540306    62828.974588    63293.805111    67415.726670  71911486.000000  71911486.000000  71911486.000000  71911486.000000
    5469.600000     5469.599550  45000000.000000   164633.000000    60505.000000     7988.000000    37367.457719    39184.498172    38754.280953    44077.633749     3852.820815     4137.456307     4259.815064     4586.474056    58372.663519    62339.949237    62233.699850    66228.057959  71911490.000000  71911490.000000  71911490.000000  71911490.000000
    5469.700000     5469.700941  45000000.000000   164681.000000    60513.000000     7992.000000    37706.394565    39022.255077    38897.582386    44201.170247     3489.106981     3727.699506     3901.706445     4292.902969    58191.263851    61953.936785    61784.887986    65772.183857  71911475.000000  71911475.000000  71911475.000000  71911475.000000
    5469.800000     5469.800458  45000000.000000   164805.000000    60566.000000     8002.000000    37626.961522    38923.507426    38779.119181    44131.055104     3317.882575     3491.418865     3678.585024     3950.931897    58135.778366    61805.766802    61545.741348    65658.922805  71911493.000000  71911493.000000  71911493.000000  71911493.000000
    5469.900000     5469.899979  45000000.000000   165676.000000    60891.000000     8034.000000    38004.846768    38768.540092    39176.344568    44164.943369     3051.539658     3277.227004     3474.147859     3776.153045    58136.989678    61309.924408    61930.603574    65258.883144  71911481.000000  71911481.000000  71911481.000000  71911481.000000
    5470.000000     5470.001383  45000000.000000   164603.000000    60516.000000     7997.000000    37664.832193    38902.231879    38784.280540    44076.919916     3027.942763     3004.243065     3245.442420     3395.583031    57695.708704    60710.167145    60960.272474    64989.095043  71911488.000000  71911488.000000  71911488.000000  71911488.000000
    5470.100000     5470.100912  45000000.000000   165468.000000    60860.000000     8040.000000    37707.761034    39147.665890    38636.918134    44487.772956     2774.495201     3046.979901     3074.074974     3399.993857    57243.595483    60973.056199    60789.880742    65419.150060  71911493.000000  71911493.000000  71911493.000000  71911493.000000
    5470.200000     5470.198567  45000000.000000   164724.000000    60591.000000     8009.000000    37645.767925    38798.847814    38793.183821    44048.931941     2711.750027     3013.292652     2937.170987     3132.802863    57337.975047    60580.856032    60566.196497    64811.268036  71911497.000000  71911497.000000  71911497.000000  71911497.000000
    5470.300000     5470.296226  45000000.000000   164889.000000    60650.000000     8020.000000    37549.479046    39067.755542    38354.939954    44013.611915     2610.309077     2894.919681     2908.692260     3137.758686    56959.645954    60876.441210    60368.224415    64615.872470  71911490.000000  71911490.000000  71911490.000000  71911490.000000
    5470.400000     5470.403279  45000000.000000   165126.000000    60725.000000     8023.000000    37798.656165    39052.669610    38962.306389    44441.157278     2543.597345     2766.263819     2900.840823     3094.393852    57212.861297    60884.728369    60806.299578    64996.433569  71911484.000000  71911484.000000  71911484.000000  71911484.000000
    5470.500000     5470.502824  45000000.000000   165181.000000    60756.000000     8030.000000    37630.976712    39058.163072    39062.839513    44163.406943     2514.126697     2734.783931     2767.200656     3027.037608    57027.224348    60823.989403    60948.056532    64379.174954  71911487.000000  71911487.000000  71911487.000000  71911487.000000
    5470.600000     5470.598616  45000000.000000   165490.000000    60869.000000     8044.000000    37699.018457    38974.946813    38717.458711    44261.291703     2490.788217     2696.109191     2777.985794     3091.099133    56924.742742    60570.379287    60353.693468    64662.816487  71911487.000000  71911487.000000  71911487.000000  71911487.000000
    5470.700000     5470.700047  45000000.000000   164973.000000    60685.000000     8026.000000    37834.610201    38744.187307    38545.475296    43894.749931     2493.010022     2713.258507     2880.318420     3013.738653    57297.667184    60357.949998    60384.550785    64186.703629  71911486.000000  71911486.000000  71911486.000000  71911486.000000
    5470.800000     5470.799604  45000000.000000   164019.000000    60339.000000     7983.000000    37507.621827    38982.208271    38338.038925    43875.092177     2468.425267     2762.090488     2778.877157     2989.376791    56800.501248    60715.093283    60172.944769    64143.567317  71911472.000000  71911472.000000  71911472.000000  71911472.000000
    5470.900000     5470.902921  45000000.000000   164177.000000    60409.000000     7985.000000    37546.846324    39343.886332    38820.355965    43860.948834     2427.935986     2769.236921     2854.155832     3082.725837    56756.609426    60822.899650    60678.951027    64247.506861  71911479.000000  71911479.000000  71911479.000000  71911479.000000
    5471.000000     5471.000607  45000000.000000   164386.000000    60481.000000     7998.000000    37437.475772    38810.348036    38721.546033    43843.282484     2560.733850     2961.634091     2817.581020     3065.398235    57018.924326    60623.923621    60505.270224    64101.425323  71911475.000000  71911475.000000  71911475.000000  71911475.000000
    5471.100000     5471.102054  45000000.000000   164257.000000    60449.000000     8006.000000    37314.050948    38849.232083    38924.961338    43800.102416     2540.257473     2915.854276     2985.942127     3127.201916    56660.105653    60314.835427    60823.646384    64030.556708  71911486.000000  71911486.000000  71911486.000000  71911486.000000
    5471.200000     5471.199748  45000000.000000   164788.000000    60652.000000     8025.000000    37614.004193    38770.694162    38996.966155    43857.179397     2636.815619     2949.621562     3010.357773     3183.306159    57322.158671    60870.083399    60983.517166    64509.566305  71911489.000000  71911489.000000  71911489.000000  71911489.000000
    5471.300000     5471.301203  45000000.000000   165115.000000    60767.000000     8034.000000    37733.340183    39108.338872    38664.612642    44642.705037     2747.198811     2992.367923     3016.372905     3377.861545    57281.525360    61122.848556    60825.797716    65723.466984  71911479.000000  71911479.000000  71911479.000000  71911479.000000
    5471.400000     5471.397025  45000000.000000   164389.000000    60496.000000     7999.000000    37419.702769    38671.413436    38363.697102    44080.390651     2715.727111     3061.916152     3102.336321     3316.409446    57189.189327    60602.393802    60557.193630    64808.303339  71911491.000000  71911491.000000  71911491.000000  71911491.000000
    5471.500000     5471.500367  45000000.000000   164290.000000    60462.000000     8001.000000    37367.691119    39107.076363    38654.965095    44172.717050     2805.796196     3045.027251     3138.740780     3492.940089    57127.882635    61108.343114    60499.666376    64938.606167  71911475.000000  71911475.000000  71911475.000000  71911475.000000
    5471.600000     5471.603713  45000000.000000   165104.000000    60768.000000     8046.000000    37632.728853    38892.314696    39121.932130    44548.777125     2961.218743     3209.100409     3333.982691     3604.946632    57850.734737    60976.099422    61466.661967    65518.206151  71911495.000000  71911495.000000  71911495.000000  71911495.000000
    5471.700000     5471.699546  45000000.000000   165273.000000    60836.000000     8046.000000    37989.693465    39070.162258    38926.415067    44295.436762     3098.025746     3221.549689     3357.357890     3607.868997    58048.390391    61391.003653    61592.942386    65344.225853  71911471.000000  71911471.000000  71911471.000000  71911471.000000
    5471.800000     5471.802900  45000000.000000   165306.000000    60849.000000     8050.000000    37693.051603    39575.114176    38853.283889    44219.834185     3126.304755     3455.222770     3555.982145     3733.565715    57897.189318    62141.784253    61588.648769    65268.263004  71911493.000000  71911493.000000  71911493.000000  71911493.000000
    5471.900000     5471.900621  45000000.000000   166705.000000    61375.000000     8110.000000    38209.552803    39239.070101    39089.679695    44538.420687     3247.271154     3515.874456     3664.908394     3978.839619    58545.007110    61976.183304    62228.489025    66255.728626  71911476.000000  71911476.000000  71911476.000000  71911476.000000
    5472.000000     5472.002104  45000000.000000   164980.000000    60740.000000     8033.000000    37629.320482    38673.029247    38836.820254    44327.108550     3367.530699     3522.363359     3673.517023     3859.684163    58197.190110    61164.121217    61564.931099    65705.036972  71911480.000000  71911480.000000  71911480.000000  71911480.000000
    5472.100000     5472.103590  45000000.000000   165052.000000    60762.000000     8040.000000    37590.873432    39243.226240    38329.856692    44190.246263     3507.308359     3631.626310     3853.550283     4119.288514    58180.965350    62219.778020    61135.982290    65583.936706  71911491.000000  71911491.000000  71911491.000000  71911491.000000
    5472.200000     5472.205081  45000000.000000   164948.000000    60733.000000     8035.000000    37437.652636    39121.215200    38720.626570    44030.370938     3479.765730     3805.797532     3841.765656     4147.712570    57867.429093    62052.292341    61606.050226    65615.921938  71911491.000000  71911491.000000  71911491.000000  71911491.000000
    5472.300000     5472.300938  45000000.000000   164540.000000    60590.000000     8022.000000    37262.794007    38654.175501    38493.943770    44034.258549     3625.718231     3970.809717     3845.780411     4283.838405    58043.824489    61811.215876    61491.464486    65811.482010  71911490.000000  71911490.000000  71911490.000000  71911490.000000
    5472.400000     5472.402437  45000000.000000   164691.000000    60647.000000     8028.000000    37340.343283    39083.478686    38873.721149    43948.587176     3748.325766     3959.916265     4074.355283     4488.899757    58122.707609    62125.473073    62207.055995    65977.121988  71911477.000000  71911477.000000  71911477.000000  71911477.000000
    5472.500000     5472.500180  45000000.000000   164231.000000    60501.000000     8016.000000    37268.358460    39086.923686    38581.605539    43955.584913     3864.908193     4145.586742     4219.163964     4624.039087    58253.825190    62306.153242    62066.195211    66195.118284  71911493.000000  71911493.000000  71911493.000000  71911493.000000
    5472.600000     5472.601687  45000000.000000   163096.000000    60079.000000     7969.000000    37073.523276    38550.218721    38206.029500    43553.896927     3838.297460     4204.750865     4193.455494     4625.510552    57939.038016    61623.102923    61612.453887    65651.880679  71911490.000000  71911490.000000  71911490.000000  71911490.000000
    5472.700000     5472.699438  45000000.000000   163396.000000    60191.000000     7984.000000    37209.899598    38614.330244    38447.571397    43800.843417     4009.837019     4396.775082     4483.922942     4927.406688    58408.718297    62146.980137    62261.616467    66241.427778  71911481.000000  71911481.000000  71911481.000000  71911481.000000
    5472.800000     5472.802833  45000000.000000   162541.000000    59882.000000     7948.000000    37282.816023    38446.333676    38159.253802    43773.998184     4207.470151     4357.174763     4543.420753     5023.066443    58521.667366    62070.761962    61964.759992    66507.115236  71911503.000000  71911503.000000  71911503.000000  71911503.000000
    5472.900000     5472.900591  45000000.000000   162110.000000    59723.000000     7931.000000    36915.000414    38219.111636    37927.643517    43674.844108     4151.509724     4634.781927     4723.768929     5146.486636    58241.802100    61881.283467    61884.792657    66213.756409  71911469.000000  71911469.000000  71911469.000000  71911469.000000
    5473.000000     5473.000234  45000000.000000   162776.000000    59977.000000     7957.000000    36971.345704    38641.163903    38299.627146    43731.124758     4427.204529     4764.014244     4728.046239     5317.763487    58440.852443    62452.104462    62136.452318    66913.630073  71911483.000000  71911483.000000  71911483.000000  71911483.000000
    5473.100000     5473.099881  45000000.000000   163190.000000    60127.000000     7976.000000    37221.913732    38831.226365    38784.302359    43546.213805     4666.795032     4970.504721     5036.371007     5540.051276    59009.068109    63127.104366    63275.678032    66987.846586  71911487.000000  71911487.000000  71911487.000000  71911487.000000
    5473.200000     5473.201411  45000000.000000   162440.000000    59854.000000     7941.000000    37380.029865    38490.128944    38580.747317    43510.511692     4760.266646     5029.703262     5274.635226     5678.021393    59262.630269    62548.009810    63283.202244    66962.266729  71911485.000000  71911485.000000  71911485.000000  71911485.000000
    5473.300000     5473.302946  45000000.000000   163078.000000    60098.000000     7978.000000    36811.933303    38840.407507    38156.920633    44152.436123     4889.700104     5231.124299     5339.936200     5843.273585    59038.897271    63242.327438    62785.612737    67695.074774  71911483.000000  71911483.000000  71911483.000000  71911483.000000
    5473.400000     5473.400724  45000000.000000   163539.000000    60273.000000     7998.000000    37363.570137    38867.287902    38547.441371    43532.858249     5031.374554     5430.382138     5400.311051     6099.699888    59861.898332    63684.147485    63307.621589    67407.983665  71911478.000000  71911478.000000  71911478.000000  71911478.000000
    5473.500000     5473.498506  45000000.000000   164170.000000    60496.000000     8018.000000    37724.249120    39014.962037    38870.896434    44299.396202     5252.779715     5594.254763     5855.724904     6298.436931    60348.584420    64232.362158    64293.461340    68828.386641  71911477.000000  71911477.000000  71911477.000000  71911477.000000
    5473.600000     5473.598172  45000000.000000   163787.000000    60372.000000     8005.000000    37639.257281    38833.601520    38408.383750    44047.029007     5382.552298     5857.788014     5806.279475     6461.654660    60362.050317    64114.260154    63669.390000    68660.401243  71911478.000000  71911478.000000  71911478.000000  71911478.000000
    5473.700000     5473.701603  45000000.000000   163534.000000    60281.000000     7996.000000    36989.743329    38634.300834    38747.699468    44065.990941     5572.906596     6007.604585     6124.491815     6461.909515    60230.745930    63932.184656    64354.087663    68821.350387  71911483.000000  71911483.000000  71911483.000000  71911483.000000
