#F /buffer/ld0132/Exafs/USERS/ELKE/GeO2.dat
#E 1371554237
#D Fri Jun 28 13:38:56 2013
#C experiment  User = opd01
#O0  samplez    omegax    omegay  solidstate     minix     miniy     miniz     sl03t
#O1    sl03b     sl03r     sl03l     dummy     sl01t     sl01b    dummy1   sl01gap
#O2  sl01off      mono      whip      tab1      tab2      tab3       xti       yti
#O3      hgt   pdslide     sl02l     sl02r   shutter     sl02b  beamstop     theta
#O4    omega      xeye     difz1     difz2   diftilt    difhgt   samplex   sampley
#O5 Mono  piz  POWDERmono    m_vert     sl01l     sl01r    sl01hg    sl01ho     piezo
#O6    mtest   spinner     blow1     blow2  
#C Fri Jun 28 13:41:45 2013.  do ToEXAFS.mac.
#C Fri Jun 28 13:42:05 2013.  Monochromator moved to E = 11.1025 KeV.

#S 1  zapline mono 10.3073 9.89985 7244 100 
#D Fri Jun 28 13:44:15 2013
#T 100  (ms)
#G0 0
#G1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
#G2 0
#Q 
#P0 1.25e-06 -0.19 -0.17 16 0.8 -5e-07 -7.5e-06 25.400002
#P1 19.900005 23.85 17.3 -127.466 38.224063 39.2 24.684375 77.424
#P2 -0.488 9.8998208 40 -1.1365 -0.95029948 -1.0415781 2.6600012 -0.01023379
#P3 -1.0424889 0.5 17.687812 -88.637812 0.99938125 -4.80094 -5 30.00001
#P4 0 30 2.46 2.46 0 2.46 -7.5e-07 0
#P5 78.623942 4.6116 -0.72625 47 35 82 6 0
#P6 7.573685 369 30 25 
#UMI0     Current AutoM      Shutter    
#UMI1      183.36    ON     FE open     
#UMI2 Refill in 26146 sec, Fill Mode: 7/8 multibunch / Message: Jun 28 09:04 Delivery:Next Refill at 21:00; 
#N 18
#L Mon    Det1  Det2  Det3  Det4  Det5  Det6  Ion1  MonEx  Ion2  Htime  MusstEnc1  MusstEnc3  MusstEnc4  TwoTheta  ZapEnergy  ZCryo  xmap_roi00
 10886 0 0 0 0 0 0 23460 10886 3688 100003 470028 598263 16 9.9248257 11.471347 0 0
 10889 0 0 0 0 0 0 23472 10889 3691 99997 469848.5 598263 16 9.9239283 11.472374 0 0
 10881 0 0 0 0 0 0 23482 10881 3693 99998 469666.5 598263 16 9.9230185 11.473415 0 0
 10886 0 0 0 0 0 0 23478 10885 3697 100003 469484.5 598263 16 9.9221087 11.474457 0 0
 10881 0 0 0 0 0 0 23492 10883 3698 100001 469303 598263 16 9.9212008 11.475496 0 0
 10886 0 0 0 0 0 0 23501 10885 3700 99995 469122.5 598263 16 9.9202986 11.47653 0 0
 10873 0 0 0 0 0 0 23493 10873 3702 100002 468942.5 598263 16 9.9193983 11.477561 0 0
 10877 0 0 0 0 0 0 23507 10877 3706 99996 468762.5 598263 16 9.918498 11.478592 0 0
 10877 0 0 0 0 0 0 23511 10877 3707 100006 468581.5 598263 16 9.917593 11.479629 0 0
 10874 0 0 0 0 0 0 23502 10874 3709 99998 468399.5 598263 16 9.9166832 11.480672 0 0
 10877 0 0 0 0 0 0 23528 10877 3714 100003 468217.5 598263 16 9.9157734 11.481714 0 0
 10871 0 0 0 0 0 0 23523 10871 3714 100002 468036 598263 16 9.9148655 11.482755 0 0
 10867 0 0 0 0 0 0 23522 10867 3716 99998 467855.5 598263 16 9.9139633 11.483789 0 0
 10869 0 0 0 0 0 0 23526 10869 3718 100003 467674 598263 16 9.9130554 11.484831 0 0
 10868 0 0 0 0 0 0 23528 10869 3721 100006 467492 598263 16 9.9121456 11.485874 0 0
 10867 0 0 0 0 0 0 23536 10866 3724 99997 467310.5 598263 16 9.9112387 11.486916 0 0
 10875 0 0 0 0 0 0 23544 10875 3723 100002 467131 598263 16 9.9103413 11.487946 0 0
 10877 0 0 0 0 0 0 23559 10877 3728 100002 466952 598263 16 9.9094458 11.488973 0 0
 10869 0 0 0 0 0 0 23562 10869 3730 100001 466772 598263 16 9.9085455 11.490005 0 0
 10873 0 0 0 0 0 0 23571 10873 3731 100000 466589.5 598263 16 9.9076338 11.491054 0 0
 10872 0 0 0 0 0 0 23580 10872 3733 99999 466406.5 598263 16 9.9067183 11.492105 0 0
 10877 0 0 0 0 0 0 23588 10877 3738 100000 466225 598263 16 9.9058104 11.493147 0 0
 10866 0 0 0 0 0 0 23598 10866 3739 99999 466044 598263 16 9.9049063 11.494186 0 0
 10863 0 0 0 0 0 0 23596 10863 3740 99999 465864 598263 16 9.904006 11.49522 0 0
 10858 0 0 0 0 0 0 23599 10858 3740 100003 465682 598263 16 9.9030962 11.496266 0 0
 10858 0 0 0 0 0 0 23608 10858 3745 99997 465519 598263 16 9.9022808 11.497203 0 0
 10859 0 0 0 0 0 0 23616 10860 3747 100007 465382 598263 16 9.9015961 11.497991 0 0
 10867 0 0 0 0 0 0 23636 10866 3754 99995 465266 598263 16 9.9010162 11.498657 0 0
 10859 0 0 0 0 0 0 23631 10859 3749 100001 465175 598263 16 9.9005604 11.49918 0 0
 10861 0 0 0 0 0 0 23647 10860 3751 99997 465106 598263 16 9.9002161 11.499577 0 0
#C DIRECTORY        : 
#C RADIX            : 
#C ZAP SCAN NUMBER  : 2878
#C ZAP IMAGE NUMBER : 0


#S 2  zapline mono 10.3073 9.89985 3622 100 
#D Fri Jun 28 13:49:09 2013
#T 100  (ms)
#G0 0
#G1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
#G2 0
#Q 
#P0 1.25e-06 -0.19 -0.17 16 0.8 -5e-07 -7.5e-06 25.400002
#P1 19.900005 23.85 17.3 -127.466 38.224063 39.2 24.684375 77.424
#P2 -0.488 9.8998258 40 -1.1365 -0.95029948 -1.0415781 2.6600012 -0.01023379
#P3 -1.0424889 0.5 17.687812 -88.637812 0.99938125 -4.80094 -5 30.00001
#P4 0 30 2.46 2.46 0 2.46 -7.5e-07 0
#P5 78.623942 4.6116 -0.72625 47 35 82 6 0
#P6 7.573685 369 30 25 
#UMI0     Current AutoM      Shutter    
#UMI1      183.09    ON     FE open     
#UMI2 Refill in 25852 sec, Fill Mode: 7/8 multibunch / Message: Jun 28 09:04 Delivery:Next Refill at 21:00; 
#N 18
#L Mon    Det1  Det2  Det3  Det4  Det5  Det6  Ion1  MonEx  Ion2  Htime  MusstEnc1  MusstEnc3  MusstEnc4  TwoTheta  ZapEnergy  ZCryo  xmap_roi00
 12497 0 0 0 0 0 0 48624 12496 5980 99177 546527 598263 16 10.307321 11.050006 0 0
 12601 0 0 0 0 0 0 49033 12601 6032 99998 546522 598263 16 10.307296 11.050032 0 0
 12589 0 0 0 0 0 0 49008 12589 6034 99999 546506.5 598263 16 10.307219 11.050115 0 0
 12600 0 0 0 0 0 0 49030 12600 6038 100003 546480.5 598263 16 10.307088 11.050252 0 0
 12605 0 0 0 0 0 0 49047 12605 6039 99999 546443.5 598263 16 10.306903 11.050448 0 0
 12604 0 0 0 0 0 0 49058 12604 6040 100001 546394 598263 16 10.306656 11.050711 0 0
 12606 0 0 0 0 0 0 49080 12607 6044 100006 546334.5 598263 16 10.306358 11.051026 0 0
 12609 0 0 0 0 0 0 49090 12608 6042 99994 546261 598263 16 10.305991 11.051416 0 0
 12613 0 0 0 0 0 0 49115 12613 6049 100001 546174.5 598263 16 10.305558 11.051875 0 0
 12606 0 0 0 0 0 0 49089 12607 6050 100000 546082 598263 16 10.305096 11.052365 0 0
 12609 0 0 0 0 0 0 49098 12608 6050 100000 545987.5 598263 16 10.304624 11.052867 0 0
 12600 0 0 0 0 0 0 49094 12600 6051 100000 545895.5 598263 16 10.304163 11.053355 0 0
 12608 0 0 0 0 0 0 49126 12608 6054 100000 545803 598263 16 10.3037 11.053845 0 0
 12597 0 0 0 0 0 0 49101 12597 6056 100002 545709 598263 16 10.303231 11.054344 0 0
 12604 0 0 0 0 0 0 49091 12604 6056 100000 545613.5 598263 16 10.302753 11.054852 0 0
 12601 0 0 0 0 0 0 49118 12601 6057 99999 545520.5 598263 16 10.302288 11.055345 0 0
 12596 0 0 0 0 0 0 49113 12597 6061 100012 545427.5 598263 16 10.301824 11.055839 0 0
 12594 0 0 0 0 0 0 49077 12593 6059 99989 545334 598263 16 10.301355 11.056334 0 0
 12602 0 0 0 0 0 0 49124 12602 6068 100001 545242 598263 16 10.300896 11.056823 0 0
 12598 0 0 0 0 0 0 49135 12598 6069 100001 545151 598263 16 10.300441 11.057306 0 0
 12602 0 0 0 0 0 0 49149 12602 6072 99999 545060 598263 16 10.299986 11.05779 0 0
 12589 0 0 0 0 0 0 49123 12589 6070 100000 544968.5 598263 16 10.299528 11.058275 0 0
 12594 0 0 0 0 0 0 49133 12594 6071 100001 544877 598263 16 10.29907 11.058762 0 0
 12576 0 0 0 0 0 0 49074 12576 6067 100000 544786.5 598263 16 10.298618 11.059242 0 0
 12577 0 0 0 0 0 0 49101 12577 6069 100001 544695.5 598263 16 10.298163 11.059726 0 0
 12580 0 0 0 0 0 0 49089 12580 6073 100000 544602.5 598263 16 10.297698 11.06022 0 0
 12589 0 0 0 0 0 0 49145 12589 6076 99998 544511.5 598263 16 10.297243 11.060703 0 0
 12587 0 0 0 0 0 0 49125 12587 6080 100002 544420.5 598263 16 10.296788 11.061187 0 0
 12586 0 0 0 0 0 0 49153 12586 6084 100001 544331 598263 16 10.296341 11.061662 0 0
 12582 0 0 0 0 0 0 49118 12582 6081 99999 544240 598263 16 10.295886 11.062145 0 0
 12587 0 0 0 0 0 0 49148 12587 6087 100002 544149 598263 16 10.295431 11.062629 0 0
 12586 0 0 0 0 0 0 49151 12586 6087 100000 544059 598263 16 10.294981 11.063107 0 0
 12585 0 0 0 0 0 0 49163 12585 6089 100001 543969 598263 16 10.294531 11.063586 0 0
 12581 0 0 0 0 0 0 49143 12581 6093 99999 543878 598263 16 10.294076 11.06407 0 0
 12584 0 0 0 0 0 0 49141 12584 6090 100002 543785 598263 16 10.293611 11.064564 0 0
 12581 0 0 0 0 0 0 49134 12581 6097 100001 543693.5 598263 16 10.293154 11.06505 0 0
 12579 0 0 0 0 0 0 49124 12579 6096 99995 543601.5 598263 16 10.292693 11.065539 0 0
 12580 0 0 0 0 0 0 49119 12580 6094 100003 543511.5 598263 16 10.292243 11.066018 0 0
 12577 0 0 0 0 0 0 49135 12577 6095 100002 543421.5 598263 16 10.291793 11.066497 0 0
 12578 0 0 0 0 0 0 49135 12578 6090 100000 543329.5 598263 16 10.291333 11.066986 0 0
 12573 0 0 0 0 0 0 49121 12573 6091 100002 543239 598263 16 10.290881 11.067468 0 0
 12574 0 0 0 0 0 0 49135 12574 6095 99998 543150 598263 16 10.290436 11.067941 0 0
 12563 0 0 0 0 0 0 49104 12563 6098 100000 543060 598263 16 10.289986 11.068419 0 0
 12576 0 0 0 0 0 0 49122 12576 6101 100002 542969.5 598263 16 10.289534 11.068901 0 0
 12568 0 0 0 0 0 0 49114 12568 6101 99999 542877.5 598263 16 10.289073 11.069391 0 0
 12571 0 0 0 0 0 0 49136 12571 6105 100005 542785.5 598263 16 10.288613 11.06988 0 0
 12573 0 0 0 0 0 0 49129 12572 6110 99995 542695.5 598263 16 10.288163 11.070359 0 0
 12571 0 0 0 0 0 0 49134 12572 6107 100000 542605.5 598263 16 10.287713 11.070838 0 0
 12566 0 0 0 0 0 0 49131 12566 6113 100002 542515 598263 16 10.287261 11.071321 0 0
 12567 0 0 0 0 0 0 49141 12567 6113 100000 542425.5 598263 16 10.286814 11.071796 0 0
 12566 0 0 0 0 0 0 49126 12566 6113 100001 542336 598263 16 10.286366 11.072273 0 0
 12565 0 0 0 0 0 0 49135 12565 6116 99999 542244.5 598263 16 10.285909 11.072761 0 0
 12564 0 0 0 0 0 0 49131 12564 6119 100001 542152.5 598263 16 10.285448 11.07325 0 0
 12568 0 0 0 0 0 0 49113 12568 6116 100001 542062 598263 16 10.284996 11.073732 0 0
 12564 0 0 0 0 0 0 49135 12564 6117 100000 541972.5 598263 16 10.284549 11.074208 0 0
 12570 0 0 0 0 0 0 49132 12570 6122 100001 541881 598263 16 10.284091 11.074696 0 0
 12566 0 0 0 0 0 0 49129 12566 6126 100000 541789.5 598263 16 10.283633 11.075184 0 0
 12561 0 0 0 0 0 0 49092 12561 6122 99995 541698.5 598263 16 10.283178 11.075668 0 0
 12562 0 0 0 0 0 0 49106 12562 6127 100005 541607 598263 16 10.282721 11.076156 0 0
 12557 0 0 0 0 0 0 49082 12557 6121 100002 541517.5 598263 16 10.282273 11.076632 0 0
 12559 0 0 0 0 0 0 49112 12559 6126 99998 541428 598263 16 10.281826 11.077109 0 0
 12559 0 0 0 0 0 0 49095 12559 6128 100000 541337 598263 16 10.281371 11.077595 0 0
 12556 0 0 0 0 0 0 49096 12556 6132 100002 541246.5 598263 16 10.280918 11.078076 0 0
 12556 0 0 0 0 0 0 49081 12556 6128 99999 541157 598263 16 10.280471 11.078554 0 0
 12561 0 0 0 0 0 0 49100 12561 6134 100003 541066 598263 16 10.280016 11.079039 0 0
 12564 0 0 0 0 0 0 49094 12564 6136 99997 540975 598263 16 10.279561 11.079524 0 0
 12562 0 0 0 0 0 0 49108 12562 6138 100001 540885 598263 16 10.279111 11.080004 0 0
 12562 0 0 0 0 0 0 49085 12562 6133 99998 540794 598263 16 10.278656 11.080489 0 0
 12567 0 0 0 0 0 0 49100 12567 6136 100005 540703.5 598263 16 10.278203 11.080972 0 0
 12569 0 0 0 0 0 0 49080 12569 6139 99998 540611 598263 16 10.27774 11.081465 0 0
 12561 0 0 0 0 0 0 49067 12561 6136 100000 540521.5 598263 16 10.277293 11.081943 0 0
 12557 0 0 0 0 0 0 49052 12558 6141 100001 540431.5 598263 16 10.276843 11.082422 0 0
 12564 0 0 0 0 0 0 49049 12564 6137 100000 540341.5 598263 16 10.276393 11.082902 0 0
 12554 0 0 0 0 0 0 49017 12554 6137 100001 540252.5 598263 16 10.275949 11.083377 0 0
 12557 0 0 0 0 0 0 49019 12557 6138 100000 540161 598263 16 10.275491 11.083865 0 0
 12552 0 0 0 0 0 0 49010 12552 6140 100001 540069 598263 16 10.275031 11.084356 0 0
 12559 0 0 0 0 0 0 49005 12559 6139 99995 539978 598263 16 10.274576 11.084842 0 0
 12557 0 0 0 0 0 0 48963 12557 6137 100004 539887.5 598263 16 10.274123 11.085324 0 0
 12549 0 0 0 0 0 0 48971 12549 6140 100001 539795.5 598263 16 10.273664 11.085815 0 0
 12549 0 0 0 0 0 0 48946 12549 6136 99999 539704 598263 16 10.273206 11.086304 0 0
 12553 0 0 0 0 0 0 48930 12553 6137 100005 539612.5 598263 16 10.272748 11.086792 0 0
 12539 0 0 0 0 0 0 48889 12539 6132 99996 539523.5 598263 16 10.272304 11.087268 0 0
 12550 0 0 0 0 0 0 48906 12550 6134 100001 539434.5 598263 16 10.271858 11.087743 0 0
 12551 0 0 0 0 0 0 48883 12551 6138 100001 539344 598263 16 10.271406 11.088226 0 0
 12545 0 0 0 0 0 0 48854 12545 6136 100001 539253 598263 16 10.270951 11.088712 0 0
 12542 0 0 0 0 0 0 48818 12542 6131 99998 539164 598263 16 10.270506 11.089188 0 0
 12549 0 0 0 0 0 0 48818 12549 6132 99998 539074.5 598263 16 10.270059 11.089665 0 0
 12541 0 0 0 0 0 0 48791 12541 6129 100004 538982.5 598263 16 10.269598 11.090157 0 0
 12558 0 0 0 0 0 0 48796 12558 6136 100001 538891.5 598263 16 10.269143 11.090643 0 0
 12543 0 0 0 0 0 0 48744 12542 6129 100000 538799.5 598263 16 10.268683 11.091134 0 0
 12546 0 0 0 0 0 0 48706 12546 6124 100000 538709.5 598263 16 10.268233 11.091615 0 0
 12541 0 0 0 0 0 0 48662 12541 6122 100007 538619 598263 16 10.267781 11.092098 0 0
 12536 0 0 0 0 0 0 48632 12536 6119 99994 538530.5 598263 16 10.267339 11.092571 0 0
 12540 0 0 0 0 0 0 48595 12540 6118 99999 538440 598263 16 10.266886 11.093055 0 0
 12540 0 0 0 0 0 0 48562 12540 6113 100002 538348.5 598263 16 10.266428 11.093544 0 0
 12538 0 0 0 0 0 0 48489 12538 6106 99999 538259.5 598263 16 10.265984 11.09402 0 0
 12539 0 0 0 0 0 0 48455 12539 6104 100001 538169 598263 16 10.265531 11.094503 0 0
 12542 0 0 0 0 0 0 48428 12542 6107 99997 538077 598263 16 10.265071 11.094995 0 0
 12535 0 0 0 0 0 0 48364 12535 6097 100003 537984 598263 16 10.264606 11.095492 0 0
 12542 0 0 0 0 0 0 48309 12542 6093 100007 537894 598263 16 10.264155 11.095974 0 0
 12539 0 0 0 0 0 0 48253 12539 6087 99994 537802.5 598263 16 10.263699 11.096463 0 0
 12527 0 0 0 0 0 0 48152 12527 6077 100006 537709.5 598263 16 10.263233 11.096961 0 0
 12533 0 0 0 0 0 0 48093 12533 6070 99999 537618.5 598263 16 10.262778 11.097447 0 0
 12533 0 0 0 0 0 0 47996 12533 6061 99996 537531 598263 16 10.262341 11.097916 0 0
 12535 0 0 0 0 0 0 47933 12535 6054 100002 537442 598263 16 10.261896 11.098392 0 0
 12538 0 0 0 0 0 0 47811 12538 6040 100000 537351.5 598263 16 10.261443 11.098876 0 0
 12537 0 0 0 0 0 0 47714 12537 6032 99996 537261 598263 16 10.260991 11.09936 0 0
 12543 0 0 0 0 0 0 47582 12543 6019 100004 537172.5 598263 16 10.260549 11.099833 0 0
 12534 0 0 0 0 0 0 47452 12534 6003 100000 537083 598263 16 10.2601 11.100312 0 0
 12527 0 0 0 0 0 0 47291 12528 5984 100000 536991 598263 16 10.259641 11.100804 0 0
 12535 0 0 0 0 0 0 47119 12535 5967 100001 536897 598263 16 10.259171 11.101308 0 0
 12526 0 0 0 0 0 0 46925 12526 5943 99999 536803.5 598263 16 10.258703 11.101809 0 0
 12527 0 0 0 0 0 0 46713 12527 5918 100001 536715.5 598263 16 10.258264 11.10228 0 0
 12529 0 0 0 0 0 0 46465 12529 5893 100001 536626 598263 16 10.257815 11.102758 0 0
 12536 0 0 0 0 0 0 46217 12536 5862 100001 536537.5 598263 16 10.257373 11.103232 0 0
 12530 0 0 0 0 0 0 45893 12530 5825 99999 536446 598263 16 10.256916 11.103723 0 0
 12528 0 0 0 0 0 0 45540 12528 5783 100000 536355.5 598263 16 10.256463 11.104207 0 0
 12526 0 0 0 0 0 0 45109 12526 5735 99999 536266 598263 16 10.256016 11.104687 0 0
 12528 0 0 0 0 0 0 44615 12528 5677 100002 536174.5 598263 16 10.255558 11.105176 0 0
 12527 0 0 0 0 0 0 44017 12527 5610 100000 536083 598263 16 10.255101 11.105666 0 0
 12532 0 0 0 0 0 0 43311 12532 5524 100001 535990.5 598263 16 10.254639 11.106162 0 0
 12526 0 0 0 0 0 0 42419 12526 5417 99999 535901.5 598263 16 10.254193 11.106639 0 0
 12531 0 0 0 0 0 0 41319 12531 5288 100001 535810.5 598263 16 10.253738 11.107126 0 0
 12531 0 0 0 0 0 0 39960 12531 5121 100001 535719.5 598263 16 10.253284 11.107614 0 0
 12524 0 0 0 0 0 0 38233 12524 4915 100000 535628.5 598263 16 10.252829 11.108102 0 0
 12532 0 0 0 0 0 0 36129 12532 4662 100001 535539 598263 16 10.25238 11.108582 0 0
 12525 0 0 0 0 0 0 33581 12525 4360 99996 535450 598263 16 10.251936 11.109058 0 0
 12525 0 0 0 0 0 0 30594 12525 4000 100003 535359 598263 16 10.251481 11.109546 0 0
 12522 0 0 0 0 0 0 27104 12522 3581 100002 535268 598263 16 10.251026 11.110034 0 0
 12529 0 0 0 0 0 0 23388 12529 3135 100000 535179 598263 16 10.250581 11.110511 0 0
 12517 0 0 0 0 0 0 19728 12517 2693 100000 535086.5 598263 16 10.250118 11.111007 0 0
 12520 0 0 0 0 0 0 16646 12520 2321 99999 534991.5 598263 16 10.249643 11.111517 0 0
 12517 0 0 0 0 0 0 14482 12517 2062 100001 534904 598263 16 10.249206 11.111986 0 0
 12516 0 0 0 0 0 0 13265 12516 1917 100001 534814 598263 16 10.248755 11.112469 0 0
 12517 0 0 0 0 0 0 12860 12517 1867 100001 534722.5 598263 16 10.248299 11.112959 0 0
 12521 0 0 0 0 0 0 13114 12520 1895 99999 534631.5 598263 16 10.247844 11.113447 0 0
 12523 0 0 0 0 0 0 13853 12524 1989 100008 534539.5 598263 16 10.247383 11.113941 0 0
 12516 0 0 0 0 0 0 14881 12515 2113 99992 534450.5 598263 16 10.246939 11.114418 0 0
 12515 0 0 0 0 0 0 16010 12515 2249 100001 534364 598263 16 10.246506 11.114882 0 0
 12515 0 0 0 0 0 0 17071 12515 2380 99999 534273 598263 16 10.246051 11.115371 0 0
 12508 0 0 0 0 0 0 17991 12508 2494 100001 534181.5 598263 16 10.245593 11.115862 0 0
 12512 0 0 0 0 0 0 18819 12512 2590 100001 534093 598263 16 10.245151 11.116337 0 0
 12512 0 0 0 0 0 0 19537 12512 2678 100001 533998.5 598263 16 10.244678 11.116844 0 0
 12518 0 0 0 0 0 0 20121 12518 2750 100000 533906.5 598263 16 10.244218 11.117338 0 0
 12514 1 0 0 0 0 0 20460 12514 2791 100001 533817 598263 16 10.243771 11.117819 0 0
 12522 0 0 0 0 0 0 20476 12522 2796 100000 533725.5 598263 16 10.243314 11.11831 0 0
 12512 0 0 0 0 0 0 20128 12512 2754 100006 533634.5 598263 16 10.242858 11.118798 0 0
 12522 0 0 0 0 0 0 19569 12522 2683 99995 533546.5 598263 16 10.242418 11.119271 0 0
 12518 0 0 0 0 0 0 18973 12519 2613 100003 533457.5 598263 16 10.241973 11.119749 0 0
 12522 0 0 0 0 0 0 18593 12521 2569 99996 533366 598263 16 10.241516 11.12024 0 0
 12509 0 0 0 0 0 0 18503 12509 2557 100002 533274.5 598263 16 10.241058 11.120731 0 0
 12518 0 0 0 0 0 0 18640 12518 2573 100000 533183.5 598263 16 10.240603 11.121221 0 0
 12510 0 0 0 0 0 0 18825 12510 2597 99999 533093.5 598263 16 10.240153 11.121704 0 0
 12512 0 0 0 0 0 0 18963 12512 2616 100001 533002 598263 16 10.239696 11.122195 0 0
 12518 0 0 0 0 0 0 19007 12518 2621 100001 532909.5 598263 16 10.239233 11.122693 0 0
 12514 0 0 0 0 0 0 19011 12514 2623 100000 532819.5 598263 16 10.238783 11.123177 0 0
 12509 0 0 0 0 1 0 19102 12510 2635 100007 532731 598263 16 10.23834 11.123652 0 0
 12513 0 0 0 0 0 0 19297 12512 2661 99994 532639 598263 16 10.237881 11.124146 0 0
 12515 0 0 0 0 0 0 19609 12515 2693 99999 532548 598263 16 10.237426 11.124636 0 0
 12507 0 0 0 0 0 0 19933 12507 2738 100000 532458.5 598263 16 10.236979 11.125116 0 0
 12511 0 0 0 0 0 0 20300 12511 2782 100001 532369.5 598263 16 10.236533 11.125595 0 0
 12511 0 0 0 0 0 0 20662 12511 2826 99999 532278.5 598263 16 10.236078 11.126084 0 0
 12507 0 0 0 0 0 0 20985 12507 2866 100001 532186.5 598263 16 10.235619 11.126579 0 0
 12506 0 0 0 0 0 0 21253 12506 2903 100002 532096.5 598263 16 10.235168 11.127063 0 0
 12503 0 0 0 0 0 0 21452 12504 2922 100000 532005.5 598263 16 10.234714 11.127552 0 0
 12517 0 0 0 0 0 0 21575 12516 2940 100000 531915.5 598263 16 10.234263 11.128036 0 0
 12504 0 0 0 0 0 0 21589 12505 2941 100008 531824.5 598263 16 10.233809 11.128526 0 0
 12504 0 0 0 0 0 0 21561 12503 2939 99991 531733 598263 16 10.233351 11.129018 0 0
 12506 0 0 0 0 0 0 21484 12506 2932 100002 531643.5 598263 16 10.232903 11.129499 0 0
 12506 0 0 0 0 0 0 21403 12506 2920 100001 531555.5 598263 16 10.232463 11.129973 0 0
 12508 0 0 0 0 0 0 21291 12508 2912 99999 531465.5 598263 16 10.232014 11.130458 0 0
 12506 0 0 0 0 0 0 21204 12506 2899 100002 531373.5 598263 16 10.231553 11.130953 0 0
 12503 0 0 0 0 0 0 21136 12503 2891 99998 531282.5 598263 16 10.231098 11.131442 0 0
 12510 0 0 0 0 0 0 21130 12510 2891 99999 531193 598263 16 10.230651 11.131924 0 0
 12512 0 0 0 0 0 0 21171 12512 2899 100000 531100.5 598263 16 10.230188 11.132421 0 0
 12503 0 0 0 0 0 0 21256 12503 2908 100001 531005.5 598263 16 10.229713 11.132934 0 0
 12505 0 0 0 0 0 0 21371 12505 2922 99998 530917.5 598263 16 10.229273 11.133407 0 0
 12504 0 0 0 0 0 0 21517 12504 2941 100003 530826.5 598263 16 10.228818 11.133897 0 0
 12502 0 0 0 0 0 0 21686 12502 2963 100000 530734 598263 16 10.228355 11.134395 0 0
 12502 0 0 0 0 0 0 21863 12502 2987 100002 530647.5 598263 16 10.227923 11.134861 0 0
 12500 0 0 0 0 0 0 22046 12500 3009 100001 530560 598263 16 10.227486 11.135332 0 0
 12496 0 0 0 0 0 0 22231 12496 3033 99998 530469 598263 16 10.227031 11.135822 0 0
 12486 0 0 0 0 0 0 22408 12486 3054 100002 530376.5 598263 16 10.226568 11.13632 0 0
 12474 0 0 0 0 0 0 22576 12474 3074 100000 530286.5 598263 16 10.226118 11.136806 0 0
 12457 0 0 0 0 0 0 22709 12458 3091 100000 530194 598263 16 10.225656 11.137303 0 0
 12443 0 0 0 0 0 0 22859 12443 3111 100002 530101.5 598263 16 10.225193 11.137802 0 0
 12442 0 0 0 0 0 0 23036 12442 3134 99998 530012 598263 16 10.224746 11.138285 0 0
 12462 0 0 0 0 0 0 23290 12462 3166 100001 529924 598263 16 10.224306 11.138759 0 0
 12482 0 0 0 0 0 0 23544 12482 3197 100001 529834 598263 16 10.223856 11.139244 0 0
 12493 0 0 0 0 0 0 23809 12493 3231 100000 529740.5 598263 16 10.223389 11.139748 0 0
 12495 0 0 0 0 0 0 24049 12496 3262 100000 529649.5 598263 16 10.222934 11.140238 0 0
 12490 0 0 0 0 0 0 24266 12489 3285 100002 529562.5 598263 16 10.222498 11.140707 0 0
 12483 0 0 0 0 0 0 24481 12483 3316 99999 529473 598263 16 10.222051 11.14119 0 0
 12480 0 0 0 0 0 0 24691 12480 3343 100002 529380.5 598263 16 10.221588 11.141688 0 0
 12477 0 0 0 0 0 0 24872 12477 3365 100000 529290 598263 16 10.221136 11.142177 0 0
 12483 0 0 0 0 0 0 25036 12483 3388 99999 529197 598263 16 10.220671 11.142678 0 0
 12480 0 0 0 0 0 0 25193 12480 3408 99997 529107.5 598263 16 10.220223 11.143161 0 0
 12479 0 0 0 0 0 0 25306 12479 3422 100003 529018.5 598263 16 10.219778 11.143641 0 0
 12483 0 0 0 0 0 0 25423 12483 3437 100000 528927 598263 16 10.219321 11.144135 0 0
 12486 0 0 0 0 0 0 25498 12486 3447 100000 528836 598263 16 10.218865 11.144626 0 0
 12483 0 0 0 0 0 0 25566 12483 3453 100001 528746.5 598263 16 10.218418 11.145108 0 0
 12476 0 0 0 0 0 0 25637 12476 3463 100000 528657 598263 16 10.217971 11.145591 0 0
 12485 0 0 0 0 0 0 25689 12485 3473 100000 528565.5 598263 16 10.217513 11.146085 0 0
 12486 0 0 0 0 0 0 25752 12486 3480 100002 528476 598263 16 10.217066 11.146568 0 0
 12488 0 0 0 0 0 0 25798 12488 3486 100013 528384 598263 16 10.216606 11.147064 0 0
 12477 0 0 0 0 0 0 25834 12478 3492 99987 528292.5 598263 16 10.216148 11.147558 0 0
 12485 0 0 0 0 0 0 25868 12484 3497 100000 528203 598263 16 10.215701 11.148042 0 0
 12481 0 0 0 0 0 0 25898 12481 3500 100001 528113 598263 16 10.215251 11.148527 0 0
 12482 0 0 0 0 0 0 25941 12482 3507 99999 528021.5 598263 16 10.214793 11.149021 0 0
 12480 0 0 1 0 0 0 25954 12480 3512 100001 527931 598263 16 10.214341 11.14951 0 0
