#F /buffer/ld0132/Exafs/USERS/ELKE/GeO2.dat
#E 1371554237
#D Fri Jun 28 13:38:56 2013
#C experiment  User = opd01
#O0  samplez    omegax    omegay  solidstate     minix     miniy     miniz     sl03t
#O1    sl03b     sl03r     sl03l     dummy     sl01t     sl01b    dummy1   sl01gap
#O2  sl01off      mono      whip      tab1      tab2      tab3       xti       yti
#O3      hgt   pdslide     sl02l     sl02r   shutter     sl02b  beamstop     theta
#O4    omega      xeye     difz1     difz2   diftilt    difhgt   samplex   sampley
#O5 Mono  piz  POWDERmono    m_vert     sl01l     sl01r    sl01hg    sl01ho     piezo
#O6    mtest   spinner     blow1     blow2  
#C Fri Jun 28 13:41:45 2013.  do ToEXAFS.mac.
#C Fri Jun 28 13:42:05 2013.  Monochromator moved to E = 11.1025 KeV.

#S 1  zapline mono 10.3073 9.89985 7244 100 
#D Fri Jun 28 13:44:15 2013
#T 100  (ms)
#G0 0
#G1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
#G2 0
#Q 
#P0 1.25e-06 -0.19 -0.17 16 0.8 -5e-07 -7.5e-06 25.400002
#P1 19.900005 23.85 17.3 -127.466 38.224063 39.2 24.684375 77.424
#P2 -0.488 9.8998208 40 -1.1365 -0.95029948 -1.0415781 2.6600012 -0.01023379
#P3 -1.0424889 0.5 17.687812 -88.637812 0.99938125 -4.80094 -5 30.00001
#P4 0 30 2.46 2.46 0 2.46 -7.5e-07 0
#P5 78.623942 4.6116 -0.72625 47 35 82 6 0
#P6 7.573685 369 30 25 
#UMI0     Current AutoM      Shutter    
#UMI1      183.36    ON     FE open     
#UMI2 Refill in 26146 sec, Fill Mode: 7/8 multibunch / Message: Jun 28 09:04 Delivery:Next Refill at 21:00; 
#N 18
#L Mon    Det1  Det2  Det3  Det4  Det5  Det6  Ion1  MonEx  Ion2  Htime  MusstEnc1  MusstEnc3  MusstEnc4  TwoTheta  ZapEnergy  ZCryo  xmap_roi00
 11093 0 0 0 0 0 0 21056 11093 2983 100002 515673 598263 16 10.15305 11.216103 0 0
 11096 0 0 0 0 0 0 21107 11096 2992 99999 515491.5 598263 16 10.152143 11.217095 0 0
 11099 0 0 0 0 0 0 21162 11099 3000 100000 515310 598263 16 10.151236 11.218087 0 0
 11095 0 0 0 0 0 0 21199 11095 3008 100002 515128.5 598263 16 10.150329 11.21908 0 0
 11100 0 0 0 0 0 0 21255 11100 3015 99998 514947 598263 16 10.149421 11.220073 0 0
 11094 0 0 0 0 0 0 21293 11094 3021 100002 514768.5 598263 16 10.148528 11.221048 0 0
 11110 0 0 0 0 0 1 21359 11110 3032 100000 514590 598263 16 10.147635 11.222025 0 0
 11089 0 0 0 0 0 0 21358 11089 3031 99999 514408.5 598263 16 10.146729 11.223019 0 0
 11049 0 0 0 0 0 0 21319 11049 3028 100000 514225 598263 16 10.145811 11.224023 0 0
 11030 0 0 0 0 0 0 21344 11030 3036 99999 514040.5 598263 16 10.144888 11.225033 0 0
 11073 0 0 0 0 0 0 21489 11072 3056 100001 513858 598263 16 10.143976 11.226032 0 0
 11082 0 0 0 0 0 0 21567 11083 3063 100002 513677 598263 16 10.143071 11.227023 0 0
 11094 0 0 0 0 0 0 21643 11094 3078 99997 513499 598263 16 10.14218 11.227998 0 0
 11092 0 0 0 0 0 0 21698 11091 3086 100001 513320 598263 16 10.141286 11.228978 0 0
 11082 0 0 0 0 0 0 21738 11083 3090 100000 513137.5 598263 16 10.140373 11.229979 0 0
 11069 0 0 0 0 0 0 21748 11069 3095 100006 512955.5 598263 16 10.139463 11.230975 0 0
 11061 0 0 0 0 0 0 21767 11061 3098 99995 512775.5 598263 16 10.138563 11.231962 0 0
 11074 0 0 0 0 0 0 21827 11074 3109 100000 512595 598263 16 10.137661 11.232951 0 0
 11095 0 0 0 0 0 0 21883 11095 3117 100000 512414 598263 16 10.136756 11.233944 0 0
 11084 0 0 0 0 0 0 21910 11084 3121 99999 512231.5 598263 16 10.135843 11.234944 0 0
 11086 0 0 0 0 0 0 21933 11085 3126 100000 512047.5 598263 16 10.134923 11.235954 0 0
 11082 0 0 0 0 0 0 21950 11083 3131 100003 511866.5 598263 16 10.134018 11.236947 0 0
 11081 0 0 0 0 0 0 21980 11081 3134 99997 511687.5 598263 16 10.133123 11.237929 0 0
 11074 0 0 0 0 0 0 21976 11074 3135 100001 511508.5 598263 16 10.132228 11.238912 0 0
 11059 0 0 0 0 0 0 21977 11059 3137 100002 511327.5 598263 16 10.131323 11.239904 0 0
 11060 0 0 0 0 0 0 22005 11060 3143 100002 511145.5 598263 16 10.130413 11.240904 0 0
 11086 0 0 0 0 0 0 22047 11086 3149 100001 510964.5 598263 16 10.129508 11.241898 0 0
 11083 0 0 0 0 0 0 22048 11083 3150 100004 510785.5 598263 16 10.128613 11.242881 0 0
 11074 0 0 0 0 0 0 22049 11074 3146 99996 510604 598263 16 10.127706 11.243877 0 0
 11084 0 0 0 0 0 0 22047 11085 3151 100005 510421.5 598263 16 10.126793 11.24488 0 0
 11078 0 0 0 0 0 0 22043 11077 3150 99995 510238.5 598263 16 10.125878 11.245886 0 0
 11078 0 0 0 0 0 0 22041 11078 3154 100000 510054.5 598263 16 10.124958 11.246897 0 0
 11073 0 0 0 0 0 0 22023 11073 3154 99998 509874 598263 16 10.124056 11.247889 0 0
 11074 0 0 0 0 0 0 22031 11074 3157 100002 509693.5 598263 16 10.123154 11.248881 0 0
 11074 0 0 0 0 0 0 22009 11073 3157 100003 509514.5 598263 16 10.122258 11.249866 0 0
 11066 0 0 0 0 0 0 22005 11067 3159 99999 509336.5 598263 16 10.121368 11.250845 0 0
 11064 0 0 0 0 0 0 21974 11064 3153 100000 509156 598263 16 10.120466 11.251838 0 0
 11066 0 0 0 0 0 0 21966 11065 3155 100002 508974 598263 16 10.119555 11.252838 0 0
 11063 0 0 0 0 0 0 21954 11064 3152 100001 508794 598263 16 10.118656 11.253829 0 0
 11066 0 0 0 0 0 0 21944 11065 3156 100001 508613.5 598263 16 10.117753 11.254823 0 0
 11060 0 0 0 0 0 0 21928 11061 3154 100001 508430 598263 16 10.116836 11.255833 0 0
 11062 0 0 0 0 0 0 21918 11062 3152 99999 508246 598263 16 10.115916 11.256845 0 0
 11068 0 0 0 0 0 0 21910 11068 3152 100000 508063 598263 16 10.115001 11.257854 0 0
 11064 0 0 0 0 0 0 21901 11064 3155 100001 507882 598263 16 10.114096 11.25885 0 0
 11059 0 0 0 0 0 0 21896 11059 3156 100000 507702.5 598263 16 10.113198 11.259839 0 0
 11065 0 0 0 0 0 0 21898 11065 3157 100000 507523 598263 16 10.112301 11.260828 0 0
 11063 0 0 0 1 0 0 21892 11063 3160 99999 507341.5 598263 16 10.111393 11.261827 0 0
 11060 0 0 0 0 0 0 21881 11060 3160 99999 507159.5 598263 16 10.110483 11.262831 0 0
 11079 0 0 0 0 0 0 21890 11079 3160 100001 506979.5 598263 16 10.109583 11.263824 0 0
 11064 0 0 0 0 0 0 21856 11064 3158 100002 506800.5 598263 16 10.108688 11.264811 0 0
 11060 0 0 0 0 0 0 21841 11060 3157 100001 506620 598263 16 10.107786 11.265805 0 0
 11057 0 0 0 0 0 0 21816 11057 3154 99999 506437.5 598263 16 10.106874 11.266812 0 0
 11063 0 0 0 0 0 0 21803 11063 3156 100000 506255 598263 16 10.105961 11.267818 0 0
 11052 0 0 0 0 0 0 21758 11052 3151 100002 506072.5 598263 16 10.105048 11.268826 0 0
 11061 0 0 0 0 0 0 21722 11061 3148 100000 505892.5 598263 16 10.104148 11.269819 0 0
 11051 0 0 0 0 0 0 21693 11051 3143 100000 505713 598263 16 10.103251 11.27081 0 0
 11063 0 0 0 0 0 0 21656 11063 3144 99999 505533.5 598263 16 10.102353 11.271801 0 0
 11057 0 0 0 0 0 0 21620 11057 3139 100001 505351.5 598263 16 10.101443 11.272805 0 0
 11049 0 0 0 0 0 0 21589 11049 3134 100000 505169 598263 16 10.100531 11.273813 0 0
 11047 0 0 0 0 0 0 21539 11047 3129 100000 504989.5 598263 16 10.099633 11.274805 0 0
 11048 0 0 0 0 0 0 21506 11048 3129 100000 504809.5 598263 16 10.098733 11.275799 0 0
 11050 0 0 0 0 0 0 21488 11050 3127 100008 504628.5 598263 16 10.097828 11.276799 0 0
 11049 0 0 0 0 0 0 21461 11049 3125 99997 504445 598263 16 10.09691 11.277813 0 0
 11042 0 0 0 0 0 0 21426 11042 3121 99998 504262 598263 16 10.095996 11.278825 0 0
 11042 0 0 0 0 0 0 21405 11042 3121 100002 504081.5 598263 16 10.095094 11.279822 0 0
 11049 0 0 0 0 0 0 21392 11049 3119 100001 503901.5 598263 16 10.094193 11.280818 0 0
 11042 0 0 0 0 0 0 21383 11042 3120 100001 503720.5 598263 16 10.093288 11.281819 0 0
 11044 0 0 0 0 0 0 21378 11044 3119 100001 503540.5 598263 16 10.092388 11.282815 0 0
 11043 0 0 0 0 0 0 21366 11043 3123 100000 503359.5 598263 16 10.091483 11.283816 0 0
 11035 0 0 0 0 0 0 21372 11035 3124 100000 503177 598263 16 10.09057 11.284826 0 0
 11022 0 0 0 0 0 0 21349 11021 3122 99999 502996 598263 16 10.089665 11.285828 0 0
 10978 0 0 0 0 0 0 21271 10979 3111 100000 502816.5 598263 16 10.088768 11.286821 0 0
 10923 0 0 0 0 0 0 21163 10923 3098 99999 502636 598263 16 10.087866 11.287821 0 0
 10932 0 0 0 0 0 0 21214 10931 3107 100003 502452.5 598263 16 10.086948 11.288836 0 0
 10996 0 0 0 0 0 0 21360 10997 3128 99998 502269 598263 16 10.086031 11.289853 0 0
 11016 0 0 0 0 0 0 21429 11016 3134 100001 502089 598263 16 10.085131 11.29085 0 0
 11028 0 0 0 0 0 0 21469 11028 3145 100002 501909.5 598263 16 10.084233 11.291844 0 0
 11032 0 0 0 0 0 0 21505 11032 3153 99999 501729 598263 16 10.083331 11.292845 0 0
 11029 0 0 0 0 0 0 21529 11029 3155 100002 501548.5 598263 16 10.082428 11.293845 0 0
 11034 0 0 0 0 0 0 21567 11034 3159 99999 501368 598263 16 10.081526 11.294846 0 0
 11027 0 0 0 0 0 0 21589 11027 3166 100002 501187 598263 16 10.080621 11.295849 0 0
 11032 0 0 0 0 0 0 21612 11032 3171 100000 501005 598263 16 10.079711 11.296859 0 0
 11030 0 0 0 0 0 0 21625 11030 3174 100000 500824 598263 16 10.078806 11.297862 0 0
 11033 0 0 0 0 0 0 21671 11032 3180 100003 500642.5 598263 16 10.077898 11.298869 0 0
 11020 0 0 0 0 0 0 21680 11020 3185 99998 500458 598263 16 10.076976 11.299892 0 0
 11033 0 0 0 0 0 0 21715 11032 3191 100000 500275 598263 16 10.076061 11.300908 0 0
 11021 0 0 0 0 0 0 21738 11022 3196 100005 500093.5 598263 16 10.075153 11.301916 0 0
 11029 0 0 0 0 0 0 21771 11028 3199 99994 499912.5 598263 16 10.074248 11.30292 0 0
 11029 0 0 0 0 0 0 21802 11029 3203 100001 499734 598263 16 10.073356 11.303911 0 0
 11027 0 0 0 0 0 0 21833 11028 3211 100002 499556.5 598263 16 10.072469 11.304897 0 0
 11027 0 0 0 0 0 0 21861 11027 3218 100001 499376.5 598263 16 10.071568 11.305897 0 0
 11028 0 0 0 0 0 0 21891 11028 3224 100001 499193 598263 16 10.070651 11.306916 0 0
 11026 0 0 0 0 0 0 21918 11026 3224 100000 499010.5 598263 16 10.069738 11.307931 0 0
 11026 0 0 0 0 0 0 21938 11026 3233 100001 498830.5 598263 16 10.068838 11.308931 0 0
 11022 0 0 0 0 0 0 21931 11022 3232 100000 498649 598263 16 10.067931 11.309939 0 0
 11023 0 0 0 0 0 0 21950 11023 3235 99999 498465 598263 16 10.067011 11.310963 0 0
 11018 0 0 0 0 0 0 21955 11018 3238 100005 498282 598263 16 10.066095 11.31198 0 0
 11020 0 0 0 0 0 0 21958 11020 3238 99994 498100.5 598263 16 10.065188 11.312989 0 0
 11018 0 0 0 0 0 0 21947 11018 3240 100002 497920 598263 16 10.064286 11.313993 0 0
 11021 0 0 0 0 0 0 21966 11021 3246 100000 497740.5 598263 16 10.063388 11.314992 0 0
 11014 0 0 0 0 0 0 21960 11014 3248 99998 497560.5 598263 16 10.062489 11.315994 0 0
 11025 0 0 0 0 0 0 21974 11025 3251 99999 497378 598263 16 10.061576 11.31701 0 0
 11018 0 0 0 0 0 0 21976 11018 3250 100003 497195.5 598263 16 10.060663 11.318026 0 0
 11014 0 0 0 0 0 0 21985 11014 3253 100001 497015.5 598263 16 10.059763 11.319028 0 0
 11010 0 0 0 0 0 0 22001 11009 3257 100001 496836 598263 16 10.058866 11.320027 0 0
 11010 0 0 0 0 0 0 22012 11011 3259 100001 496656 598263 16 10.057966 11.32103 0 0
 11015 0 0 0 0 0 0 22023 11014 3260 100000 496472.5 598263 16 10.057048 11.322052 0 0
 11011 0 0 0 0 0 0 22019 11012 3264 100001 496289 598263 16 10.05613 11.323074 0 0
 11014 0 0 0 0 0 0 22036 11014 3267 99999 496108 598263 16 10.055225 11.324082 0 0
 11008 0 0 0 0 0 0 22027 11008 3267 100000 495929.5 598263 16 10.054334 11.325078 0 0
 11012 0 0 0 0 0 0 22049 11011 3269 100004 495751.5 598263 16 10.053443 11.32607 0 0
 11009 0 0 0 0 0 0 22060 11009 3274 99997 495571.5 598263 16 10.052544 11.327073 0 0
 11018 0 0 0 0 0 0 22081 11019 3283 100001 495389 598263 16 10.051631 11.328092 0 0
 11013 0 0 0 0 0 0 22095 11013 3284 100003 495206 598263 16 10.050715 11.329112 0 0
 11017 0 0 0 0 0 0 22116 11017 3286 99999 495024.5 598263 16 10.049809 11.330125 0 0
 11008 0 0 0 0 0 0 22144 11007 3291 100002 494843.5 598263 16 10.048903 11.331135 0 0
 11015 0 0 0 0 0 0 22149 11016 3296 100001 494664 598263 16 10.048006 11.332136 0 0
 11010 0 0 0 0 0 0 22164 11010 3297 99999 494481.5 598263 16 10.047093 11.333155 0 0
 11013 0 0 0 0 0 0 22193 11013 3303 100002 494297.5 598263 16 10.046173 11.334182 0 0
 11011 0 0 0 0 0 0 22211 11011 3307 100000 494116 598263 16 10.045266 11.335196 0 0
 11007 0 0 0 0 0 0 22228 11007 3311 100000 493937 598263 16 10.044371 11.336195 0 0
 11013 0 0 0 0 0 0 22237 11013 3315 99998 493758 598263 16 10.043476 11.337194 0 0
 11013 0 0 0 0 0 0 22268 11013 3320 100004 493577 598263 16 10.042571 11.338206 0 0
 11011 0 0 0 0 0 0 22257 11011 3320 100002 493395 598263 16 10.041661 11.339223 0 0
 11004 0 0 0 0 0 0 22266 11004 3321 99997 493213 598263 16 10.040751 11.34024 0 0
 10992 0 0 0 0 0 0 22261 10991 3323 99999 493030 598263 16 10.039836 11.341263 0 0
 10995 0 0 0 0 0 0 22276 10996 3324 100003 492848.5 598263 16 10.038928 11.342278 0 0
 10997 0 0 0 0 0 0 22287 10997 3328 99997 492668.5 598263 16 10.038029 11.343285 0 0
 10999 0 0 0 0 0 0 22308 10999 3332 100003 492486.5 598263 16 10.037118 11.344302 0 0
 11002 0 0 0 0 0 0 22313 11001 3338 99999 492304 598263 16 10.036206 11.345323 0 0
 10994 0 0 0 0 0 0 22320 10995 3338 100000 492122.5 598263 16 10.035298 11.346338 0 0
 10994 0 0 0 0 0 0 22324 10995 3340 100010 491942.5 598263 16 10.034398 11.347345 0 0
 10999 0 0 0 0 0 0 22336 10997 3342 99993 491763.5 598263 16 10.033504 11.348348 0 0
 10985 0 0 0 0 0 0 22325 10986 3344 99999 491585 598263 16 10.032611 11.349347 0 0
 10985 0 0 0 0 0 0 22340 10984 3346 100000 491403.5 598263 16 10.031703 11.350363 0 0
 10988 0 0 0 0 0 0 22355 10989 3348 99999 491219 598263 16 10.030781 11.351396 0 0
 10991 0 0 0 0 0 0 22374 10991 3353 100000 491037.5 598263 16 10.029873 11.352412 0 0
 10993 0 0 0 0 0 0 22384 10993 3358 100002 490857.5 598263 16 10.028974 11.353421 0 0
 10988 0 0 0 0 0 0 22396 10988 3359 100000 490677 598263 16 10.02807 11.354432 0 0
 10987 0 0 0 0 0 0 22406 10987 3363 100002 490495.5 598263 16 10.027164 11.35545 0 0
 10981 0 0 0 0 0 0 22423 10981 3369 99999 490314 598263 16 10.026256 11.356466 0 0
 10982 0 0 0 0 0 0 22441 10982 3371 100000 490132 598263 16 10.025346 11.357487 0 0
 10978 0 0 0 0 0 0 22476 10978 3377 100014 489950.5 598263 16 10.024438 11.358504 0 0
 10978 0 0 0 0 0 0 22489 10978 3379 99988 489770.5 598263 16 10.023539 11.359514 0 0
 10977 0 0 0 0 0 0 22524 10978 3390 100005 489591.5 598263 16 10.022643 11.360518 0 0
 10978 0 0 0 0 0 0 22558 10977 3392 99994 489410.5 598263 16 10.021738 11.361533 0 0
 10976 0 0 0 0 0 0 22579 10976 3397 100001 489227.5 598263 16 10.020823 11.36256 0 0
 10981 0 0 0 0 0 0 22607 10981 3401 100000 489047 598263 16 10.01992 11.363573 0 0
 10976 0 0 0 0 0 0 22609 10976 3405 100000 488866.5 598263 16 10.019018 11.364587 0 0
 10984 0 0 0 0 0 0 22641 10984 3410 100000 488686 598263 16 10.018116 11.3656 0 0
 10982 0 0 0 0 0 0 22657 10981 3418 100002 488504 598263 16 10.017206 11.366622 0 0
 10972 0 0 0 0 0 0 22682 10973 3420 99997 488321.5 598263 16 10.016294 11.367646 0 0
 10970 0 0 0 0 0 0 22685 10970 3422 100002 488140 598263 16 10.015386 11.368667 0 0
 10975 0 0 0 0 0 0 22719 10975 3430 100006 487959 598263 16 10.014481 11.369683 0 0
 10976 0 0 0 0 0 0 22749 10976 3432 99999 487778.5 598263 16 10.013578 11.370697 0 0
 10973 0 0 0 0 0 0 22772 10972 3437 99999 487599 598263 16 10.012681 11.371706 0 0
 10978 0 0 0 0 0 0 22793 10979 3442 99998 487418 598263 16 10.011776 11.372724 0 0
 10981 0 0 0 0 0 0 22817 10981 3449 100000 487234 598263 16 10.010856 11.373758 0 0
 10976 0 0 0 0 0 0 22840 10976 3451 100001 487052 598263 16 10.009946 11.374782 0 0
 10979 0 0 0 0 0 0 22841 10979 3456 99999 486871.5 598263 16 10.009044 11.375796 0 0
 10979 0 0 0 0 0 0 22867 10979 3458 99999 486692 598263 16 10.008146 11.376806 0 0
 10972 0 0 0 0 0 0 22864 10972 3461 99999 486512 598263 16 10.007246 11.377819 0 0
 10976 0 0 0 0 0 0 22886 10975 3465 100005 486330.5 598263 16 10.006338 11.37884 0 0
 10975 0 0 0 0 0 0 22885 10976 3468 100002 486148.5 598263 16 10.005428 11.379865 0 0
 10974 0 0 0 0 0 0 22910 10974 3471 100001 485968 598263 16 10.004526 11.380881 0 0
 10963 0 0 0 0 0 0 22898 10963 3474 100001 485788 598263 16 10.003626 11.381894 0 0
 10954 0 0 0 0 0 0 22893 10954 3472 100001 485607.5 598263 16 10.002724 11.382911 0 0
 10925 0 0 0 0 0 0 22824 10925 3466 100000 485426.5 598263 16 10.001819 11.38393 0 0
 10833 0 0 0 0 0 0 22649 10832 3441 100002 485243.5 598263 16 10.000903 11.384961 0 0
 10840 0 0 0 0 0 0 22691 10841 3450 100000 485061 598263 16 9.9999905 11.38599 0 0
 10941 0 0 0 0 0 0 22900 10941 3479 99999 484881 598263 16 9.9990911 11.387004 0 0
 10962 0 0 0 0 0 0 22957 10962 3490 100002 484701.5 598263 16 9.9981937 11.388016 0 0
 10970 0 0 0 0 0 0 22970 10970 3491 99999 484520 598263 16 9.9972858 11.389039 0 0
 10965 0 0 0 0 0 0 22964 10965 3491 99998 484338 598263 16 9.996376 11.390065 0 0
 10967 0 0 0 0 0 0 22959 10967 3497 100002 484155.5 598263 16 9.9954634 11.391094 0 0
 10971 0 0 0 0 0 0 22965 10971 3497 99997 483976 598263 16 9.994566 11.392107 0 0
 10974 0 0 0 0 0 0 22957 10974 3497 99998 483797 598263 16 9.9936705 11.393117 0 0
 10973 0 0 0 0 0 0 22954 10973 3497 100003 483615.5 598263 16 9.9927635 11.394141 0 0
 10964 0 0 0 0 0 0 22925 10964 3495 100000 483433.5 598263 16 9.9918537 11.395168 0 0
 10973 0 0 0 0 0 0 22928 10973 3499 100000 483250 598263 16 9.9909363 11.396204 0 0
 10957 0 0 0 0 0 0 22898 10957 3495 99996 483068 598263 16 9.9900255 11.397232 0 0
 10964 0 0 0 0 0 0 22892 10964 3495 100004 482889 598263 16 9.989131 11.398243 0 0
 10960 0 0 0 0 0 0 22883 10960 3497 100001 482710 598263 16 9.9882355 11.399254 0 0
 10962 0 0 0 0 0 0 22875 10962 3494 99999 482528.5 598263 16 9.9873285 11.400279 0 0
 10960 0 0 0 0 0 0 22868 10960 3498 99999 482345.5 598263 16 9.986413 11.401313 0 0
 10961 0 0 0 0 0 0 22867 10961 3497 100000 482164 598263 16 9.9855061 11.402338 0 0
 10959 0 0 0 0 0 0 22851 10959 3497 99999 481985.5 598263 16 9.9846134 11.403347 0 0
 10958 0 0 0 0 0 0 22841 10958 3498 100003 481805.5 598263 16 9.9837132 11.404365 0 0
 10953 0 0 0 0 0 0 22843 10953 3497 100002 481622.5 598263 16 9.9827986 11.405399 0 0
 10955 0 0 0 0 0 0 22832 10955 3497 100001 481441 598263 16 9.9818907 11.406425 0 0
 10952 0 0 0 0 0 0 22816 10952 3498 99997 481259 598263 16 9.9809809 11.407455 0 0
 10956 0 0 0 0 0 0 22825 10956 3501 100005 481077 598263 16 9.9800711 11.408485 0 0
 10939 0 0 0 0 0 0 22798 10939 3498 100002 480898.5 598263 16 9.9791784 11.409495 0 0
 10944 0 0 0 0 0 0 22813 10945 3503 100000 480718.5 598263 16 9.9782782 11.410514 0 0
 10941 0 0 0 0 0 0 22802 10941 3501 100000 480536 598263 16 9.9773655 11.411547 0 0
 10944 0 0 0 0 0 0 22808 10944 3506 100000 480353.5 598263 16 9.9764538 11.41258 0 0
 10938 0 0 0 0 0 0 22797 10938 3506 99999 480170 598263 16 9.9755354 11.413619 0 0
 10943 0 0 0 0 0 0 22810 10943 3509 100003 479990 598263 16 9.9746361 11.414639 0 0
 10933 0 0 0 0 0 0 22806 10933 3512 99997 479810.5 598263 16 9.9737387 11.415655 0 0
 10941 0 0 0 0 0 0 22809 10941 3512 100006 479629 598263 16 9.9728308 11.416683 0 0
 10939 0 0 0 0 0 0 22821 10939 3513 99992 479447.5 598263 16 9.9719229 11.417712 0 0
 10944 0 0 0 0 0 0 22829 10944 3515 100005 479264.5 598263 16 9.9710083 11.418749 0 0
 10942 0 0 0 0 0 0 22829 10942 3520 99997 479083.5 598263 16 9.9701033 11.419775 0 0
 10937 0 0 0 0 0 0 22818 10938 3520 100007 478903.5 598263 16 9.969203 11.420795 0 0
 10934 0 0 0 0 0 0 22831 10933 3522 99994 478722.5 598263 16 9.968298 11.421822 0 0
 10942 0 0 0 0 0 0 22840 10941 3525 100000 478541.5 598263 16 9.9673929 11.422849 0 0
 10937 0 0 0 0 0 0 22849 10937 3531 100000 478360.5 598263 16 9.9664879 11.423875 0 0
 10932 0 0 0 0 0 0 22850 10933 3533 100000 478178.5 598263 16 9.9655781 11.424908 0 0
 10898 0 0 0 0 0 0 22790 10898 3522 100000 477997 598263 16 9.9646711 11.425938 0 0
 10901 0 0 0 0 0 0 22827 10901 3529 99999 477817 598263 16 9.9637709 11.426959 0 0
 10922 0 0 0 0 0 0 22865 10922 3539 100004 477636 598263 16 9.9628658 11.427987 0 0
 10931 0 0 0 0 0 0 22915 10930 3545 99997 477454 598263 16 9.961956 11.42902 0 0
 10932 0 0 0 0 0 0 22919 10932 3549 100003 477271 598263 16 9.9610405 11.430059 0 0
 10929 0 0 0 0 0 0 22942 10929 3552 100002 477089.5 598263 16 9.9601336 11.43109 0 0
 10933 0 0 0 0 0 0 22964 10933 3559 100002 476911 598263 16 9.9592409 11.432104 0 0
 10930 0 0 0 0 0 0 22971 10930 3559 100001 476731.5 598263 16 9.9583435 11.433125 0 0
 10929 0 0 0 0 0 0 22989 10929 3566 100001 476550 598263 16 9.9574356 11.434155 0 0
 10932 0 0 0 0 0 0 23001 10933 3569 100002 476368 598263 16 9.9565258 11.43519 0 0
 10937 0 0 0 0 0 0 23037 10936 3573 100001 476185.5 598263 16 9.9556131 11.436228 0 0
 10927 0 0 0 0 0 0 23030 10928 3574 99999 476005 598263 16 9.954711 11.437254 0 0
 10934 0 0 0 0 0 0 23070 10934 3584 100002 475825 598263 16 9.9538107 11.438278 0 0
 10934 0 0 0 0 0 0 23090 10934 3586 100000 475643 598263 16 9.9529009 11.439313 0 0
 10931 0 0 0 0 0 0 23101 10931 3590 99998 475462 598263 16 9.9519958 11.440343 0 0
 10926 0 0 0 0 0 0 23116 10926 3595 99999 475280 598263 16 9.951086 11.441379 0 0
 10914 0 0 0 0 0 0 23114 10914 3593 99998 475099 598263 16 9.950181 11.442409 0 0
 10924 0 0 0 0 0 0 23149 10924 3603 99998 474919.5 598263 16 9.9492836 11.443431 0 0
 10922 0 0 0 0 0 0 23168 10922 3607 99999 474738.5 598263 16 9.9483786 11.444461 0 0
 10923 0 0 0 0 0 0 23185 10922 3610 100002 474557.5 598263 16 9.9474735 11.445492 0 0
 10925 0 0 0 0 0 0 23202 10926 3615 100001 474375.5 598263 16 9.9465637 11.446528 0 0
 10908 0 0 0 0 0 0 23200 10908 3619 99997 474192.5 598263 16 9.9456482 11.447571 0 0
 10911 0 0 0 0 0 0 23211 10911 3618 100002 474012 598263 16 9.944746 11.4486 0 0
 10911 0 0 0 0 0 0 23236 10911 3625 100000 473832 598263 16 9.9438457 11.449625 0 0
 10911 0 0 0 0 0 0 23245 10911 3627 100001 473650 598263 16 9.9429359 11.450663 0 0
 10913 0 0 0 0 0 0 23271 10913 3633 100004 473469 598263 16 9.9420309 11.451694 0 0
 10900 0 0 0 0 0 0 23267 10900 3630 99998 473286 598263 16 9.9411154 11.452738 0 0
 10902 0 0 0 0 0 0 23295 10902 3636 100003 473104.5 598263 16 9.9402084 11.453773 0 0
 10895 0 0 0 0 0 0 23300 10894 3639 99998 472926.5 598263 16 9.9393187 11.454788 0 0
 10905 0 0 0 0 0 0 23317 10905 3642 99999 472747.5 598263 16 9.9384232 11.45581 0 0
 10888 0 0 0 0 0 0 23309 10889 3644 99999 472566 598263 16 9.9375162 11.456845 0 0
 10881 0 0 0 0 0 0 23299 10881 3642 99999 472383.5 598263 16 9.9366035 11.457887 0 0
 10891 0 0 0 0 0 0 23338 10891 3651 100000 472202.5 598263 16 9.9356985 11.45892 0 0
 10901 0 0 0 0 0 0 23364 10901 3659 100004 472022.5 598263 16 9.9347982 11.459948 0 0
 10899 0 0 0 0 0 0 23379 10899 3661 100001 471842 598263 16 9.9338961 11.460979 0 0
 10897 0 0 0 0 0 0 23389 10897 3668 100000 471659.5 598263 16 9.9329834 11.46202 0 0
 10891 0 0 0 0 0 0 23404 10891 3666 100000 471477 598263 16 9.9320707 11.463063 0 0
 10894 0 0 0 0 0 0 23405 10894 3670 99999 471294.5 598263 16 9.9311581 11.464106 0 0
 10893 0 0 0 0 0 0 23412 10893 3673 100001 471113.5 598263 16 9.930253 11.465139 0 0
 10893 0 0 0 0 0 0 23421 10893 3675 100001 470933.5 598263 16 9.9293537 11.466168 0 0
 10889 0 0 0 0 0 0 23425 10889 3678 100003 470754 598263 16 9.9284554 11.467195 0 0
 10883 0 0 0 0 0 0 23427 10883 3681 100003 470573.5 598263 16 9.9275532 11.468226 0 0
 10877 0 0 0 0 0 0 23402 10876 3675 99993 470391 598263 16 9.9266405 11.469271 0 0
 10860 0 0 0 0 0 0 23399 10861 3677 99999 470208.5 598263 16 9.9257278 11.470314 0 0
