# XDI/1.0 BlueSky/1.5.0
# Beamline.name: BMM (06BM) -- Beamline for Materials Measurement
# Beamline.xray_source: NSLS-II three-pole wiggler
# Beamline.collimation: paraboloid mirror, 5 nm Rh on 30 nm Pt
# Beamline.focusing: not in use
# Beamline.harmonic_rejection: flat mirror, Si stripe, pitch = 2.00 mrad
# Detector.I0: 10 cm N2
# Detector.I1: 25 cm N2
# Detector.I2: 25 cm N2
# Detector.fluorescence: SII Vortex ME4 (4-element silicon drift)
# Detector.deadtime_correction: DOI: 10.1107/S0909049510009064
# Element.symbol: V
# Element.edge: K
# Facility.name: NSLS-II
# Facility.current: 0.0 mA
# Facility.energy: 3.0 GeV
# Facility.mode: top-off
# Facility.GUP: 303443
# Facility.SAF: 303928
# Mono.name: Si(111)
# Mono.d_spacing: 3.1356369 Å
# Mono.encoder_resolution: 0.0000050 deg/ct
# Mono.angle_offset: 16.0568400 deg
# Mono.scan_mode: pseudo channel cut
# Mono.scan_type: step
# Mono.direction: forward in energy
# Sample.x_position: -113.866 mm
# Sample.y_position: 95.228 mm
# Sample.name: Ca0.25V2O5
# Sample.prep: slurry dried on SS 200 mesh 1 M ZnSO4
# Scan.experimenters: Chris Patridge
# Scan.edge_energy: 5465.0
# Scan.start_time: 2019-03-21T08:45:01
# Scan.end_time: 2019-03-21T09:00:56
# Scan.transient_id: 6986
# Scan.uid: 48c3dcf1-020e-4671-8c71-cc0db04dff01
# Scan.plot_hint: (DTC1 + DTC2 + DTC3 + DTC4) / I0  --  ($8+$9+$10+$11) / $5
# Column.1: energy eV
# Column.2: requested_energy eV
# Column.3: measurement_time seconds
# Column.4: xmu 
# Column.5: I0 nA
# Column.6: It nA
# Column.7: Ir nA
# Column.8: DTC1 dead-time corrected count rate
# Column.9: DTC2 dead-time corrected count rate
# Column.10: DTC3 dead-time corrected count rate
# Column.11: DTC4 dead-time corrected count rate
# Column.12: ROI1 counts
# Column.13: ICR1 counts
# Column.14: OCR1 counts
# Column.15: ROI2 counts
# Column.16: ICR2 counts
# Column.17: OCR2 counts
# Column.18: ROI3 counts
# Column.19: ICR3 counts
# Column.20: OCR3 counts
# Column.21: ROI4 counts
# Column.22: ICR4 counts
# Column.23: OCR4 counts
# ///////////
# 48 hr rest
# -----------
# energy  requested_energy  measurement_time  xmu  I0  It  Ir  DTC1  DTC2  DTC3  DTC4  ROI1  ICR1  OCR1  ROI2  ICR2  OCR2  ROI3  ICR3  OCR3  ROI4  ICR4  OCR4
  5537.667  5537.660  1.090  762.235481  74.042760  0.000435  -0.002038  15844.302845  17051.820721  10352.633270  13189.261587  15600.0  23099.0  22879.0  16848.0  24566.0  24427.0  10208.0  22505.0  22320.0  12991.0  22790.0  22580.0
  5539.333  5539.330  1.100  766.583110  74.756731  0.001927  -0.009804  16049.750937  17654.941787  10395.018752  13207.535619  15810.0  23396.0  23185.0  17439.0  25206.0  25059.0  10245.0  22632.0  22435.0  12998.0  22953.0  22722.0
  5541.024  5541.020  1.120  771.198894  76.266916  0.000250  -0.010568  16551.964721  17695.211677  10958.301995  13611.482884  16329.0  24040.0  23860.0  17489.0  25449.0  25314.0  10788.0  23478.0  23250.0  13379.0  23600.0  23335.0
  5542.749  5542.740  1.130  774.520696  77.084539  0.001321  -0.009436  16701.097046  18302.687913  10774.081806  13925.703802  16463.0  24353.0  24152.0  18069.0  25848.0  25683.0  10609.0  23737.0  23512.0  13719.0  24218.0  24003.0
  5544.478  5544.470  1.140  774.584771  77.847491  0.001170  -0.005937  16839.791226  18365.588741  11089.853905  14004.247475  16581.0  24493.0  24263.0  18114.0  26202.0  26011.0  10932.0  24036.0  23835.0  13772.0  24284.0  24025.0
  5546.225  5546.220  1.150  774.270181  78.649487  0.000284  -0.008955  16995.737679  18741.021389  11069.928548  14089.264687  16735.0  24903.0  24671.0  18512.0  26863.0  26710.0  10904.0  24191.0  23970.0  13882.0  24459.0  24244.0
  5547.986  5547.980  1.170  777.684290  80.109439  0.000798  -0.012824  17596.130351  18796.923033  11302.721157  14604.077912  17321.0  25467.0  25223.0  18561.0  26766.0  26601.0  11137.0  24700.0  24483.0  14372.0  25063.0  24814.0
  5549.778  5549.770  1.180  772.265425  80.949121  0.001343  -0.012372  17475.166792  19019.651936  11392.706650  14626.682025  17209.0  25483.0  25248.0  18777.0  27220.0  27048.0  11221.0  24875.0  24646.0  14399.0  25316.0  25073.0
  5551.588  5551.580  1.190  773.881150  81.711046  0.000286  -0.006251  17778.690884  19203.772702  11551.083951  14701.090371  17494.0  25902.0  25644.0  18957.0  27515.0  27339.0  11379.0  25232.0  25005.0  14473.0  25321.0  25078.0
  5553.406  5553.400  1.200  774.069428  82.547471  0.000906  -0.008851  17905.099920  19325.957803  11722.847679  14943.568462  17609.0  25907.0  25634.0  19089.0  27783.0  27622.0  11554.0  25345.0  25129.0  14712.0  25946.0  25700.0
  5555.255  5555.250  1.220  782.438773  84.067030  0.001797  -0.004181  18210.432107  20199.492598  12102.607039  15264.772068  17938.0  26422.0  26186.0  19922.0  28778.0  28572.0  11920.0  26288.0  26049.0  15023.0  26329.0  26070.0
  5557.117  5557.110  1.230  784.674391  84.842813  0.001669  -0.007729  18910.913736  19941.793746  12166.343661  15554.931119  18609.0  27493.0  27225.0  19691.0  28610.0  28436.0  11980.0  26491.0  26244.0  15298.0  26712.0  26432.0
  5559.007  5559.000  1.240  785.640611  85.677224  0.000403  -0.009253  18761.364115  20512.904433  12419.222836  15618.014973  18483.0  27417.0  27179.0  20255.0  29364.0  29189.0  12232.0  26863.0  26620.0  15384.0  27031.0  26790.0
  5560.908  5560.900  1.250  787.953353  86.489315  0.001386  -0.008958  19014.383773  20759.301620  12576.442506  15799.417789  18714.0  27745.0  27478.0  20515.0  29875.0  29723.0  12378.0  27044.0  26780.0  15557.0  27310.0  27057.0
  5562.827  5562.820  1.270  791.593685  88.037749  0.001136  -0.011656  19504.301377  21198.710073  12737.574749  16249.539643  19189.0  28266.0  27984.0  20926.0  30216.0  30028.0  12537.0  27661.0  27393.0  15985.0  27948.0  27664.0
  5564.766  5564.760  1.280  792.589002  88.847970  0.001662  -0.007559  19764.131807  21385.046518  12809.980951  16460.764888  19452.0  28630.0  28356.0  21113.0  30593.0  30408.0  12624.0  28028.0  27792.0  16186.0  28416.0  28117.0
  5566.722  5566.720  1.290  801.287324  89.656819  0.001910  -0.008692  20374.474906  21665.099148  13050.807831  16750.490535  20043.0  29410.0  29118.0  21380.0  30980.0  30780.0  12856.0  28455.0  28205.0  16467.0  28855.0  28546.0
  5568.705  5568.700  1.300  802.091259  90.464857  0.001749  -0.010378  20564.780300  21902.240422  13078.660005  17015.390394  20236.0  29680.0  29394.0  21613.0  31274.0  31071.0  12872.0  28627.0  28350.0  16742.0  29273.0  28986.0
  5570.696  5570.690  1.320  801.380106  92.031235  0.000478  -0.013519  20873.085624  22408.045416  13417.441259  17053.428790  20535.0  30207.0  29910.0  22119.0  32204.0  32008.0  13209.0  29232.0  28958.0  16758.0  29515.0  29187.0
  5572.715  5572.710  1.330  806.007777  92.817769  0.001116  -0.006611  21028.077600  22779.550571  13534.620205  17469.595622  20709.0  30477.0  30209.0  22495.0  32581.0  32397.0  13331.0  29632.0  29370.0  17166.0  30128.0  29794.0
  5574.755  5574.750  1.340  812.469412  93.710415  0.001140  -0.011304  21155.109502  23168.893284  13872.856694  17939.986423  20821.0  30653.0  30364.0  22869.0  33201.0  33001.0  13649.0  30194.0  29896.0  17666.0  30682.0  30409.0
  5576.804  5576.800  1.350  809.097916  94.518565  0.000656  -0.020509  21404.639547  23428.547171  13957.603587  17683.984005  21052.0  31062.0  30749.0  23111.0  33560.0  33338.0  13749.0  30099.0  29836.0  17388.0  30510.0  30191.0
  5578.873  5578.870  1.370  809.227671  96.059897  0.000381  -0.020340  21589.583164  23477.590163  14330.442768  18336.710362  21241.0  31462.0  31155.0  23159.0  33418.0  33192.0  14095.0  30927.0  30613.0  18042.0  31259.0  30955.0
  5580.973  5580.970  1.380  811.740395  96.923149  0.000354  -0.013847  22052.597382  23795.193141  14553.462088  18275.182386  21711.0  31953.0  31664.0  23479.0  33878.0  33660.0  14342.0  31293.0  31036.0  17963.0  31434.0  31096.0
  5583.086  5583.080  1.390  809.270385  97.776196  0.001336  -0.008420  22507.820584  24020.035654  14234.997471  18364.526122  22143.0  32380.0  32065.0  23713.0  34321.0  34119.0  14027.0  31289.0  31028.0  18063.0  31578.0  31259.0
  5585.218  5585.210  1.400  809.235752  98.675363  0.001377  -0.006709  22329.457096  23977.831989  14901.538807  18642.803699  21975.0  32515.0  32209.0  23651.0  34444.0  34211.0  14685.0  31876.0  31615.0  18325.0  32179.0  31836.0
  5587.366  5587.360  1.420  805.386236  100.190601  0.001269  -0.011323  22683.547091  24481.944672  14749.217690  18777.421214  22302.0  32776.0  32435.0  24154.0  35059.0  34831.0  14527.0  31860.0  31579.0  18478.0  32728.0  32416.0
  5589.535  5589.530  1.430  805.584085  101.098997  0.001513  -0.013887  23143.595311  24520.542666  14860.565309  18919.039557  22771.0  33510.0  33189.0  24178.0  35161.0  34911.0  14637.0  32388.0  32105.0  18602.0  32925.0  32584.0
  5591.715  5591.710  1.440  810.870300  101.998425  0.001880  -0.006761  23170.891872  25260.321071  15233.552908  19042.727537  22796.0  33755.0  33429.0  24873.0  35838.0  35537.0  14971.0  32858.0  32500.0  18707.0  33260.0  32887.0
  5593.925  5593.920  1.450  808.811580  102.860733  0.002090  -0.013048  23174.171943  25237.484794  15494.499621  19288.795648  22810.0  33486.0  33175.0  24904.0  36180.0  35954.0  15248.0  33305.0  32988.0  18972.0  33513.0  33178.0
  5596.156  5596.150  1.470  815.101048  104.504710  0.000991  -0.011485  23998.792502  25940.569806  15633.727200  19608.809498  23602.0  34729.0  34383.0  25581.0  36862.0  36609.0  15385.0  33635.0  33314.0  19293.0  34059.0  33730.0
  5598.394  5598.390  1.480  806.997758  105.383060  0.001697  -0.008859  23737.002871  25955.024397  15573.377964  19778.488110  23346.0  34609.0  34264.0  25618.0  37082.0  36860.0  15342.0  33712.0  33425.0  19461.0  34163.0  33834.0
  5600.659  5600.650  1.490  807.250676  106.363340  0.001782  -0.012341  23885.977371  26163.772631  15860.685025  19951.443306  23503.0  34862.0  34530.0  25825.0  37435.0  37213.0  15619.0  34378.0  34075.0  19626.0  34629.0  34288.0
  5602.949  5602.940  1.500  813.212477  107.257413  0.001177  -0.015103  24243.631900  26510.696761  15920.478046  20548.260156  23860.0  35160.0  34833.0  26128.0  37869.0  37589.0  15668.0  34390.0  34064.0  20190.0  35388.0  35003.0
  5605.242  5605.240  1.520  806.091799  108.959724  0.001632  -0.009730  24655.196736  26674.201233  16054.885226  20447.256759  24255.0  35961.0  35614.0  26300.0  38405.0  38137.0  15794.0  34832.0  34488.0  20111.0  35441.0  35088.0
  5607.566  5607.560  1.530  805.346095  109.879513  0.001823  -0.016011  24839.996113  26968.964380  16269.054697  20413.021284  24433.0  36243.0  35888.0  26587.0  38700.0  38425.0  16009.0  35411.0  35073.0  20070.0  35618.0  35250.0
  5609.909  5609.900  1.540  809.158207  110.871100  0.001437  -0.011894  25003.633438  27208.819734  16468.827600  21030.979312  24622.0  36415.0  36099.0  26842.0  39038.0  38788.0  16220.0  35738.0  35429.0  20660.0  36615.0  36211.0
  5612.272  5612.260  1.550  815.667868  111.824256  0.001065  -0.014722  25377.488699  27737.442227  16872.190802  21224.330495  24932.0  36979.0  36575.0  27313.0  39613.0  39289.0  16600.0  36272.0  35923.0  20874.0  36678.0  36314.0
  5614.653  5614.640  1.570  808.556243  113.504534  0.001002  -0.010260  25675.334738  28048.284438  16858.871658  21192.309035  25270.0  37639.0  37296.0  27665.0  40158.0  39896.0  16597.0  36603.0  36272.0  20857.0  37105.0  36762.0
  5617.060  5617.040  1.580  822.961760  114.607159  0.001404  0.001277  26199.232584  28474.385691  17325.157063  22318.534385  25770.0  38246.0  37877.0  28071.0  40744.0  40460.0  17037.0  37157.0  36782.0  21910.0  38249.0  37806.0
  5619.462  5619.450  1.590  824.367702  115.539083  0.001217  -0.014373  26876.461889  29018.581471  17387.882054  21963.762689  26430.0  39102.0  38720.0  28610.0  41464.0  41182.0  17107.0  37606.0  37246.0  21604.0  38419.0  38048.0
  5621.891  5621.890  1.600  827.834290  116.108371  0.000987  -0.007610  27012.492129  29012.690298  17569.038604  22524.270082  26542.0  39257.0  38841.0  28584.0  41571.0  41258.0  17278.0  37860.0  37482.0  22129.0  38703.0  38284.0
  5624.335  5624.340  1.620  828.039490  117.347546  0.001717  -0.008708  27481.788430  29453.492437  17647.170879  22585.950825  27019.0  40049.0  39650.0  29010.0  42457.0  42128.0  17348.0  38153.0  37756.0  22197.0  39104.0  38693.0
  5626.817  5626.810  1.630  836.522218  118.318444  0.002189  -0.012426  27799.731790  30091.102352  18263.733830  22821.439642  27350.0  40049.0  39675.0  29661.0  43036.0  42738.0  17961.0  39353.0  38965.0  22445.0  39419.0  39034.0
  5629.307  5629.310  1.640  835.967872  119.378789  0.001521  -0.016704  27920.184501  30527.959767  18104.047337  23244.640742  27443.0  40488.0  40074.0  30074.0  43575.0  43250.0  17804.0  39183.0  38794.0  22832.0  40005.0  39566.0
  5631.815  5631.820  1.650  839.449851  120.606421  0.002377  -0.006512  28261.113469  30833.395846  18571.827351  23576.705934  27768.0  40960.0  40528.0  30393.0  43909.0  43608.0  18260.0  39724.0  39323.0  23177.0  40773.0  40362.0
  5634.343  5634.350  1.670  841.554410  122.296297  0.001333  -0.024248  28813.654454  31259.925839  18909.258546  23936.149216  28319.0  41924.0  41497.0  30802.0  44546.0  44225.0  18601.0  40532.0  40145.0  23527.0  41027.0  40606.0
  5636.889  5636.900  1.680  834.624682  123.202701  0.000629  -0.014385  28476.465881  31244.753031  19052.927733  24053.868495  27991.0  41694.0  41271.0  30778.0  44785.0  44449.0  18732.0  40907.0  40495.0  23627.0  41611.0  41159.0
  5639.470  5639.470  1.690  840.469887  123.980389  0.001950  -0.006424  29063.813982  31673.025711  19191.336969  24273.606711  28578.0  42500.0  42087.0  31177.0  45381.0  45010.0  18863.0  41319.0  40893.0  23841.0  41888.0  41430.0
  5642.056  5642.060  1.700  844.153913  124.897734  0.001711  -0.010821  29520.157345  32085.489512  19254.730169  24572.534113  29020.0  42669.0  42244.0  31611.0  45845.0  45512.0  18939.0  41288.0  40890.0  24140.0  42301.0  41849.0
  5644.663  5644.660  1.720  839.136114  126.541373  0.001289  -0.018414  29651.627836  32366.311890  19553.450137  24614.045905  29125.0  43293.0  42827.0  31880.0  46308.0  45960.0  19224.0  42193.0  41770.0  24190.0  42746.0  42305.0
  5647.283  5647.290  1.730  835.683539  127.385925  0.001390  -0.018064  30064.695527  32246.567474  19462.521907  24680.535362  29523.0  43548.0  43068.0  31780.0  46425.0  46101.0  19131.0  42033.0  41601.0  24267.0  42954.0  42531.0
  5649.923  5649.930  1.740  836.382848  128.307641  0.002316  -0.009558  30092.355053  32541.401786  19843.262475  24837.290530  29586.0  43713.0  43283.0  32067.0  46758.0  46427.0  19514.0  42706.0  42289.0  24432.0  43038.0  42632.0
  5652.593  5652.600  1.750  843.534055  129.291796  0.001723  -0.015525  30585.510607  33149.221453  19863.196211  25464.104878  30068.0  44464.0  44026.0  32624.0  47187.0  46794.0  19517.0  43074.0  42618.0  24998.0  43988.0  43490.0
  5655.269  5655.280  1.770  846.059456  130.979778  0.001231  -0.022236  30936.994073  33713.563363  20478.190021  25687.932154  30415.0  45024.0  44583.0  33198.0  48108.0  47737.0  20124.0  44036.0  43579.0  25231.0  44613.0  44132.0
  5657.971  5657.980  1.780  840.370310  131.903599  0.002151  -0.011496  31075.201592  33508.225903  20565.895897  25698.544638  30539.0  45305.0  44844.0  33000.0  48151.0  47784.0  20216.0  44291.0  43844.0  25241.0  44478.0  43995.0
  5660.690  5660.700  1.790  847.128976  132.879579  0.001480  -0.021074  31746.391042  34157.077660  20431.834888  26230.837816  31166.0  46133.0  45620.0  33639.0  49084.0  48715.0  20078.0  44203.0  43741.0  25770.0  45270.0  44793.0
  5663.430  5663.440  1.800  843.350427  133.843431  0.002689  -0.015420  31736.714059  34257.995729  20645.319288  26236.885376  31165.0  46294.0  45791.0  33753.0  49105.0  48755.0  20298.0  44638.0  44195.0  25748.0  45636.0  45107.0
  5666.194  5666.200  1.820  845.491647  135.507742  0.001440  -0.011748  32048.672904  34957.718282  20987.981635  26576.290924  31479.0  46715.0  46218.0  34404.0  49929.0  49520.0  20600.0  45462.0  44937.0  26100.0  46198.0  45696.0
  5668.975  5668.980  1.830  849.844250  136.408792  0.002301  -0.008608  32418.169644  35206.935406  21622.187422  26678.935362  31875.0  47199.0  46747.0  34671.0  50309.0  49929.0  21226.0  46321.0  45798.0  26199.0  46472.0  45964.0
  5671.774  5671.780  1.840  842.003038  137.295763  0.001968  -0.020228  32449.460559  35235.614482  21107.878961  26810.495690  31901.0  47260.0  46799.0  34700.0  50493.0  50112.0  20745.0  45399.0  44930.0  26342.0  46562.0  46076.0
  5674.585  5674.590  1.850  848.860144  138.235968  0.000731  -0.019543  32715.955634  35637.883728  21425.315683  27563.849080  32137.0  47659.0  47157.0  35092.0  51047.0  50658.0  21064.0  46152.0  45694.0  27095.0  47649.0  47180.0
  5677.420  5677.430  1.870  851.883882  140.062738  0.002017  -0.018056  33498.115370  36077.305547  21992.378579  27749.389605  32909.0  48792.0  48288.0  35551.0  51896.0  51541.0  21615.0  47348.0  46869.0  27270.0  47828.0  47342.0
  5680.270  5680.280  1.880  851.732507  141.150471  0.002561  -0.010201  33708.284530  36642.485456  22080.663948  27791.010884  33084.0  48843.0  48291.0  36064.0  52480.0  52060.0  21696.0  47272.0  46779.0  27304.0  48200.0  47699.0
  5683.155  5683.160  1.890  852.888253  142.149575  0.001740  -0.021752  33933.458212  36786.009976  22578.127699  27940.107099  33305.0  49370.0  48814.0  36193.0  52860.0  52420.0  22184.0  48344.0  47844.0  27445.0  48682.0  48168.0
  5686.043  5686.050  1.900  855.244731  143.145022  0.000423  -0.021733  34376.265613  37151.884097  22557.280384  28338.595487  33740.0  50055.0  49495.0  36574.0  53256.0  52844.0  22176.0  48388.0  47913.0  27835.0  49179.0  48659.0
  5688.954  5688.960  1.920  852.853612  144.853601  0.001330  -0.019307  34577.972652  37630.202825  22700.933971  28629.807777  33948.0  50548.0  49997.0  37061.0  53971.0  53578.0  22315.0  48960.0  48475.0  28111.0  49690.0  49147.0
  5691.885  5691.890  1.930  858.303328  145.802613  0.002777  -0.007603  34858.942867  38376.089076  22972.745123  28935.090998  34242.0  50738.0  50211.0  37742.0  55160.0  54688.0  22580.0  49483.0  48990.0  28403.0  49871.0  49312.0
  5694.834  5694.840  1.940  862.060446  146.784370  0.001658  -0.001989  35395.649464  38687.847500  23163.307029  29290.195346  34734.0  51815.0  51231.0  38060.0  55524.0  55066.0  22769.0  49782.0  49290.0  28761.0  50797.0  50249.0
  5697.801  5697.810  1.950  864.265435  147.732145  0.000956  -0.019097  35500.301665  38721.782901  23717.457097  29740.244897  34860.0  51902.0  51350.0  38095.0  55714.0  55256.0  23292.0  50700.0  50157.0  29170.0  51334.0  50725.0
  5700.804  5700.800  1.970  867.096069  149.443397  0.001192  -0.004332  35915.448853  39401.833478  24060.766487  30203.733196  35272.0  52676.0  52124.0  38768.0  56311.0  55854.0  23647.0  51491.0  50980.0  29643.0  52012.0  51428.0
  5703.805  5703.810  1.980  870.461798  150.277409  0.001598  -0.013262  36457.939005  40080.000737  24013.736072  30259.067753  35806.0  53290.0  52736.0  39448.0  57114.0  56673.0  23582.0  51354.0  50801.0  29695.0  52541.0  51949.0
  5706.828  5706.830  1.990  866.905609  151.296462  0.000688  -0.009272  36928.826382  39759.650336  23929.901933  30541.372496  36227.0  53712.0  53094.0  39088.0  57025.0  56517.0  23510.0  51497.0  50964.0  29983.0  52835.0  52259.0
  5709.883  5709.880  2.000  872.184121  152.292697  0.001639  -0.002443  37156.723658  40479.082861  24544.631085  30646.834145  36474.0  54043.0  53456.0  39823.0  58101.0  57630.0  24111.0  52424.0  51880.0  30086.0  53151.0  52571.0
  5712.936  5712.940  2.020  873.260335  154.012448  0.001076  -0.020672  37838.290418  40831.030260  24830.279164  30993.362161  37143.0  54915.0  54321.0  40149.0  58581.0  58076.0  24373.0  53380.0  52789.0  30419.0  53590.0  52992.0
  5716.007  5716.020  2.030  874.843380  154.967615  0.001712  -0.015962  37940.653479  41135.597131  24954.979695  31541.161513  37232.0  55253.0  54639.0  40462.0  58971.0  58483.0  24496.0  54027.0  53433.0  30977.0  54206.0  53639.0
  5719.114  5719.120  2.040  875.564083  155.918617  0.001992  -0.016807  38297.012376  41362.235134  25013.366803  31844.126833  37621.0  55688.0  55128.0  40659.0  59472.0  58944.0  24551.0  53754.0  53154.0  31265.0  55025.0  54437.0
  5722.247  5722.250  2.050  878.284703  156.875371  0.002486  -0.013184  38675.015044  41987.298352  25169.861100  31949.064173  37947.0  56290.0  55660.0  41292.0  60108.0  59604.0  24716.0  53928.0  53350.0  31337.0  55296.0  54651.0
  5725.386  5725.390  2.070  875.588952  158.626748  0.001462  -0.024833  39075.736377  42134.483642  25497.466319  32184.141883  38353.0  57048.0  56430.0  41425.0  60745.0  60219.0  25041.0  54923.0  54345.0  31590.0  55809.0  55197.0
  5728.541  5728.550  2.080  881.746371  159.578795  0.001069  -0.021890  39520.290869  42651.583774  25951.707706  32584.441001  38814.0  57354.0  56769.0  41978.0  61279.0  60815.0  25489.0  55618.0  55040.0  31971.0  56454.0  55817.0
  5731.711  5731.720  2.090  884.169120  160.505787  0.002241  -0.013771  39563.036150  43252.340874  26291.114849  32807.768426  38816.0  57773.0  57126.0  42527.0  62132.0  61605.0  25803.0  56383.0  55759.0  32198.0  56921.0  56294.0
  5734.915  5734.920  2.100  883.134888  161.453603  0.002207  -0.015842  40076.792244  43420.685704  26139.142688  32948.689381  39361.0  58337.0  57746.0  42668.0  62318.0  61753.0  25641.0  56392.0  55738.0  32311.0  57131.0  56457.0
  5738.137  5738.140  2.120  882.700485  163.162068  0.003041  -0.011074  40277.091262  44204.392321  26472.826890  33068.925778  39552.0  58868.0  58263.0  43431.0  63417.0  62836.0  26002.0  56835.0  56248.0  32480.0  57821.0  57230.0
  5741.365  5741.370  2.130  893.288907  164.143800  0.002606  -0.022620  41075.094338  44704.565285  26855.369979  33992.806437  40276.0  60090.0  59392.0  43928.0  64246.0  63670.0  26350.0  57853.0  57201.0  33354.0  58566.0  57913.0
  5744.627  5744.630  2.140  892.107046  165.143449  0.001268  -0.018097  41389.302643  44721.250921  27030.725200  34184.356038  40614.0  60268.0  59611.0  43951.0  64279.0  63710.0  26528.0  58072.0  57430.0  33570.0  59073.0  58465.0
  5747.895  5747.900  2.150  896.516035  166.686275  0.000618  -0.025010  41856.664955  45452.918365  27346.252743  34781.082144  41029.0  61142.0  60416.0  44672.0  64989.0  64420.0  26849.0  58813.0  58191.0  34124.0  59979.0  59311.0
  5751.189  5751.190  2.170  894.118979  168.435491  0.002529  -0.015505  42151.415259  45303.373111  28103.159298  35043.421424  41340.0  61660.0  60960.0  44530.0  65396.0  64829.0  27569.0  60178.0  59498.0  34391.0  60382.0  59725.0
  5754.504  5754.510  2.180  900.296763  169.416775  0.002370  -0.018944  42657.083741  46087.227569  28356.040237  35425.022288  41836.0  62206.0  61502.0  45272.0  66337.0  65726.0  27839.0  60086.0  59451.0  34746.0  61032.0  60337.0
  5757.837  5757.840  2.190  902.332178  170.366200  0.001596  -0.024002  42946.722584  46702.265134  28480.974095  35596.942028  42096.0  62878.0  62134.0  45874.0  66781.0  66164.0  27943.0  61022.0  60342.0  34909.0  61600.0  60891.0
  5761.185  5761.190  2.200  902.493716  171.336209  0.001942  -0.021956  43176.307533  47140.145357  28639.918018  35673.481169  42359.0  63374.0  62682.0  46309.0  67499.0  66886.0  28102.0  61143.0  60467.0  35016.0  61737.0  61081.0
  5764.543  5764.550  2.220  907.542641  173.074719  0.002629  -0.018879  43630.975201  47799.999786  29275.962928  36365.749434  42773.0  63764.0  63019.0  47013.0  68592.0  68054.0  28713.0  62260.0  61548.0  35683.0  63118.0  62432.0
  5767.931  5767.940  2.230  912.881656  173.966845  0.002221  -0.018617  44419.513902  48248.761673  29482.312771  36660.552902  43593.0  64422.0  63741.0  47413.0  69265.0  68665.0  28946.0  63059.0  62408.0  35972.0  63557.0  62867.0
  5771.344  5771.350  2.240  912.855692  174.895453  0.001861  -0.024933  44738.882948  48638.196698  29428.761596  36848.468079  43859.0  65229.0  64474.0  47792.0  69802.0  69194.0  28892.0  62933.0  62277.0  36148.0  63927.0  63219.0
  5774.776  5774.780  2.250  914.828685  175.847624  0.002172  -0.017594  45095.267619  48676.968387  29745.395806  37352.818848  44196.0  65936.0  65158.0  47803.0  69933.0  69283.0  29180.0  63246.0  62538.0  36612.0  64611.0  63845.0
  5778.220  5778.220  2.270  917.047803  177.554892  0.002308  -0.019189  45382.424038  49819.043128  29904.580431  37720.275853  44504.0  66306.0  65561.0  48895.0  71530.0  70831.0  29334.0  64437.0  63716.0  36971.0  64965.0  64191.0
  5781.677  5781.680  2.280  919.039684  178.483326  0.002548  -0.016090  45900.707725  49734.284733  30359.389650  38038.877633  44999.0  67007.0  66238.0  48811.0  71560.0  70857.0  29787.0  64919.0  64209.0  37289.0  65659.0  64890.0
  5785.175  5785.170  2.290  920.644212  179.430434  0.001713  -0.023004  45970.009376  50446.030214  30885.602886  37889.947919  45070.0  67031.0  66264.0  49503.0  72383.0  71667.0  30273.0  65570.0  64791.0  37142.0  65909.0  65135.0
  5788.674  5788.670  2.300  923.116056  180.343557  0.002441  -0.018772  46676.084700  50778.244794  30420.238902  38603.464635  45767.0  68177.0  67411.0  49834.0  72804.0  72092.0  29856.0  65094.0  64399.0  37843.0  66858.0  66081.0
  5792.184  5792.190  2.320  924.848239  182.034340  0.002520  -0.021599  47147.995264  51228.776620  31092.926570  38884.440295  46221.0  68938.0  68152.0  50335.0  73656.0  73023.0  30500.0  66439.0  65701.0  38101.0  67121.0  66308.0
  5795.729  5795.730  2.330  925.592740  182.969031  0.002486  -0.018015  47641.686079  51379.669549  31234.580012  39098.871411  46729.0  69560.0  68805.0  50470.0  73898.0  73243.0  30622.0  67094.0  66315.0  38313.0  67610.0  66796.0
  5799.286  5799.290  2.340  929.707856  183.826622  0.002444  -0.020293  47838.773158  51924.935858  31529.306165  39612.039252  46887.0  70098.0  69287.0  50973.0  74527.0  73822.0  30916.0  67247.0  66476.0  38834.0  68767.0  67978.0
  5802.869  5802.870  2.350  927.664300  184.781706  0.001943  -0.018530  47837.959240  52081.442596  31805.882905  39690.107178  46888.0  69830.0  69020.0  51117.0  74864.0  74142.0  31209.0  67676.0  66948.0  38886.0  68442.0  67609.0
  5806.471  5806.470  2.370  930.726705  186.397377  0.001944  -0.016186  48601.360496  52763.238583  31756.693591  40363.723641  47653.0  70990.0  70196.0  51785.0  75759.0  75029.0  31150.0  68436.0  67678.0  39569.0  69509.0  68707.0
  5810.078  5810.080  2.380  939.301092  187.289881  0.002617  -0.022036  49063.031626  53559.322176  32500.514280  40798.721843  48073.0  71821.0  70974.0  52559.0  76705.0  75961.0  31881.0  69348.0  68588.0  39999.0  70045.0  69245.0
  5813.722  5813.720  2.390  934.445429  188.203427  0.003096  -0.015718  49374.419028  53777.447531  32172.591265  40541.373818  48348.0  72146.0  71251.0  52736.0  77278.0  76477.0  31545.0  69191.0  68398.0  39729.0  70250.0  69416.0
  5817.363  5817.370  2.400  940.365591  189.044416  0.001995  -0.022869  49883.481222  54057.393666  32639.291465  41190.697640  48889.0  72963.0  72125.0  53086.0  77652.0  76957.0  32011.0  70056.0  69276.0  40373.0  71077.0  70251.0
