# XDI/1.0 BlueSky/1.5.0
# Beamline.name: BMM (06BM) -- Beamline for Materials Measurement
# Beamline.xray_source: NSLS-II three-pole wiggler
# Beamline.collimation: paraboloid mirror, 5 nm Rh on 30 nm Pt
# Beamline.focusing: not in use
# Beamline.harmonic_rejection: flat mirror, Si stripe, pitch = 2.00 mrad
# Detector.I0: 10 cm N2
# Detector.I1: 25 cm N2
# Detector.I2: 25 cm N2
# Detector.fluorescence: SII Vortex ME4 (4-element silicon drift)
# Detector.deadtime_correction: DOI: 10.1107/S0909049510009064
# Element.symbol: V
# Element.edge: K
# Facility.name: NSLS-II
# Facility.current: 0.0 mA
# Facility.energy: 3.0 GeV
# Facility.mode: top-off
# Facility.GUP: 303443
# Facility.SAF: 303928
# Mono.name: Si(111)
# Mono.d_spacing: 3.1356369 Å
# Mono.encoder_resolution: 0.0000050 deg/ct
# Mono.angle_offset: 16.0568400 deg
# Mono.scan_mode: pseudo channel cut
# Mono.scan_type: step
# Mono.direction: forward in energy
# Sample.x_position: -113.866 mm
# Sample.y_position: 95.228 mm
# Sample.name: Ca0.25V2O5
# Sample.prep: slurry dried on SS 200 mesh 1 M ZnSO4
# Scan.experimenters: Chris Patridge
# Scan.edge_energy: 5465.0
# Scan.start_time: 2019-03-21T08:45:01
# Scan.end_time: 2019-03-21T09:00:56
# Scan.transient_id: 6986
# Scan.uid: 48c3dcf1-020e-4671-8c71-cc0db04dff01
# Scan.plot_hint: (DTC1 + DTC2 + DTC3 + DTC4) / I0  --  ($8+$9+$10+$11) / $5
# Column.1: energy eV
# Column.2: requested_energy eV
# Column.3: measurement_time seconds
# Column.4: xmu 
# Column.5: I0 nA
# Column.6: It nA
# Column.7: Ir nA
# Column.8: DTC1 dead-time corrected count rate
# Column.9: DTC2 dead-time corrected count rate
# Column.10: DTC3 dead-time corrected count rate
# Column.11: DTC4 dead-time corrected count rate
# Column.12: ROI1 counts
# Column.13: ICR1 counts
# Column.14: OCR1 counts
# Column.15: ROI2 counts
# Column.16: ICR2 counts
# Column.17: OCR2 counts
# Column.18: ROI3 counts
# Column.19: ICR3 counts
# Column.20: OCR3 counts
# Column.21: ROI4 counts
# Column.22: ICR4 counts
# Column.23: OCR4 counts
# ///////////
# 48 hr rest
# -----------
# energy  requested_energy  measurement_time  xmu  I0  It  Ir  DTC1  DTC2  DTC3  DTC4  ROI1  ICR1  OCR1  ROI2  ICR2  OCR2  ROI3  ICR3  OCR3  ROI4  ICR4  OCR4
  5465.745  5465.750  0.500  106.605514  31.704347  0.000907  0.004848  861.396728  1051.145481  588.974966  878.341040  855.0  2482.0  2467.0  1048.0  2638.0  2634.0  585.0  3576.0  3559.0  868.0  3705.0  3669.0
  5465.995  5466.000  0.500  132.854084  31.727855  0.000234  -0.002199  1130.744991  1256.904650  769.257457  1058.268005  1123.0  2852.0  2837.0  1254.0  2891.0  2889.0  763.0  3835.0  3812.0  1048.0  3830.0  3801.0
  5466.246  5466.250  0.500  158.129498  31.736236  0.000570  -0.005228  1325.216265  1475.180872  899.418770  1318.619105  1316.0  3043.0  3027.0  1473.0  3195.0  3196.0  893.0  4147.0  4127.0  1307.0  4156.0  4129.0
  5466.498  5466.500  0.500  193.768205  31.727101  0.000206  -0.004780  1687.486926  1845.729291  1126.947402  1487.539721  1677.0  3538.0  3523.0  1844.0  3632.0  3636.0  1116.0  4407.0  4375.0  1471.0  4374.0  4336.0
  5466.748  5466.750  0.500  232.391218  31.733196  0.000980  -0.007519  2022.686297  2232.312832  1285.351465  1834.165388  2008.0  3958.0  3938.0  2225.0  4112.0  4108.0  1276.0  4768.0  4746.0  1817.0  4778.0  4746.0
  5467.000  5467.000  0.500  278.962193  31.744339  0.000545  -0.006520  2442.361665  2685.053730  1629.319734  2098.735410  2428.0  4344.0  4329.0  2677.0  4571.0  4569.0  1618.0  5179.0  5158.0  2078.0  5123.0  5087.0
  5467.249  5467.250  0.500  315.877513  31.743326  0.000357  0.001527  2756.143217  2993.270539  1826.196662  2451.392442  2726.0  4857.0  4817.0  2980.0  5136.0  5128.0  1808.0  5512.0  5474.0  2423.0  5522.0  5475.0
  5467.501  5467.500  0.500  356.171693  31.917323  0.000272  0.003137  3168.776312  3408.098818  2063.389000  2727.782958  3141.0  5373.0  5342.0  3395.0  5578.0  5574.0  2044.0  5888.0  5852.0  2690.0  5845.0  5783.0
  5467.751  5467.750  0.500  387.802814  31.922211  0.000448  -0.001545  3451.644896  3694.153012  2174.596425  3059.128782  3423.0  5612.0  5583.0  3675.0  5968.0  5957.0  2152.0  6197.0  6154.0  3023.0  6444.0  6391.0
  5468.002  5468.000  0.500  424.956822  31.913457  0.000956  0.001646  3706.012791  4105.251891  2463.678739  3286.897732  3672.0  6004.0  5969.0  4079.0  6415.0  6397.0  2439.0  6666.0  6624.0  3250.0  6643.0  6593.0
  5468.250  5468.250  0.500  443.613773  31.931772  0.000588  -0.007383  3944.131661  4162.717137  2657.671170  3400.854002  3909.0  6316.0  6282.0  4138.0  6460.0  6445.0  2630.0  6790.0  6745.0  3367.0  6840.0  6798.0
  5468.499  5468.500  0.500  443.117946  31.938139  -0.000704  -0.003418  4024.383262  4224.343851  2593.505723  3310.129670  3983.0  6404.0  6361.0  4203.0  6575.0  6566.0  2565.0  6805.0  6756.0  3267.0  6638.0  6576.0
  5468.749  5468.750  0.500  421.142564  31.951385  0.000366  -0.006183  3693.548942  4030.758365  2473.935963  3257.844856  3659.0  5981.0  5945.0  4012.0  6332.0  6325.0  2449.0  6512.0  6470.0  3215.0  6671.0  6608.0
  5468.998  5469.000  0.500  374.584917  31.958831  0.000806  0.003091  3328.374131  3564.235827  2201.086769  2877.599305  3296.0  5601.0  5564.0  3541.0  5732.0  5713.0  2177.0  6091.0  6045.0  2841.0  6116.0  6059.0
  5469.248  5469.250  0.500  331.686084  31.957664  0.000295  -0.001666  2964.552424  3142.222419  1922.615032  2570.522571  2937.0  5126.0  5093.0  3130.0  5239.0  5234.0  1904.0  5675.0  5638.0  2543.0  5713.0  5670.0
  5469.500  5469.500  0.500  288.755742  31.963207  -0.000186  -0.008779  2520.225131  2706.706189  1699.430709  2303.197478  2494.0  4582.0  4546.0  2695.0  4658.0  4650.0  1683.0  5410.0  5374.0  2279.0  5513.0  5472.0
  5469.749  5469.750  0.500  246.115221  31.965997  0.000501  -0.008582  2170.654560  2315.926264  1428.585963  1952.151720  2150.0  4170.0  4140.0  2311.0  4216.0  4217.0  1414.0  4971.0  4934.0  1933.0  4969.0  4934.0
  5470.002  5470.000  0.500  216.458212  31.973377  0.000398  0.000035  1903.018339  2111.752404  1285.271938  1620.857269  1892.0  3842.0  3828.0  2106.0  3960.0  3958.0  1274.0  4726.0  4697.0  1602.0  4637.0  4595.0
  5470.251  5470.250  0.500  193.663585  31.965205  0.000015  -0.012665  1755.347225  1881.965320  1052.708052  1500.475570  1744.0  3584.0  3568.0  1874.0  3677.0  3669.0  1044.0  4520.0  4494.0  1483.0  4476.0  4435.0
  5470.501  5470.500  0.500  182.529641  31.972714  0.000529  0.002313  1571.805704  1815.148675  1029.517349  1419.496371  1561.0  3424.0  3407.0  1811.0  3580.0  3579.0  1019.0  4183.0  4150.0  1403.0  4344.0  4304.0
  5470.748  5470.750  0.500  166.950354  31.989095  0.000592  0.004352  1477.895408  1601.936158  901.113292  1359.645811  1468.0  3293.0  3277.0  1599.0  3270.0  3270.0  894.0  4102.0  4079.0  1344.0  4269.0  4230.0
  5470.998  5471.000  0.500  157.644571  31.993060  0.000340  -0.006174  1379.333475  1506.744228  919.714075  1237.740433  1366.0  3161.0  3136.0  1505.0  3184.0  3186.0  910.0  4107.0  4073.0  1226.0  4196.0  4166.0
  5471.247  5471.250  0.500  150.765726  31.999570  -0.000018  -0.003050  1351.877527  1447.132792  800.609546  1224.818549  1343.0  3101.0  3086.0  1446.0  3113.0  3116.0  794.0  3972.0  3948.0  1214.0  4135.0  4108.0
  5471.497  5471.500  0.500  140.909882  32.002295  -0.000666  0.002468  1248.629615  1321.764801  818.918360  1120.126877  1239.0  2972.0  2954.0  1320.0  2980.0  2981.0  814.0  3944.0  3929.0  1107.0  3865.0  3828.0
  5471.749  5471.750  0.500  136.339736  32.011899  0.000000  -0.006563  1201.155906  1249.747376  792.409170  1121.181408  1191.0  2931.0  2911.0  1249.0  2906.0  2909.0  785.0  3900.0  3872.0  1109.0  4068.0  4033.0
  5472.001  5472.000  0.500  135.080472  32.015954  -0.000326  -0.008722  1176.654377  1292.556105  774.879132  1080.640619  1169.0  2847.0  2833.0  1290.0  2918.0  2917.0  771.0  3868.0  3857.0  1069.0  3814.0  3781.0
  5472.251  5472.250  0.500  134.594337  32.019118  0.000220  -0.001031  1210.942943  1249.884818  725.721387  1123.042798  1204.0  2927.0  2915.0  1247.0  2882.0  2880.0  719.0  3971.0  3943.0  1110.0  3921.0  3884.0
  5472.503  5472.500  0.500  134.190564  32.011528  0.000191  -0.000604  1101.663434  1273.834700  822.768296  1097.378541  1096.0  2792.0  2782.0  1273.0  2969.0  2972.0  816.0  4003.0  3979.0  1088.0  3934.0  3909.0
  5472.752  5472.750  0.500  133.545558  32.026479  0.000194  0.001364  1154.736582  1282.826697  769.873851  1069.556919  1147.0  2976.0  2961.0  1282.0  2957.0  2960.0  762.0  3998.0  3966.0  1059.0  3894.0  3864.0
  5472.999  5473.000  0.500  136.699964  32.028724  0.000262  -0.007056  1190.503791  1268.279458  805.819665  1113.722569  1182.0  2893.0  2877.0  1267.0  2991.0  2993.0  802.0  3955.0  3945.0  1103.0  3884.0  3855.0
  5473.249  5473.250  0.500  143.678873  32.032965  0.000623  -0.000754  1240.373546  1388.833145  804.600951  1168.652650  1232.0  2932.0  2917.0  1386.0  3057.0  3056.0  796.0  3863.0  3830.0  1157.0  4003.0  3972.0
  5473.495  5473.500  0.500  146.260971  32.040342  0.000542  -0.008591  1279.140052  1395.699038  795.752379  1215.660068  1268.0  2978.0  2957.0  1395.0  3153.0  3157.0  789.0  3993.0  3968.0  1205.0  3962.0  3936.0
  5473.748  5473.750  0.500  149.018478  32.061659  0.000303  -0.006269  1318.555073  1481.719752  826.750446  1150.754369  1312.0  3072.0  3062.0  1480.0  3188.0  3190.0  821.0  4043.0  4024.0  1141.0  4002.0  3977.0
  5474.000  5474.000  0.500  157.200693  32.056973  -0.000222  -0.003911  1397.057985  1490.953961  906.510086  1244.856280  1388.0  3188.0  3173.0  1490.0  3300.0  3304.0  899.0  4210.0  4185.0  1232.0  4101.0  4068.0
  5474.251  5474.250  0.500  170.394571  32.069236  -0.000330  0.002401  1548.282864  1649.054902  952.286174  1314.799783  1538.0  3354.0  3338.0  1646.0  3305.0  3305.0  946.0  4266.0  4248.0  1304.0  4296.0  4271.0
  5474.503  5474.500  0.500  175.242976  32.077050  0.000086  0.000929  1581.861833  1681.387158  968.290701  1389.737994  1570.0  3386.0  3367.0  1682.0  3463.0  3471.0  961.0  4277.0  4255.0  1379.0  4330.0  4307.0
  5474.751  5474.750  0.500  189.319048  32.077330  -0.000055  -0.009391  1700.986600  1802.505974  1052.398479  1516.958567  1689.0  3554.0  3536.0  1801.0  3516.0  3520.0  1044.0  4298.0  4274.0  1501.0  4486.0  4450.0
  5475.002  5475.000  0.500  199.591736  32.083886  0.000581  -0.005635  1751.216292  2020.311747  1070.192891  1561.957553  1737.0  3599.0  3577.0  2016.0  3807.0  3807.0  1061.0  4398.0  4371.0  1547.0  4540.0  4508.0
  5475.252  5475.250  0.500  211.491850  32.104246  0.000368  -0.004916  1844.144818  2004.241317  1241.276800  1700.123461  1830.0  3772.0  3751.0  2002.0  3846.0  3850.0  1233.0  4698.0  4679.0  1683.0  4691.0  4656.0
  5475.499  5475.500  0.500  224.161225  32.106329  0.000136  -0.010805  1970.891282  2228.665235  1301.265113  1696.172391  1957.0  3899.0  3880.0  2223.0  4100.0  4099.0  1291.0  4795.0  4770.0  1679.0  4641.0  4606.0
  5475.749  5475.750  0.500  237.842577  32.101028  0.000213  -0.006043  2168.073031  2254.120919  1385.448528  1827.348703  2151.0  4126.0  4103.0  2244.0  4140.0  4131.0  1374.0  4864.0  4837.0  1809.0  4936.0  4900.0
  5476.001  5476.000  0.500  249.805535  32.105779  0.001029  -0.006886  2249.768166  2435.998392  1396.145284  1938.289422  2230.0  4181.0  4154.0  2425.0  4472.0  4463.0  1383.0  4961.0  4928.0  1920.0  4935.0  4902.0
  5476.250  5476.250  0.500  269.022035  32.106484  0.000899  0.002772  2421.369791  2580.453728  1539.376809  2096.151289  2405.0  4434.0  4415.0  2575.0  4551.0  4553.0  1522.0  5081.0  5038.0  2073.0  5126.0  5084.0
  5476.499  5476.500  0.500  285.219983  32.121859  0.000134  -0.006461  2526.713027  2775.508032  1652.105960  2207.468978  2507.0  4568.0  4544.0  2768.0  4824.0  4824.0  1640.0  5196.0  5173.0  2182.0  5384.0  5338.0
  5476.749  5476.750  0.500  304.014105  32.129639  0.000107  -0.007970  2721.010779  2944.299521  1759.215304  2343.337926  2699.0  4808.0  4782.0  2929.0  4989.0  4977.0  1741.0  5475.0  5435.0  2317.0  5502.0  5457.0
  5477.002  5477.000  0.500  321.658465  32.134561  0.000244  -0.007030  2782.678484  3146.925717  1935.346615  2471.402620  2762.0  4894.0  4871.0  3134.0  5318.0  5312.0  1919.0  5692.0  5662.0  2443.0  5616.0  5569.0
  5477.254  5477.250  0.500  340.022616  32.144921  0.000121  0.000021  3016.125781  3371.280146  1898.573977  2644.020104  2991.0  5108.0  5080.0  3356.0  5492.0  5484.0  1879.0  5784.0  5743.0  2614.0  5772.0  5725.0
  5477.504  5477.500  0.500  358.712583  32.146454  0.000093  -0.000611  3114.204058  3538.071898  2125.209159  2753.852460  3088.0  5329.0  5300.0  3515.0  5655.0  5636.0  2105.0  6005.0  5968.0  2722.0  6131.0  6081.0
  5477.748  5477.750  0.500  380.218456  32.137205  -0.000476  -0.007526  3400.511556  3662.801777  2328.167571  2827.677485  3370.0  5690.0  5657.0  3647.0  5877.0  5871.0  2303.0  6300.0  6254.0  2797.0  6236.0  6190.0
  5477.997  5478.000  0.500  395.199294  32.147828  -0.000371  -0.002463  3578.070473  3874.813451  2254.832528  2997.082436  3539.0  5889.0  5844.0  3852.0  6192.0  6177.0  2231.0  6451.0  6406.0  2962.0  6373.0  6321.0
  5478.246  5478.250  0.500  417.758823  32.168532  0.000761  -0.009079  3735.844006  4032.428112  2510.930404  3159.485534  3701.0  6043.0  6007.0  4011.0  6437.0  6426.0  2488.0  6619.0  6583.0  3124.0  6633.0  6583.0
  5478.499  5478.500  0.500  433.974787  32.164862  -0.000130  -0.008131  3838.648316  4290.350575  2500.176028  3329.564366  3805.0  6257.0  6224.0  4257.0  6710.0  6683.0  2477.0  6666.0  6629.0  3290.0  6784.0  6729.0
  5478.753  5478.750  0.500  463.977330  32.169840  0.000358  -0.003959  4126.838318  4502.115975  2694.854167  3602.267915  4086.0  6590.0  6549.0  4482.0  6940.0  6936.0  2667.0  6986.0  6941.0  3559.0  7046.0  6989.0
  5479.001  5479.000  0.500  480.230873  32.176658  0.000050  -0.009676  4302.022599  4673.021779  2818.983987  3658.196043  4254.0  6757.0  6707.0  4638.0  7149.0  7124.0  2792.0  7205.0  7165.0  3615.0  7159.0  7103.0
  5479.253  5479.250  0.500  498.412935  32.187817  0.000997  -0.010909  4536.100851  4734.852319  2966.948035  3804.923386  4497.0  7033.0  7000.0  4711.0  7268.0  7261.0  2937.0  7320.0  7276.0  3762.0  7410.0  7357.0
  5479.500  5479.500  0.500  522.707042  32.196601  -0.000400  -0.001567  4654.662623  5142.506056  3041.969691  3990.251906  4601.0  7161.0  7107.0  5099.0  7734.0  7702.0  3007.0  7538.0  7483.0  3946.0  7565.0  7513.0
  5479.754  5479.750  0.500  547.338675  32.199780  0.001253  0.000316  4878.972862  5324.444533  3185.506289  4235.261434  4826.0  7470.0  7420.0  5274.0  7907.0  7867.0  3145.0  7720.0  7655.0  4186.0  7860.0  7803.0
  5480.001  5480.000  0.500  566.313032  32.189770  -0.000180  0.005308  5156.888272  5467.634494  3312.520107  4292.443441  5083.0  7808.0  7730.0  5424.0  8048.0  8020.0  3277.0  7951.0  7901.0  4230.0  8032.0  7951.0
  5480.250  5480.250  0.500  586.140140  32.210925  -0.000702  -0.000324  5311.721017  5714.352119  3428.971577  4425.071659  5248.0  7897.0  7837.0  5661.0  8434.0  8395.0  3394.0  8105.0  8059.0  4366.0  8187.0  8115.0
  5480.498  5480.500  0.500  590.985509  32.214960  0.000981  -0.009733  5176.271283  5810.251809  3522.320785  4529.730814  5120.0  7861.0  7810.0  5762.0  8634.0  8604.0  3480.0  8178.0  8117.0  4471.0  8228.0  8159.0
  5481.283  5481.280  0.520  655.801097  33.517409  0.000483  0.002177  6075.244993  6693.549469  4001.048059  5210.910784  5990.0  9008.0  8925.0  6629.0  9663.0  9620.0  3949.0  9087.0  9013.0  5136.0  9200.0  9113.0
  5482.085  5482.080  0.530  703.596325  34.185226  0.000302  -0.009617  6783.370476  7272.318268  4282.507010  5714.403280  6690.0  9961.0  9876.0  7194.0  10421.0  10366.0  4235.0  9624.0  9566.0  5621.0  9988.0  9877.0
  5482.894  5482.890  0.540  739.686475  34.866556  0.000757  -0.000207  7256.004188  7823.386338  4711.874710  5999.054814  7156.0  10545.0  10457.0  7741.0  11218.0  11165.0  4648.0  10326.0  10241.0  5911.0  10415.0  10318.0
  5483.739  5483.730  0.550  769.026712  35.516015  -0.000191  -0.008389  7713.476598  8278.752403  4871.895274  6448.640325  7598.0  11138.0  11034.0  8187.0  11840.0  11780.0  4799.0  10649.0  10547.0  6350.0  10979.0  10872.0
  5484.584  5484.580  0.570  785.790806  36.851116  0.000997  0.003349  8131.300638  8635.847274  5263.803791  6926.316293  8011.0  11619.0  11513.0  8527.0  12347.0  12266.0  5186.0  11380.0  11275.0  6831.0  11651.0  11557.0
  5485.458  5485.450  0.580  801.330092  37.526161  0.000798  -0.003115  8347.365718  9129.823641  5424.178950  7169.473729  8220.0  11989.0  11875.0  9013.0  12873.0  12788.0  5357.0  11628.0  11549.0  7056.0  12021.0  11900.0
  5486.359  5486.350  0.590  796.281192  38.194581  0.000441  0.005841  8480.935254  9395.863678  5547.673214  6989.154393  8364.0  12227.0  12129.0  9276.0  13313.0  13227.0  5468.0  11869.0  11765.0  6883.0  11902.0  11788.0
  5487.262  5487.260  0.600  804.948543  38.867194  0.000518  -0.000150  8603.200335  9509.861703  5683.544265  7489.484532  8478.0  12359.0  12250.0  9410.0  13405.0  13348.0  5594.0  12142.0  12019.0  7372.0  12581.0  12457.0
  5488.201  5488.190  0.620  811.013941  40.205911  0.000696  -0.003999  9130.759712  9860.234946  6023.100492  7593.459228  8996.0  13000.0  12884.0  9741.0  14018.0  13937.0  5935.0  12906.0  12792.0  7482.0  12694.0  12580.0
  5489.147  5489.140  0.630  817.135835  40.873225  0.000665  -0.007211  9223.099411  10258.023886  6069.258612  7848.594880  9091.0  13181.0  13069.0  10164.0  14342.0  14302.0  5990.0  13008.0  12913.0  7739.0  13077.0  12970.0
  5490.119  5490.110  0.640  810.126256  41.535298  0.000236  -0.002714  9406.776093  10160.929904  6216.886854  7864.242500  9270.0  13495.0  13378.0  10035.0  14459.0  14371.0  6128.0  13225.0  13112.0  7763.0  13180.0  13086.0
  5491.096  5491.090  0.650  804.960720  42.241322  0.000619  -0.001675  9528.413304  10241.855019  6259.482313  7972.853925  9385.0  13745.0  13619.0  10111.0  14500.0  14405.0  6172.0  13263.0  13153.0  7857.0  13459.0  13341.0
  5492.108  5492.100  0.670  803.413780  43.585489  0.000393  -0.000726  9658.615110  10550.443750  6597.358313  8210.764981  9512.0  13962.0  13831.0  10417.0  15010.0  14914.0  6502.0  13685.0  13565.0  8077.0  13832.0  13686.0
  5493.136  5493.130  0.680  794.063923  44.255981  0.000464  -0.007043  9847.380341  10840.451792  6160.248999  8293.996603  9700.0  14196.0  14066.0  10710.0  15260.0  15172.0  6071.0  13498.0  13377.0  8175.0  13788.0  13668.0
  5494.177  5494.170  0.690  782.043883  44.977854  0.000956  -0.016539  9880.825262  10881.367226  6321.516155  8090.946722  9733.0  14160.0  14029.0  10769.0  15346.0  15283.0  6235.0  13801.0  13689.0  7977.0  13973.0  13855.0
  5495.234  5495.230  0.700  774.768269  45.657565  0.000552  -0.002106  9920.366505  10669.960103  6530.482760  8253.223156  9774.0  14392.0  14262.0  10540.0  15103.0  15010.0  6433.0  13974.0  13843.0  8129.0  14040.0  13907.0
  5496.325  5496.320  0.720  774.132423  47.012520  0.000046  -0.009962  10214.973003  10999.450170  6674.401874  8505.090763  10064.0  14775.0  14641.0  10859.0  15775.0  15670.0  6569.0  14539.0  14391.0  8357.0  14428.0  14257.0
  5497.430  5497.420  0.730  774.969707  47.722829  0.000794  -0.006572  10467.639283  11161.798754  6662.479333  8691.829705  10316.0  15169.0  15037.0  11037.0  15905.0  15824.0  6567.0  14613.0  14485.0  8573.0  14906.0  14787.0
  5498.546  5498.540  0.740  793.634632  48.389922  0.000524  -0.003668  10815.575340  11598.085983  6920.063700  9070.192630  10656.0  15393.0  15255.0  11450.0  16454.0  16346.0  6811.0  15024.0  14872.0  8934.0  15380.0  15238.0
  5499.691  5499.680  0.750  793.871316  49.118931  0.000004  -0.002683  10889.098046  11887.344317  6999.986516  9217.681769  10711.0  15602.0  15437.0  11745.0  16913.0  16817.0  6885.0  15177.0  15013.0  9052.0  15539.0  15349.0
  5500.852  5500.840  0.770  803.298336  50.481526  0.000640  -0.009647  11332.549996  12181.395939  7460.913596  9576.866571  11183.0  16371.0  16252.0  12022.0  17436.0  17318.0  7347.0  16052.0  15900.0  9435.0  16161.0  16016.0
  5502.020  5502.020  0.780  815.318332  51.188095  0.000381  -0.008989  11617.122260  12781.905422  7528.677311  9806.887251  11452.0  16800.0  16662.0  12632.0  18026.0  17931.0  7418.0  16038.0  15894.0  9655.0  16374.0  16216.0
  5503.212  5503.210  0.790  827.570874  51.916916  0.000925  -0.007957  12074.628616  12844.963275  7923.795983  10121.539370  11895.0  17341.0  17189.0  12677.0  18322.0  18201.0  7801.0  16806.0  16645.0  9960.0  16849.0  16680.0
  5504.433  5504.430  0.800  829.752780  52.604977  0.000357  -0.001467  12098.409042  13232.890366  8014.591378  10303.234695  11893.0  17340.0  17150.0  13068.0  18616.0  18505.0  7902.0  16912.0  16774.0  10142.0  17116.0  16950.0
  5505.664  5505.660  0.820  823.232575  53.974426  0.001012  -0.004830  12514.175493  13375.598268  8005.624856  10538.106823  12336.0  17896.0  17750.0  13230.0  18854.0  18770.0  7889.0  17153.0  17003.0  10383.0  17643.0  17489.0
  5506.924  5506.920  0.830  828.804421  54.727736  0.001106  -0.004654  12698.692527  13840.680911  8217.731510  10601.484540  12510.0  18075.0  17916.0  13664.0  19546.0  19425.0  8100.0  17512.0  17364.0  10435.0  17703.0  17530.0
  5508.196  5508.190  0.840  808.758157  55.443948  0.000241  -0.008828  12526.214680  13647.341362  8200.535866  10466.653175  12354.0  18008.0  17868.0  13461.0  19498.0  19358.0  8088.0  17711.0  17572.0  10312.0  17793.0  17635.0
  5509.482  5509.480  0.850  794.953315  56.140954  0.000742  -0.002874  12547.814784  13543.504845  8290.364658  10247.753509  12368.0  18081.0  17929.0  13391.0  19186.0  19091.0  8175.0  17863.0  17719.0  10073.0  17609.0  17410.0
  5510.809  5510.800  0.870  789.818763  57.529737  0.000939  -0.006661  12668.267224  13949.973919  8201.749183  10618.075710  12473.0  18298.0  18123.0  13767.0  19851.0  19717.0  8082.0  17950.0  17791.0  10450.0  18142.0  17960.0
  5512.141  5512.130  0.880  773.685579  58.512322  0.000342  -0.001753  12662.210609  13816.303392  8189.407818  10602.217638  12481.0  18324.0  18168.0  13650.0  19635.0  19521.0  8070.0  18005.0  17845.0  10427.0  18156.0  17960.0
  5513.479  5513.480  0.890  767.406305  59.216254  0.000358  -0.010278  12683.371375  13916.967563  8277.464334  10565.123722  12507.0  18438.0  18288.0  13758.0  19878.0  19775.0  8151.0  18058.0  17884.0  10394.0  18332.0  18140.0
  5514.845  5514.840  0.900  770.404228  59.970613  0.000555  -0.007099  12882.621799  13990.524945  8587.513052  10740.954233  12704.0  18677.0  18526.0  13817.0  19997.0  19873.0  8467.0  18225.0  18072.0  10584.0  18343.0  18179.0
  5516.231  5516.230  0.920  753.516358  61.362061  0.000316  -0.006655  12931.837993  13928.250759  8483.465812  10893.762151  12752.0  19028.0  18873.0  13756.0  20019.0  19893.0  8365.0  18591.0  18436.0  10726.0  18630.0  18448.0
  5517.642  5517.640  0.930  763.955686  62.091951  0.000673  -0.009265  13336.056629  14427.672487  8494.248305  11177.521866  13119.0  19336.0  19133.0  14253.0  20583.0  20461.0  8357.0  18764.0  18566.0  11012.0  19194.0  19020.0
  5519.064  5519.060  0.940  761.109353  62.838946  0.000078  -0.017748  13457.396366  14418.494354  8783.726751  11167.691924  13235.0  19524.0  19314.0  14258.0  20716.0  20613.0  8666.0  19170.0  19022.0  10998.0  19289.0  19106.0
  5520.512  5520.510  0.950  764.731507  63.567849  0.001073  -0.006797  13704.802437  14897.523745  8778.824616  11231.185929  13507.0  19841.0  19670.0  14733.0  21119.0  21017.0  8665.0  19336.0  19195.0  11069.0  19441.0  19271.0
  5521.974  5521.970  0.970  767.577984  65.034178  0.001383  -0.013426  13908.203143  15148.491662  9159.820406  11702.288144  13705.0  20187.0  20009.0  14952.0  21627.0  21481.0  9019.0  19798.0  19606.0  11530.0  20097.0  19917.0
  5523.465  5523.460  0.980  760.659695  65.778081  0.000806  -0.008093  14116.093396  15223.960213  8979.500480  11715.180941  13897.0  20521.0  20322.0  15040.0  21832.0  21704.0  8855.0  19753.0  19590.0  11525.0  20152.0  19940.0
  5524.965  5524.960  0.990  763.145614  66.535542  0.000513  -0.016926  14203.983814  15504.074627  9183.852527  11884.396448  13981.0  20548.0  20344.0  15335.0  22148.0  22045.0  9051.0  20042.0  19865.0  11703.0  20547.0  20352.0
  5526.489  5526.480  1.000  758.529459  67.294661  0.000303  -0.001503  14257.166955  15593.562069  9199.790230  11994.463589  14045.0  20756.0  20567.0  15400.0  22207.0  22069.0  9065.0  20376.0  20193.0  11804.0  20795.0  20585.0
  5528.023  5528.020  1.020  750.143734  68.726261  0.000924  -0.011258  14581.958110  15601.586842  9359.423629  12011.605615  14367.0  21236.0  21046.0  15425.0  22483.0  22367.0  9227.0  20729.0  20553.0  11842.0  20950.0  20774.0
  5529.585  5529.580  1.030  743.274051  69.524596  0.000849  -0.008866  14506.754526  15642.742344  9322.866268  12203.464664  14291.0  21233.0  21039.0  15459.0  22543.0  22416.0  9189.0  20882.0  20700.0  12009.0  21303.0  21086.0
  5531.165  5531.160  1.040  747.080617  70.244887  0.000533  -0.007456  14787.478280  15739.250777  9644.247549  12307.616599  14556.0  21506.0  21293.0  15536.0  22808.0  22653.0  9512.0  21059.0  20889.0  12129.0  21399.0  21211.0
  5532.754  5532.750  1.050  754.009912  71.035099  0.001610  -0.005344  14942.030272  16440.855705  9680.120025  12498.163010  14707.0  21784.0  21567.0  16259.0  23444.0  23331.0  9541.0  21351.0  21165.0  12306.0  21721.0  21512.0
  5534.374  5534.370  1.070  749.051574  72.468183  0.000763  -0.007151  15183.229863  16481.438562  9900.468824  12717.269118  14945.0  22136.0  21916.0  16287.0  23672.0  23539.0  9762.0  21718.0  21537.0  12522.0  22262.0  22049.0
  5536.006  5536.000  1.080  758.092215  73.207264  0.000901  -0.011555  15464.262019  17075.225193  10039.775225  12918.594520  15238.0  22591.0  22392.0  16857.0  24450.0  24292.0  9900.0  22209.0  22027.0  12719.0  22431.0  22214.0
