XDAC V1.4 Datafile V1
"Fe_trilayer.002" created on 6/27/11 at 2:22:40 PM on X-23A2
Diffraction element= Si (311).  Ring energy= 2.80 GeV
E0= 7112.00
NUM_REGIONS= 4
SRB= -200 -20 30 60 13k
SRSS= 10 0.25 0.05k 0.05k
SPP= 1 1 1 0.25k
Settling time= 0.20


Offsets= 103.00 58.00 0.00 0.00 0.00 0.00 24.00 17.00 50.00 3391.00 10.00 10.00 8.00 19.00 89.00 0.00
Gains= 8.00 9.00 0.00 0.00 0.00 0.00 8.00 8.00 8.00 8.00 8.00 8.00 8.00 8.00 9.00 1.00
Fe edge of Daniel's KCo hexacyanoferrate/KNi hexacyanochromate/KCo trilayer
N2 in I0, Vortex

--------------------------------------------------------------------------------
        Energy            I0            It         Ifch1         Ifch2         Ifch3         Ifch4       Ifslow1       Ifslow2       Ifslow3       Ifslow4       Iffast1       Iffast2       Iffast3       Iffast4          Iref       IntTime
    7171.62828     4329.0000     3708.0000     3975.0000     3709.0000     4794.0000     5149.0000    14195.0000    14700.0000    15851.0000    13877.0000    14298.0000    14774.0000    15962.0000    16119.0000     7029.0000        1.0000
    7173.52168     4351.4850     3729.7100     3834.0000     3520.0000     4565.0000     5108.0000    14205.8800    14255.9150    15647.7500    14598.0450    14323.9500    14372.9500    15747.9600    16171.9050     7113.5550        1.0050
    7175.06225     4398.2490     3773.0140     3742.0000     3608.0000     4461.0000     5036.0000    14249.5920    14587.7110    15861.1500    15578.3530    14339.8300    14651.8300    15956.8640    16160.6770     7217.4870        1.0170
    7176.62204     4454.9100     3823.2600     3797.0000     3622.0000     4402.0000     4917.0000    14400.2800    14630.4900    15877.5000    15230.2700    14498.7000    14720.7000    15950.7600    16375.4300     7341.3300        1.0300
    7178.20108     4502.6740     3865.5640     3733.0000     3573.0000     4555.0000     4949.0000    14475.9920    14683.2860    16065.9000    13918.5780    14583.5800    14764.5800    16185.6640    16413.2020     7469.2620        1.0420
    7179.79936     4553.3350     3910.8100     3894.0000     3599.0000     4586.0000     5103.0000    14662.6800    15029.0650    16098.2500    15276.4950    14744.4500    15136.4500    16227.5600    16613.9550     7630.1050        1.0550
    7181.41691     4603.0990     3955.1140     3941.0000     3656.0000     4773.0000     5275.0000    14848.3920    15156.8610    16791.6500    16271.8030    14950.3300    15230.3300    16882.4640    16978.7270     7821.0370        1.0670
    7183.04902     4655.7600     4003.3600     4181.0000     3933.0000     4875.0000     5683.0000    15176.0800    15453.6400    16816.0000    16369.7200    15269.2000    15539.2000    16903.3600    17742.4800     8037.8800        1.0800
    7184.70515     4698.5240     4039.6640     4234.0000     3979.0000     5274.0000     5627.0000    15389.7920    15852.4360    17245.4000    16263.0280    15480.0800    15960.0800    17375.2640    17789.2520     8246.8120        1.0920
    7186.38058     4742.1850     4079.9100     4604.0000     4251.0000     5565.0000     6019.0000    15928.4800    16244.2150    17657.7500    15007.9450    16044.9500    16367.9500    17804.1600    18296.0050     8432.6550        1.1050
    7188.07062     4800.9490     4132.2140     4853.0000     4546.0000     5740.0000     6337.0000    16405.1920    16869.0110    18201.1500    15821.2530    16513.8300    16997.8300    18334.0640    18980.7770     8592.5870        1.1170
    7189.78472     4854.6100     4179.4600     4896.0000     4618.0000     5956.0000     6470.0000    16750.8800    16886.7900    18757.5000    16054.1700    16865.7000    17009.7000    18915.9600    19207.5300     8683.4300        1.1300
    7191.51344     4901.3740     4220.7640     5039.0000     4612.0000     6044.0000     6708.0000    16834.5920    17005.5860    18759.9000    15673.4780    16987.5800    17143.5800    18907.8640    19476.3020     8733.3620        1.1420
    7193.26626     4956.0350     4269.0100     5151.0000     4949.0000     6369.0000     6883.0000    17329.2800    17388.3650    19460.2500    18408.3950    17462.4500    17516.4500    19610.7600    19963.0550     8750.2050        1.1550
    7195.03374     5001.7990     4310.3140     5318.0000     5041.0000     6520.0000     7201.0000    17435.9920    17833.1610    19629.6500    18255.7030    17582.3300    17976.3300    19770.6640    20080.8270     8716.1370        1.1670
    7196.82061     5052.4600     4357.5600     5429.0000     5087.0000     6704.0000     7243.0000    17636.6800    17886.9400    20070.0000    18255.6200    17780.2000    18006.2000    20224.5600    20664.5800     8667.9800        1.1800
    7198.63162     5101.2240     4401.8640     5573.0000     5288.0000     6683.0000     7422.0000    18028.3920    18263.7360    20049.4000    19775.9280    18170.0800    18402.0800    20198.4640    21132.3520     8605.9120        1.1920
    7200.45734     5142.8850     4440.1100     5709.0000     5208.0000     6809.0000     7447.0000    18261.0800    18266.5150    20453.7500    19189.8450    18393.9500    18400.9500    20573.3600    20975.1050     8552.7550        1.2050
    7202.30250     5203.6490     4494.4140     5845.0000     5365.0000     6930.0000     7579.0000    18459.7920    18730.3110    20448.1500    18975.1530    18602.8300    18851.8300    20608.2640    21317.8770     8610.6870        1.2170
    7204.16712     5266.3100     4553.6600     5875.0000     5442.0000     7110.0000     7660.0000    18530.4800    19089.0900    20922.5000    18946.0700    18685.7000    19206.7000    21073.1600    21439.6300     8792.5300        1.2300
    7206.05121     5321.0740     4603.9640     6030.0000     5377.0000     7177.0000     7681.0000    18930.1920    18867.8860    21408.9000    21350.3780    19048.5800    18992.5800    21556.0640    21621.4020     9029.4620        1.2420
    7207.95006     5376.7350     4655.2100     5800.0000     5594.0000     7213.0000     7876.0000    18741.8800    19395.6650    21539.2500    21785.2950    18880.4500    19498.4500    21636.9600    22009.1550     9334.3050        1.2550
    7209.87316     5425.4990     4700.5140     5999.0000     5608.0000     7196.0000     7828.0000    19271.5920    19315.4610    21742.6500    20653.6030    19410.3300    19425.3300    21869.8640    22260.9270     9651.2370        1.2670
    7211.81578     5486.1600     4757.7600     5956.0000     5592.0000     7317.0000     7953.0000    19284.2800    19702.2400    21914.0000    21491.5200    19424.2000    19839.2000    22054.7600    22593.6800    10004.0800        1.2800
    7213.77321     5541.9240     4809.0640     6014.0000     5574.0000     7286.0000     7805.0000    19515.9920    19810.0360    21850.4000    20119.8280    19674.0800    19926.0800    21997.6640    22239.4520    10260.0120        1.2920
    7215.75019     5600.5850     4862.3100     5951.0000     5602.0000     7226.0000     7953.0000    19618.6800    20003.8150    22307.7500    21898.7450    19768.9500    20103.9500    22448.5600    22597.2050    10321.8550        1.3050
    7217.75149     5648.3490     4910.6140     5981.0000     5574.0000     7116.0000     7821.0000    19965.3920    20057.6110    21814.1500    22129.0530    20132.8300    20201.8300    21918.4640    22761.9770    10115.7870        1.3170
    7219.76763     5709.0100     4965.8600     6010.0000     5456.0000     7273.0000     7881.0000    19868.0800    20166.3900    22333.5000    24199.9700    19996.7000    20285.7000    22445.3600    22852.7300     9768.6300        1.3300
    7221.80339     5754.7740     5009.1640     6010.0000     5546.0000     7158.0000     7878.0000    20081.7920    20315.1860    22483.9000    23024.2780    20218.5800    20433.5800    22607.2640    23155.5020     9343.5620        1.3420
    7223.85877     5820.4350     5070.4100     6097.0000     5812.0000     7277.0000     8178.0000    20216.4800    20783.9650    22764.2500    19925.1950    20406.4500    20927.4500    22933.1600    23367.2550     9077.4050        1.3550
    7225.92905     5869.1990     5116.7140     6145.0000     5771.0000     7352.0000     8332.0000    20587.1920    20888.7610    22943.6500    22121.5030    20754.3300    21021.3300    23105.0640    23904.0270     8943.3370        1.3670
    7228.02373     5931.8600     5174.9600     6151.0000     5785.0000     7650.0000     8149.0000    20616.8800    21382.5400    23328.0000    21681.4200    20767.2000    21528.2000    23497.9600    23780.7800     9051.1800        1.3800
    7230.13809     5984.6240     5224.2640     6163.0000     5791.0000     7475.0000     8263.0000    20833.5920    21039.3360    23223.4000    22269.7280    20987.0800    21189.0800    23392.8640    23923.5520     9363.1120        1.3920
    7232.26740     6042.2850     5279.5100     6455.0000     5820.0000     7549.0000     8399.0000    21294.2800    21449.1150    23602.7500    22347.6450    21425.9500    21604.9500    23777.7600    24233.3050     9836.9550        1.4050
    7234.41642     6095.0490     5328.8140     6437.0000     5939.0000     7664.0000     8594.0000    21203.9920    21374.9110    23710.1500    19886.9530    21377.8300    21525.8300    23894.6640    24618.0770    10377.8870        1.4170
    7236.58517     6150.7100     5381.0600     6576.0000     6057.0000     7643.0000     8525.0000    21561.6800    21732.6900    23667.5000    22612.8700    21732.7000    21867.7000    23830.5600    24974.8300    10949.7300        1.4300
    7238.77367     6198.4740     5427.3640     6577.0000     6092.0000     7803.0000     8333.0000    21703.3920    22271.4860    24117.9000    23533.1780    21863.5800    22392.5800    24281.4640    24991.6020    11468.6620        1.4420
    7240.98193     6258.1350     5484.6100     6665.0000     6076.0000     8065.0000     8661.0000    22252.0800    22066.2650    24701.2500    23782.0950    22417.4500    22193.4500    24812.3600    25023.3550    11896.5050        1.4550
    7243.20998     6305.8990     5528.9140     6686.0000     6151.0000     8092.0000     8641.0000    22016.7920    22388.0610    24695.6500    24952.4030    22158.3300    22519.3300    24825.2640    25436.1270    12143.4370        1.4670
    7245.45308     6365.5600     5586.1600     6822.0000     6341.0000     8198.0000     8962.0000    22643.4800    22894.8400    25239.0000    24919.3200    22829.2000    23038.2000    25392.1600    25814.8800    12270.2800        1.4800
    7247.71599     6415.3240     5632.4640     6695.0000     6259.0000     8171.0000     9041.0000    22606.1920    22911.6360    25295.4000    23871.6280    22799.0800    23077.0800    25503.0640    25886.6520    12278.2120        1.4920
    7250.00352     6473.9850     5688.7100     6854.0000     6400.0000     8205.0000     9240.0000    22847.8800    23085.4150    25237.7500    22818.5450    23013.9500    23231.9500    25423.9600    26526.4050    12233.0550        1.5050
    7252.30613     6520.7490     5734.0140     6867.0000     6482.0000     8186.0000     9247.0000    22966.5920    23257.2110    25730.1500    22766.8530    23146.8300    23418.8300    25956.8640    26546.1770    12177.9870        1.5170
    7254.62386     6570.4100     5782.2600     6899.0000     6425.0000     8275.0000     9084.0000    22901.2800    23489.9900    25872.5000    22988.7700    23094.7000    23665.7000    26071.7600    26671.9300    12197.8300        1.5300
    7256.96626     6625.1740     5835.5640     6984.0000     6462.0000     8492.0000     9233.0000    23405.9920    23753.7860    25977.9000    21848.0780    23599.5800    23921.5800    26228.6640    26716.7020    12325.7620        1.5420
    7259.32857     6687.8350     5894.8100     6961.0000     6398.0000     8318.0000     9328.0000    23119.6800    23514.5650    25791.2500    22860.9950    23299.4500    23670.4500    26001.5600    27068.4550    12537.6050        1.5550
    7261.70604     6734.5990     5942.1140     7025.0000     6406.0000     8306.0000     9325.0000    23578.3920    23711.3610    25912.6500    23602.3030    23746.3300    23867.3300    26091.4640    26944.2270    12731.5370        1.5670
    7264.10347     6789.2600     5995.3600     6775.0000     6398.0000     8301.0000     9217.0000    23525.0800    23957.1400    26399.0000    22214.2200    23714.2000    24131.2000    26640.3600    27137.9800    12864.3800        1.5800
    7266.52088     6841.0240     6045.6640     6794.0000     6334.0000     8191.0000     8932.0000    23518.7920    23961.9360    26110.4000    24279.5280    23685.0800    24122.0800    26279.2640    27098.7520    12905.3120        1.5920
    7268.95350     6892.6850     6095.9100     7013.0000     6413.0000     8204.0000     9114.0000    23966.4800    24216.7150    26428.7500    24447.4450    24155.9500    24343.9500    26626.1600    27310.5050    12918.1550        1.6050
    7271.41092     6939.4490     6141.2140     7026.0000     6650.0000     8142.0000     9105.0000    23829.1920    24363.5110    26463.1500    22573.7530    24025.8300    24538.8300    26679.0640    27301.2770    12927.0870        1.6170
    7273.88358     6994.1100     6195.4600     6990.0000     6468.0000     8316.0000     9271.0000    24066.8800    24275.2900    26702.5000    22025.6700    24264.7000    24403.7000    26940.9600    27498.0300    12968.9300        1.6300
    7276.37631     7044.8740     6244.7640     7107.0000     6495.0000     8475.0000     9213.0000    24412.5920    24475.0860    27260.9000    26397.9780    24603.5800    24617.5800    27456.8640    27821.8020    12948.8620        1.6420
    7278.88910     7096.5350     6295.0100     7252.0000     6594.0000     8466.0000     9451.0000    24615.2800    25195.8650    27086.2500    23126.8950    24822.4500    25380.4500    27330.7600    28086.5550    12877.7050        1.6550
    7281.42199     7139.2990     6340.3140     7292.0000     6708.0000     8721.0000     9601.0000    24730.9920    25131.6610    27565.6500    24440.2030    24914.3300    25304.3300    27799.6640    28655.3270    12804.6370        1.6670
    7283.97021     7194.9600     6392.5600     7206.0000     6826.0000     8849.0000     9656.0000    24950.6800    25369.4400    28135.0000    25665.1200    25170.2000    25531.2000    28361.5600    28895.0800    12837.4800        1.6800
    7286.53856     7242.7240     6439.8640     7572.0000     6964.0000     8810.0000     9848.0000    25401.3920    25731.2360    28326.4000    25051.4280    25592.0800    25884.0800    28541.4640    29081.8520    12864.4120        1.6920
    7289.12707     7290.3850     6488.1100     7516.0000     6990.0000     9071.0000    10004.0000    25687.0800    25904.0150    28442.7500    28791.3450    25891.9500    26060.9500    28603.3600    29385.6050    12859.2550        1.7050
    7291.73575     7338.1490     6535.4140     7647.0000     7073.0000     9176.0000    10066.0000    25732.7920    26170.8110    28848.1500    27276.6530    25930.8300    26313.8300    29075.2640    29603.3770    12836.1870        1.7170
    7294.35983     7386.8100     6581.6600     7694.0000     7121.0000     9292.0000    10175.0000    25895.4800    26416.5900    29059.5000    27995.5700    26102.7000    26596.7000    29223.1600    29949.1300    12812.0300        1.7300
    7297.00893     7434.5740     6629.9640     7980.0000     7382.0000     9519.0000    10221.0000    26572.1920    27148.3860    29304.9000    28742.8780    26779.5800    27319.5800    29486.0640    30032.9020    12874.9620        1.7420
    7299.67347     7480.2350     6676.2100     7918.0000     7266.0000     9407.0000    10591.0000    26620.8800    26584.1650    29459.2500    29535.7950    26799.4500    26731.4500    29669.9600    30523.6550    13093.8050        1.7550
    7302.35347     7526.9990     6720.5140     7963.0000     7332.0000     9485.0000    10496.0000    26625.5920    26718.9610    29782.6500    27606.1030    26854.3300    26891.3300    29994.8640    30364.4270    13473.7370        1.7670
    7305.05855     7569.6600     6766.7600     7981.0000     7516.0000     9688.0000    10619.0000    26826.2800    27313.7400    29821.0000    28466.0200    27071.2000    27502.2000    30036.7600    30642.1800    13938.5800        1.7800
    7307.77912     7613.4240     6811.0640     8124.0000     7498.0000     9831.0000    10659.0000    26992.9920    27355.5360    30326.4000    26742.3280    27183.0800    27540.0800    30570.6640    31017.9520    14381.5120        1.7920
    7310.52002     7661.0850     6859.3100     8228.0000     7643.0000     9706.0000    10821.0000    27266.6800    27760.3150    30077.7500    27217.2450    27493.9500    27947.9500    30307.5600    31518.7050    14800.3550        1.8050
    7313.28127     7695.8490     6898.6140     8080.0000     7685.0000     9749.0000    10759.0000    27291.3920    27769.1110    30373.1500    26682.5530    27498.8300    27958.8300    30607.4640    30869.4770    15106.2870        1.8170
    7316.05807     7746.5100     6948.8600     8171.0000     7742.0000     9949.0000    10917.0000    27424.0800    28050.8900    30774.5000    30298.4700    27606.7000    28241.7000    30966.3600    31876.2300    15368.1300        1.8300
    7318.85525     7793.2740     6998.1640     8362.0000     7719.0000    10000.0000    11110.0000    27839.7920    27976.6860    31081.9000    27534.7780    28064.5800    28168.5800    31331.2640    31807.0020    15534.0620        1.8420
    7321.67285     7838.9350     7045.4100     8300.0000     7768.0000    10029.0000    11077.0000    28008.4800    28370.4650    31122.2500    28134.6950    28241.4500    28571.4500    31370.1600    32090.7550    15633.9050        1.8550
    7324.51088     7890.6990     7097.7140     8523.0000     7715.0000    10344.0000    11275.0000    28076.1920    28392.2610    31386.6500    29606.0030    28281.3300    28608.3300    31625.0640    32631.5270    15761.8370        1.8670
    7327.36454     7935.3600     7144.9600     8619.0000     7787.0000    10174.0000    11060.0000    28360.8800    28555.0400    31506.0000    27747.9200    28613.2000    28725.2000    31723.9600    32070.2800    15892.6800        1.8800
    7330.23868     7988.1240     7199.2640     8396.0000     7889.0000    10025.0000    11166.0000    28384.5920    28869.8360    31660.4000    28619.2280    28610.0800    29073.0800    31861.8640    32446.0520    16038.6120        1.8920
    7333.13331     8033.7850     7249.5100     8254.0000     7866.0000    10119.0000    11129.0000    28375.2800    29131.6150    31735.7500    30389.1450    28599.9500    29312.9500    31984.7600    32562.8050    16172.4550        1.9050
    7336.04364     8078.5490     7295.8140     8107.0000     7620.0000    10075.0000    11036.0000    28457.9920    28808.4110    32019.1500    30764.4530    28710.8300    28969.8300    32240.6640    32733.5770    16284.3870        1.9170
    7338.97451     8134.2100     7355.0600     8392.0000     7743.0000    10117.0000    10919.0000    29006.6800    29010.1900    32153.5000    29767.3700    29204.7000    29236.7000    32385.5600    32893.3300    16481.2300        1.9300
    7341.92595     8185.9740     7410.3640     8463.0000     7703.0000    10126.0000    10876.0000    29137.3920    29091.9860    32115.9000    29095.6780    29347.5800    29291.5800    32386.4640    32622.1020    16730.1620        1.9420
    7344.89314     8251.6350     7476.6100     8283.0000     7847.0000    10058.0000    10993.0000    28744.0800    29272.7650    32200.2500    28311.5950    28982.4500    29432.4500    32439.3600    33031.8550    16966.0050        1.9550
    7347.88094     8304.3990     7531.9140     8512.0000     7739.0000    10311.0000    10954.0000    29454.7920    29359.5610    32748.6500    30869.9030    29687.3300    29587.3300    32988.2640    33224.6270    17067.9370        1.9670
    7350.88937     8355.0600     7587.1600     8570.0000     7942.0000    10209.0000    11300.0000    29661.4800    29942.3400    32766.0000    29506.8200    29880.2000    30132.2000    33008.1600    33529.3800    17026.7800        1.9800
    7353.91846     8417.8240     7648.4640     8646.0000     7911.0000    10219.0000    11337.0000    29532.1920    29840.1360    32630.4000    30552.1280    29744.0800    30031.0800    32877.0640    33837.1520    16921.7120        1.9920
    7356.96338     8478.4850     7711.7100     8752.0000     7886.0000    10477.0000    11340.0000    30121.8800    30265.9150    33523.7500    30792.0450    30366.9500    30462.9500    33771.9600    34192.9050    16799.5550        2.0050
    7360.02901     8535.2490     7773.0140     8689.0000     8176.0000    10628.0000    11521.0000    30084.5920    30509.7110    33659.1500    29354.3530    30315.8300    30723.8300    33944.8640    34404.6770    16702.4870        2.0170
    7363.11052     8596.9100     7834.2600     8830.0000     8133.0000    10602.0000    11527.0000    30347.2800    30756.4900    33710.5000    31105.2700    30587.7000    30952.7000    33988.7600    34698.4300    16649.3300        2.0300
    7366.21277     8649.6740     7892.5640     8987.0000     8299.0000    10584.0000    11832.0000    30723.9920    30959.2860    34172.9000    34716.5780    30928.5800    31162.5800    34356.6640    35222.2020    16600.2620        2.0420
    7369.33579     8705.3350     7948.8100     8953.0000     8481.0000    10909.0000    11976.0000    30854.6800    31456.0650    34396.2500    36605.4950    31070.4500    31660.4500    34567.5600    35452.9550    16617.1050        2.0550
    7372.47475     8756.0990     8004.1140     8976.0000     8329.0000    10908.0000    11799.0000    30988.3920    31346.8610    34534.6500    36196.8030    31236.3300    31551.3300    34721.4640    35617.7270    16717.0370        2.0670
    7375.63454     8800.7600     8053.3600     8923.0000     8549.0000    10994.0000    12146.0000    31077.0800    31838.6400    34901.0000    35689.7200    31297.2000    32048.2000    35103.3600    36149.4800    16921.8800        2.0800
    7378.81516     8845.5240     8103.6640     8993.0000     8564.0000    10900.0000    12068.0000    31352.7920    31793.4360    34992.4000    33880.0280    31532.0800    32010.0800    35202.2640    35647.2520    17262.8120        2.0920
    7382.01178     8892.1850     8151.9100     9011.0000     8534.0000    10951.0000    11951.0000    31359.4800    32217.2150    34942.7500    32098.9450    31600.9500    32403.9500    35216.1600    35955.0050    17728.6550        2.1050
    7385.22930     8925.9490     8192.2140     9071.0000     8470.0000    11010.0000    12123.0000    31638.1920    31849.0110    35588.1500    33670.2530    31864.8300    32051.8300    35819.0640    36194.7770    18293.5870        2.1170
    7388.46286     8988.6100     8255.4600     9059.0000     8412.0000    10902.0000    12102.0000    31638.8800    32313.7900    35410.5000    34683.1700    31908.7000    32524.7000    35602.9600    36576.5300    18915.4300        2.1300
    7391.72223     9032.3740     8304.7640     9401.0000     8552.0000    11254.0000    12245.0000    32212.5920    32550.5860    35619.9000    34741.4780    32451.5800    32767.5800    35857.8640    36401.3020    19349.3620        2.1420
    7394.99281     9085.0350     8362.0100     9361.0000     8439.0000    11028.0000    12451.0000    32268.2800    32355.3650    35774.2500    33207.3950    32501.4500    32560.4500    36020.7600    36867.0550    19630.2050        2.1550
    7398.28925     9137.7990     8418.3140     9191.0000     8566.0000    11178.0000    12441.0000    32242.9920    32904.1610    35930.6500    31689.7030    32480.3300    33080.3300    36199.6640    36838.8270    19751.1370        2.1670
    7401.60183     9181.4600     8463.5600     9384.0000     8750.0000    11091.0000    12485.0000    32548.6800    33009.9400    36045.0000    33442.6200    32826.2000    33214.2000    36337.5600    37432.5800    19788.9800        2.1800
    7404.93056     9216.2240     8504.8640     9367.0000     8619.0000    11273.0000    12484.0000    32488.3920    33009.7360    36012.4000    33082.9280    32716.0800    33182.0800    36274.4640    37387.3520    19805.9120        2.1920
    7408.28035     9267.8850     8562.1100     9641.0000     8847.0000    11289.0000    12418.0000    32968.0800    33569.5150    36595.7500    32962.8450    33207.9500    33795.9500    36874.3600    37369.1050    19924.7550        2.2050
    7411.65122     9304.6490     8603.4140     9534.0000     8679.0000    11437.0000    12428.0000    32872.7920    33157.3110    36734.1500    33699.1530    33132.8300    33368.8300    37004.2640    37368.8770    20044.6870        2.2170
    7415.03831     9339.3100     8643.6600     9519.0000     8736.0000    11544.0000    12869.0000    33251.4800    33636.0900    36724.5000    35790.0700    33487.7000    33855.7000    36968.1600    38184.6300    20159.5300        2.2300
    7418.44652     9385.0740     8694.9640     9553.0000     8983.0000    11574.0000    12652.0000    33313.1920    33590.8860    37103.9000    36376.3780    33521.5800    33805.5800    37359.0640    38125.4020    20269.4620        2.2420
    7421.87101     9431.7350     8746.2100     9754.0000     9067.0000    11564.0000    12950.0000    33835.8800    34179.6650    37592.2500    36500.2950    34078.4500    34401.4500    37806.9600    38182.1550    20390.3050        2.2550
    7425.31666     9470.4990     8791.5140     9758.0000     8887.0000    11642.0000    12827.0000    33695.5920    34202.4610    37603.6500    36380.6030    33959.3300    34402.3300    37842.8640    38418.9270    20505.2370        2.2670
    7428.78352     9514.1600     8840.7600     9670.0000     8800.0000    11910.0000    12726.0000    33618.2800    34413.2400    37817.0000    35985.5200    33833.2000    34630.2000    38067.7600    38370.6800    20681.0800        2.2800
    7432.26672     9555.9240     8890.0640     9610.0000     9074.0000    11768.0000    13075.0000    33852.9920    34604.0360    37619.4000    35202.8280    34068.0800    34861.0800    37907.6640    39310.4520    20901.0120        2.2920
    7435.77116     9598.5850     8938.3100    10016.0000     9117.0000    11959.0000    12972.0000    34397.6800    34680.8150    38022.7500    33097.7450    34702.9500    34934.9500    38294.5600    38864.2050    21132.8550        2.3050
    7439.29199     9635.3490     8979.6140     9971.0000     9018.0000    11638.0000    13201.0000    34418.3920    34859.6110    37931.1500    36921.0530    34647.8300    35131.8300    38200.4640    39465.9770    21284.7870        2.3170
    7442.82921     9685.0100     9036.8600     9972.0000     9249.0000    12212.0000    13228.0000    34564.0800    35008.3900    38774.5000    36477.9700    34837.7000    35270.7000    39030.3600    39270.7300    21407.6300        2.3300
    7446.39266     9719.7740     9080.1640     9851.0000     9440.0000    11878.0000    13447.0000    34663.7920    35489.1860    38435.9000    35638.2780    34932.5800    35713.5800    38748.2640    39750.5020    21454.5620        2.3420
    7449.97256     9759.4350     9126.4100     9949.0000     9112.0000    12072.0000    13244.0000    35025.4800    35504.9650    38770.2500    35392.1950    35271.4500    35716.4500    39044.1600    39992.2550    21436.4050        2.3550
    7453.56892     9789.1990     9166.7140    10109.0000     9336.0000    12063.0000    13465.0000    35129.1920    35476.7610    38831.6500    32395.5030    35410.3300    35779.3300    39134.0640    39981.0270    21344.3370        2.3670
    7457.18669     9830.8600     9213.9600    10253.0000     9368.0000    12277.0000    13507.0000    35240.8800    35751.5400    39071.0000    34974.4200    35496.2000    35973.2000    39416.9600    39955.7800    21312.1800        2.3800
    7460.82097     8741.6240     8203.2640     8926.0000     8479.0000    10931.0000    12067.0000    31499.5920    31480.3360    34773.4000    30841.7280    31732.0800    31661.0800    35018.8640    36772.5520    18932.1120        2.3920
    7464.47669     9960.2850     9357.5100    10327.0000     9301.0000    12224.0000    13875.0000    35762.2800    36103.1150    39624.7500    33801.6450    36073.9500    36376.9500    39931.7600    40838.3050    21612.9550        2.4050
    7468.14898     9944.0490     9350.8140    10230.0000     9392.0000    12465.0000    13485.0000    35819.9920    36243.9110    39945.1500    36752.9530    36112.8300    36454.8300    40235.6640    41007.0770    21652.8870        2.4170
    7471.84276    10157.7100     9567.0600    10194.0000     9558.0000    12612.0000    13587.0000    36196.6800    37032.6900    40663.5000    39664.8700    36464.7000    37237.7000    40917.5600    41210.8300    22257.7300        2.4300
    7475.55808    10151.4740     9570.3640    10231.0000     9522.0000    12545.0000    13563.0000    36384.3920    36575.4860    40340.9000    36131.1780    36678.5800    36797.5800    40668.4640    41307.6020    22446.6620        2.4420
    7479.28510    10199.1350     9626.6100    10438.0000     9502.0000    12707.0000    13820.0000    36671.0800    36964.2650    41002.2500    38588.0950    36973.4500    37223.4500    41302.3600    41707.3550    22806.5050        2.4550
    7483.03861    10240.8990     9676.9140    10375.0000     9613.0000    12763.0000    13761.0000    36574.7920    37173.0610    40904.6500    39696.4030    36852.3300    37410.3300    41161.2640    41510.1270    23129.4370        2.4670
    7486.80881    10271.5600     9718.1600    10125.0000     9673.0000    12439.0000    13514.0000    36204.4800    37548.8400    40633.0000    38954.3200    36502.2000    37807.2000    40891.1600    41424.8800    23388.2800        2.4800
    7490.59570    10264.3240     9720.4640    10356.0000     9594.0000    12519.0000    13849.0000    36620.1920    37159.6360    40426.4000    40190.6280    36925.0800    37374.0800    40702.0640    41901.6520    23551.2120        2.4920
    7494.40425    10474.9850     9931.7100    10465.0000     9811.0000    12620.0000    13913.0000    37559.8800    38002.4150    41437.7500    40817.5450    37863.9500    38234.9500    41657.9600    42528.4050    24245.0550        2.5050
    7498.22953    10440.7490     9910.0140    10754.0000     9863.0000    12710.0000    13854.0000    37592.5920    37951.2110    41694.1500    39437.8530    37875.8300    38185.8300    41941.8640    42161.1770    24362.9870        2.5170
    7502.07653    10469.4100     9948.2600    10706.0000     9680.0000    12721.0000    14022.0000    37488.2800    37940.9900    41718.5000    36688.7700    37785.7000    38166.7000    42047.7600    42648.9300    24575.8300        2.5300
    7505.94031    10514.1740    10001.5640    10717.0000     9931.0000    12673.0000    14014.0000    37765.9920    38093.7860    41716.9000    35336.0780    38095.5800    38365.5800    42080.6640    42688.7020    24744.7620        2.5420
    7509.82585    10554.8350    10051.8100    10674.0000     9804.0000    12826.0000    14452.0000    37964.6800    38551.5650    41886.2500    36045.9950    38311.4500    38826.4500    42249.5600    43289.4550    24850.6050        2.5550
    7513.72823    10548.5990    10055.1140    10444.0000     9881.0000    12878.0000    14072.0000    37861.3920    38378.3610    42199.6500    40057.3030    38135.3300    38624.3300    42456.4640    42597.2270    24833.5370        2.5670
    7517.64746    10771.2600    10277.3600    10811.0000    10054.0000    12999.0000    14430.0000    38375.0800    38983.1400    42738.0000    41428.2200    38665.2000    39243.2000    43004.3600    44119.9800    25388.3800        2.5800
    7521.58853    10705.0240    10227.6640    10825.0000     9983.0000    13059.0000    14243.0000    38300.7920    38711.9360    42548.4000    40008.5280    38580.0800    38948.0800    42835.2640    43789.7520    25307.3120        2.5920
    7525.54650    10696.6850    10228.9100    10744.0000     9922.0000    12997.0000    14225.0000    38517.4800    38657.7150    42497.7500    40293.4450    38791.9500    38929.9500    42785.1600    43571.5050    25369.1550        2.6050
    7529.52636    10855.4490    10393.2140    10879.0000    10215.0000    13301.0000    14585.0000    38813.1920    39524.5110    43564.1500    38456.7530    39110.8300    39779.8300    43908.0640    43935.2770    25826.0870        2.6170
    7533.52813    10809.1100    10358.4600    10956.0000    10106.0000    13282.0000    14371.0000    38824.8800    39647.2900    43148.5000    38788.6700    39155.7000    39908.7000    43453.9600    43860.0300    25771.9300        2.6300
