XDAC V1.4 Datafile V1
"Fe_trilayer.002" created on 6/27/11 at 2:22:40 PM on X-23A2
Diffraction element= Si (311).  Ring energy= 2.80 GeV
E0= 7112.00
NUM_REGIONS= 4
SRB= -200 -20 30 60 13k
SRSS= 10 0.25 0.05k 0.05k
SPP= 1 1 1 0.25k
Settling time= 0.20


Offsets= 103.00 58.00 0.00 0.00 0.00 0.00 24.00 17.00 50.00 3391.00 10.00 10.00 8.00 19.00 89.00 0.00
Gains= 8.00 9.00 0.00 0.00 0.00 0.00 8.00 8.00 8.00 8.00 8.00 8.00 8.00 8.00 9.00 1.00
Fe edge of Daniel's KCo hexacyanoferrate/KNi hexacyanochromate/KCo trilayer
N2 in I0, Vortex

--------------------------------------------------------------------------------
        Energy            I0            It         Ifch1         Ifch2         Ifch3         Ifch4       Ifslow1       Ifslow2       Ifslow3       Ifslow4       Iffast1       Iffast2       Iffast3       Iffast4          Iref       IntTime
    7113.99777     4441.0000     3754.0000      351.0000      234.0000      258.0000      249.0000    10131.0000    10418.0000    10700.0000    10806.0000    10168.0000    10448.0000    10707.0000    10261.0000    17749.0000        1.0000
    7114.24974     4440.0000     3754.0000      334.0000      259.0000      307.0000      267.0000    10159.0000    10508.0000    10753.0000    10843.0000    10190.0000    10536.0000    10739.0000    10409.0000    17732.0000        1.0000
    7114.50172     4437.0000     3752.0000      296.0000      242.0000      287.0000      237.0000     9885.0000    10473.0000    10728.0000     9085.0000     9937.0000    10526.0000    10767.0000    10202.0000    17689.0000        1.0000
    7114.74905     4436.0000     3749.0000      330.0000      262.0000      286.0000      238.0000    10150.0000    10583.0000    10698.0000     9484.0000    10197.0000    10616.0000    10738.0000    10187.0000    17652.0000        1.0000
    7115.00105     4441.0000     3757.0000      339.0000      249.0000      287.0000      259.0000     9890.0000    10510.0000    10562.0000     9184.0000     9944.0000    10538.0000    10599.0000    10282.0000    17646.0000        1.0000
    7115.24840     4442.0000     3755.0000      301.0000      247.0000      295.0000      268.0000     9896.0000    10513.0000    10858.0000     9302.0000     9954.0000    10540.0000    10910.0000    10397.0000    17592.0000        1.0000
    7115.50042     4444.0000     3759.0000      315.0000      251.0000      293.0000      233.0000    10159.0000    10408.0000    10773.0000     6939.0000    10228.0000    10452.0000    10858.0000    10313.0000    17539.0000        1.0000
    7115.74779     4443.0000     3757.0000      298.0000      264.0000      282.0000      210.0000    10127.0000    10596.0000    10816.0000     6751.0000    10194.0000    10645.0000    10905.0000    10158.0000    17463.0000        1.0000
    7115.99983     4440.0000     3756.0000      347.0000      268.0000      315.0000      283.0000    10156.0000    10571.0000    10690.0000     9127.0000    10200.0000    10615.0000    10748.0000    10454.0000    17335.0000        1.0000
    7116.25188     4441.0000     3756.0000      320.0000      257.0000      319.0000      245.0000    10201.0000    10506.0000    10735.0000     8036.0000    10240.0000    10547.0000    10797.0000    10315.0000    17201.0000        1.0000
    7116.49928     4440.0000     3756.0000      366.0000      280.0000      312.0000      265.0000    10083.0000    10711.0000    10843.0000     8028.0000    10135.0000    10744.0000    10919.0000    10326.0000    17030.0000        1.0000
    7116.75136     4442.0000     3759.0000      366.0000      265.0000      330.0000      286.0000     9996.0000    10671.0000    10642.0000     9402.0000    10027.0000    10695.0000    10698.0000    10420.0000    16715.0000        1.0000
    7116.99877     4443.0000     3759.0000      378.0000      324.0000      275.0000      287.0000    10306.0000    10486.0000    10746.0000     8796.0000    10356.0000    10530.0000    10798.0000    10475.0000    16310.0000        1.0000
    7117.25087     4439.0000     3757.0000      367.0000      318.0000      360.0000      276.0000    10219.0000    10732.0000    10741.0000     7732.0000    10272.0000    10762.0000    10814.0000    10381.0000    15843.0000        1.0000
    7117.49830     4442.0000     3759.0000      375.0000      293.0000      363.0000      304.0000    10359.0000    10507.0000    10884.0000     8521.0000    10406.0000    10540.0000    10941.0000    10497.0000    15436.0000        1.0000
    7117.75042     4442.0000     3761.0000      406.0000      359.0000      367.0000      329.0000    10225.0000    10823.0000    10851.0000     8083.0000    10269.0000    10879.0000    10918.0000    10460.0000    15039.0000        1.0000
    7117.99787     4443.0000     3761.0000      415.0000      363.0000      420.0000      352.0000    10103.0000    10793.0000    11178.0000     7856.0000    10151.0000    10831.0000    11241.0000    10305.0000    14673.0000        1.0000
    7118.25001     4440.0000     3758.0000      496.0000      383.0000      448.0000      395.0000    10205.0000    10855.0000    10914.0000     7881.0000    10252.0000    10896.0000    10999.0000    10449.0000    14445.0000        1.0000
    7118.50216     4438.0000     3757.0000      502.0000      409.0000      484.0000      468.0000    10332.0000    10596.0000    10990.0000     7898.0000    10386.0000    10620.0000    11064.0000    10580.0000    14212.0000        1.0000
    7118.74964     4438.0000     3757.0000      570.0000      447.0000      549.0000      543.0000    10431.0000    10585.0000    10971.0000     8090.0000    10489.0000    10620.0000    11041.0000    10373.0000    14052.0000        1.0000
    7119.00181     4441.0000     3759.0000      558.0000      486.0000      605.0000      572.0000    10348.0000    10798.0000    11083.0000     9376.0000    10395.0000    10844.0000    11129.0000    10616.0000    13898.0000        1.0000
    7119.24931     4437.0000     3757.0000      613.0000      509.0000      627.0000      592.0000    10370.0000    10786.0000    11105.0000     9520.0000    10429.0000    10818.0000    11153.0000    10603.0000    13699.0000        1.0000
    7119.50150     4438.0000     3759.0000      579.0000      517.0000      545.0000      552.0000    10295.0000    10825.0000    11063.0000     9501.0000    10352.0000    10867.0000    11115.0000    10535.0000    13547.0000        1.0000
    7119.74903     4439.0000     3758.0000      586.0000      476.0000      559.0000      536.0000    10489.0000    10897.0000    11167.0000     9834.0000    10540.0000    10941.0000    11205.0000    10411.0000    13403.0000        1.0000
    7120.00123     4433.0000     3755.0000      553.0000      458.0000      481.0000      518.0000    10520.0000    10961.0000    11119.0000     9909.0000    10573.0000    10993.0000    11172.0000    10632.0000    13261.0000        1.0000
    7120.24878     4440.0000     3760.0000      516.0000      421.0000      518.0000      465.0000    10267.0000    10758.0000    11083.0000    10625.0000    10305.0000    10780.0000    11122.0000    10591.0000    13189.0000        1.0000
    7120.50101     4440.0000     3761.0000      537.0000      488.0000      495.0000      466.0000    10339.0000    10793.0000    11040.0000    10553.0000    10366.0000    10815.0000    11072.0000    10511.0000    13107.0000        1.0000
    7120.74858     4441.0000     3761.0000      583.0000      478.0000      584.0000      596.0000    10345.0000    11065.0000    11221.0000    11062.0000    10391.0000    11093.0000    11257.0000    10868.0000    13058.0000        1.0000
    7121.00082     4442.0000     3763.0000      590.0000      531.0000      690.0000      596.0000    10487.0000    10776.0000    11378.0000    10585.0000    10537.0000    10808.0000    11421.0000    10818.0000    13014.0000        1.0000
    7121.24841     4439.0000     3760.0000      674.0000      606.0000      715.0000      727.0000    10444.0000    10949.0000    11165.0000    11061.0000    10505.0000    10971.0000    11206.0000    10854.0000    12975.0000        1.0000
    7121.50068     4442.0000     3763.0000      766.0000      616.0000      753.0000      823.0000    10455.0000    10979.0000    11425.0000    10795.0000    10497.0000    11022.0000    11451.0000    10942.0000    12964.0000        1.0000
    7121.74828     4440.0000     3762.0000      789.0000      679.0000      791.0000      856.0000    10573.0000    11209.0000    11365.0000     8815.0000    10622.0000    11253.0000    11423.0000    11075.0000    12934.0000        1.0000
    7122.00057     4439.0000     3761.0000      861.0000      746.0000      945.0000      877.0000    10665.0000    11127.0000    11445.0000     9118.0000    10727.0000    11175.0000    11525.0000    11037.0000    12913.0000        1.0000
    7122.24820     4444.0000     3764.0000      871.0000      730.0000      894.0000      973.0000    10796.0000    11017.0000    11376.0000    11025.0000    10853.0000    11048.0000    11433.0000    11392.0000    12887.0000        1.0000
    7122.50051     4444.0000     3765.0000      878.0000      784.0000      925.0000      937.0000    10766.0000    11274.0000    11507.0000    10751.0000    10817.0000    11318.0000    11545.0000    11298.0000    12826.0000        1.0000
    7122.74816     4440.0000     3762.0000      834.0000      720.0000      982.0000     1022.0000    10906.0000    11198.0000    11600.0000    10717.0000    10951.0000    11252.0000    11642.0000    11252.0000    12713.0000        1.0000
    7123.00048     4442.0000     3764.0000      850.0000      765.0000      983.0000      953.0000    10586.0000    11129.0000    11478.0000     9622.0000    10646.0000    11171.0000    11533.0000    11128.0000    12600.0000        1.0000
    7123.24815     4443.0000     3765.0000      890.0000      709.0000      909.0000      963.0000    10920.0000    11249.0000    11544.0000    10892.0000    10971.0000    11288.0000    11594.0000    11045.0000    12450.0000        1.0000
    7123.50050     4441.0000     3765.0000      919.0000      694.0000      942.0000      970.0000    10902.0000    11031.0000    11548.0000    11125.0000    10968.0000    11070.0000    11593.0000    11235.0000    12277.0000        1.0000
    7123.74819     4443.0000     3765.0000      877.0000      765.0000     1012.0000      980.0000    10844.0000    11141.0000    11642.0000    10192.0000    10906.0000    11160.0000    11681.0000    11187.0000    12053.0000        1.0000
    7124.00056     4443.0000     3766.0000      937.0000      762.0000      992.0000     1027.0000    11041.0000    11195.0000    11599.0000    10214.0000    11114.0000    11236.0000    11673.0000    11255.0000    11874.0000        1.0000
    7124.24826     4443.0000     3766.0000      887.0000      776.0000      932.0000     1026.0000    10816.0000    11114.0000    11601.0000    11015.0000    10847.0000    11141.0000    11654.0000    11270.0000    11679.0000        1.0000
    7124.50066     4437.0000     3762.0000      889.0000      796.0000      995.0000      992.0000    10794.0000    11211.0000    11388.0000    11503.0000    10852.0000    11266.0000    11400.0000    11321.0000    11476.0000        1.0000
    7124.74838     4442.0000     3766.0000      960.0000      789.0000     1010.0000     1004.0000    10833.0000    11113.0000    11654.0000    11321.0000    10873.0000    11147.0000    11677.0000    11099.0000    11296.0000        1.0000
    7125.00079     4443.0000     3766.0000      990.0000      829.0000     1073.0000     1027.0000    10756.0000    11295.0000    11746.0000     9835.0000    10807.0000    11343.0000    11808.0000    11221.0000    11073.0000        1.0000
    7125.24854     4437.0000     3762.0000      938.0000      864.0000     1090.0000     1064.0000    10847.0000    11335.0000    11652.0000    10377.0000    10890.0000    11381.0000    11709.0000    11507.0000    10825.0000        1.0000
    7125.50097     4440.0000     3764.0000     1105.0000      944.0000     1204.0000     1218.0000    10845.0000    11403.0000    11621.0000    10817.0000    10889.0000    11448.0000    11640.0000    11599.0000    10550.0000        1.0000
    7125.74874     4436.0000     3762.0000     1074.0000      909.0000     1125.0000     1310.0000    10948.0000    11352.0000    11734.0000    10143.0000    11021.0000    11396.0000    11799.0000    11582.0000    10336.0000        1.0000
    7126.00119     4437.0000     3763.0000     1010.0000      955.0000     1140.0000     1260.0000    10939.0000    11426.0000    11708.0000    11159.0000    10992.0000    11453.0000    11773.0000    11452.0000    10152.0000        1.0000
    7126.24898     4441.0000     3767.0000     1151.0000      956.0000     1280.0000     1293.0000    11085.0000    11399.0000    12014.0000    12116.0000    11139.0000    11450.0000    12076.0000    11632.0000     9965.0000        1.0000
    7126.50145     4433.0000     3760.0000     1116.0000      980.0000     1240.0000     1292.0000    10890.0000    11357.0000    11949.0000    11358.0000    10941.0000    11425.0000    11983.0000    11687.0000     9747.0000        1.0000
    7126.74925     4439.0000     3766.0000     1093.0000      977.0000     1270.0000     1295.0000    11076.0000    11494.0000    11735.0000    10659.0000    11158.0000    11548.0000    11795.0000    11676.0000     9602.0000        1.0000
    7127.00175     4437.0000     3764.0000     1105.0000     1007.0000     1283.0000     1268.0000    10914.0000    11552.0000    11991.0000    11624.0000    10966.0000    11605.0000    12038.0000    11685.0000     9424.0000        1.0000
    7127.24957     4437.0000     3764.0000     1135.0000     1019.0000     1277.0000     1327.0000    11057.0000    11542.0000    11827.0000    11540.0000    11111.0000    11585.0000    11885.0000    11818.0000     9288.0000        1.0000
    7127.50209     4434.0000     3762.0000     1194.0000     1039.0000     1340.0000     1367.0000    11025.0000    11544.0000    11823.0000    11629.0000    11072.0000    11589.0000    11888.0000    11899.0000     9149.0000        1.0000
    7127.74993     4429.0000     3758.0000     1254.0000     1154.0000     1424.0000     1472.0000    11239.0000    11614.0000    12018.0000    11454.0000    11303.0000    11654.0000    12053.0000    11871.0000     9001.0000        1.0000
    7127.99779     4430.0000     3757.0000     1288.0000     1185.0000     1433.0000     1518.0000    11155.0000    11732.0000    12236.0000    11497.0000    11213.0000    11770.0000    12283.0000    11965.0000     8927.0000        1.0000
    7128.25033     4430.0000     3758.0000     1365.0000     1229.0000     1468.0000     1532.0000    11439.0000    11734.0000    12210.0000    12054.0000    11492.0000    11769.0000    12283.0000    12032.0000     8825.0000        1.0000
    7128.49821     4430.0000     3758.0000     1403.0000     1239.0000     1668.0000     1628.0000    11548.0000    11679.0000    12409.0000    12220.0000    11598.0000    11712.0000    12444.0000    11993.0000     8747.0000        1.0000
    7128.75077     4428.0000     3756.0000     1494.0000     1270.0000     1631.0000     1819.0000    11520.0000    11743.0000    12321.0000    11517.0000    11573.0000    11807.0000    12386.0000    12311.0000     8659.0000        1.0000
    7128.99867     4424.0000     3753.0000     1533.0000     1385.0000     1855.0000     1883.0000    11400.0000    11854.0000    12724.0000    11439.0000    11456.0000    11892.0000    12787.0000    12155.0000     8578.0000        1.0000
    7129.25125     4424.0000     3753.0000     1648.0000     1517.0000     2000.0000     2070.0000    11622.0000    12186.0000    12738.0000    12097.0000    11708.0000    12227.0000    12774.0000    12533.0000     8514.0000        1.0000
    7129.49917     4424.0000     3752.0000     1826.0000     1708.0000     2093.0000     2246.0000    11884.0000    12374.0000    12709.0000    12683.0000    11960.0000    12420.0000    12758.0000    12683.0000     8437.0000        1.0000
    7129.75177     4426.0000     3752.0000     1992.0000     1799.0000     2337.0000     2427.0000    11998.0000    12500.0000    13055.0000    13716.0000    12071.0000    12551.0000    13082.0000    13109.0000     8365.0000        1.0000
    7129.99971     4424.0000     3749.0000     2145.0000     1908.0000     2451.0000     2689.0000    12398.0000    12490.0000    13238.0000    14335.0000    12465.0000    12526.0000    13273.0000    13281.0000     8294.0000        1.0000
    7130.25234     4425.0000     3751.0000     2359.0000     2171.0000     2617.0000     2816.0000    12784.0000    12746.0000    13668.0000    14409.0000    12873.0000    12822.0000    13694.0000    13296.0000     8251.0000        1.0000
    7130.50029     4427.0000     3750.0000     2434.0000     2348.0000     2842.0000     3142.0000    12721.0000    13035.0000    13687.0000    14421.0000    12785.0000    13106.0000    13732.0000    13842.0000     8192.0000        1.0000
    7130.74826     4393.0000     3720.0000     2662.0000     2414.0000     3317.0000     3442.0000    12808.0000    13068.0000    14226.0000    15018.0000    12884.0000    13115.0000    14275.0000    14115.0000     8075.0000        1.0000
    7131.00091     4305.0000     3644.0000     2861.0000     2518.0000     3272.0000     3546.0000    12770.0000    12960.0000    14006.0000    15067.0000    12854.0000    13031.0000    14043.0000    14139.0000     7865.0000        1.0000
    7131.24890     4375.0000     3701.0000     3070.0000     2966.0000     3665.0000     4110.0000    13208.0000    13787.0000    14613.0000    14968.0000    13287.0000    13842.0000    14696.0000    14982.0000     7929.0000        1.0000
    7131.50158     4403.0000     3725.0000     3385.0000     3122.0000     4077.0000     4501.0000    13656.0000    14072.0000    15207.0000    15075.0000    13741.0000    14165.0000    15280.0000    15450.0000     7920.0000        1.0000
    7131.74958     4406.0000     3724.0000     3717.0000     3302.0000     4340.0000     4747.0000    14128.0000    14387.0000    15454.0000    15394.0000    14220.0000    14500.0000    15547.0000    15756.0000     7871.0000        1.0000
    7132.00228     4405.0000     3723.0000     3997.0000     3652.0000     4799.0000     5130.0000    14341.0000    14603.0000    16034.0000    16239.0000    14426.0000    14674.0000    16140.0000    16301.0000     7803.0000        1.0000
    7132.25030     4404.0000     3720.0000     4265.0000     3959.0000     5196.0000     5785.0000    14722.0000    14991.0000    16421.0000    16897.0000    14816.0000    15097.0000    16500.0000    17173.0000     7738.0000        1.0000
    7132.49834     4404.0000     3718.0000     4743.0000     4423.0000     5436.0000     6127.0000    15297.0000    15663.0000    16982.0000    16284.0000    15419.0000    15765.0000    17115.0000    17676.0000     7674.0000        1.0000
    7132.75107     4405.0000     3716.0000     4933.0000     4722.0000     5876.0000     6663.0000    15525.0000    15998.0000    17215.0000    17787.0000    15657.0000    16107.0000    17327.0000    18256.0000     7610.0000        1.0000
    7132.99912     4403.0000     3713.0000     5355.0000     4935.0000     6229.0000     7068.0000    16051.0000    16281.0000    17741.0000    16758.0000    16183.0000    16386.0000    17878.0000    18387.0000     7530.0000        1.0000
    7133.25187     4395.0000     3705.0000     5703.0000     5198.0000     6859.0000     7487.0000    16479.0000    16634.0000    18426.0000    19324.0000    16622.0000    16745.0000    18537.0000    19542.0000     7431.0000        1.0000
    7133.49995     4400.0000     3707.0000     6070.0000     5636.0000     7161.0000     7901.0000    16793.0000    17031.0000    18843.0000    18551.0000    16936.0000    17149.0000    18986.0000    19778.0000     7359.0000        1.0000
    7133.74803     4399.0000     3702.0000     6315.0000     5870.0000     7711.0000     8524.0000    16993.0000    17367.0000    19330.0000    18118.0000    17129.0000    17514.0000    19490.0000    20425.0000     7268.0000        1.0000
    7134.00081     4396.0000     3700.0000     6322.0000     6142.0000     8056.0000     8791.0000    17289.0000    17652.0000    19687.0000    19792.0000    17445.0000    17784.0000    19847.0000    20907.0000     7191.0000        1.0000
    7134.24891     4395.0000     3696.0000     6736.0000     6383.0000     8110.0000     8852.0000    17719.0000    17858.0000    19992.0000    21086.0000    17882.0000    18005.0000    20118.0000    20877.0000     7110.0000        1.0000
    7134.50171     4391.0000     3693.0000     6941.0000     6405.0000     8359.0000     9258.0000    17952.0000    17843.0000    20162.0000    21288.0000    18087.0000    17994.0000    20307.0000    21477.0000     7023.0000        1.0000
    7134.74984     4382.0000     3685.0000     7049.0000     6514.0000     8391.0000     9401.0000    17975.0000    18142.0000    20211.0000    22107.0000    18128.0000    18284.0000    20313.0000    21562.0000     6921.0000        1.0000
    7134.99797     4300.0000     3616.0000     6803.0000     6608.0000     8247.0000     8974.0000    17607.0000    17947.0000    19871.0000    21405.0000    17758.0000    18112.0000    19997.0000    20978.0000     6721.0000        1.0000
    7135.25080     4315.0000     3630.0000     6843.0000     6417.0000     8336.0000     9235.0000    17651.0000    17683.0000    20077.0000    21623.0000    17783.0000    17785.0000    20147.0000    21259.0000     6672.0000        1.0000
    7135.49896     4374.0000     3680.0000     6994.0000     6459.0000     8427.0000     9071.0000    17839.0000    17993.0000    20241.0000    22097.0000    17992.0000    18138.0000    20372.0000    21239.0000     6710.0000        1.0000
    7135.75181     4378.0000     3683.0000     6985.0000     6502.0000     8290.0000     9250.0000    17814.0000    17966.0000    20166.0000    22292.0000    17968.0000    18122.0000    20255.0000    21352.0000     6673.0000        1.0000
    7135.99998     4376.0000     3684.0000     6782.0000     6286.0000     8070.0000     8869.0000    17913.0000    17657.0000    19813.0000    21685.0000    18062.0000    17815.0000    19943.0000    20890.0000     6630.0000        1.0000
    7136.24817     4381.0000     3688.0000     6591.0000     6072.0000     7772.0000     8594.0000    17347.0000    17551.0000    19552.0000    19992.0000    17503.0000    17685.0000    19712.0000    20666.0000     6609.0000        1.0000
    7136.50105     4380.0000     3690.0000     6135.0000     5958.0000     7547.0000     8212.0000    16825.0000    17424.0000    19308.0000    18965.0000    16953.0000    17528.0000    19446.0000    20071.0000     6591.0000        1.0000
    7136.74925     4380.0000     3691.0000     6076.0000     5646.0000     7227.0000     8076.0000    16650.0000    17126.0000    18916.0000    18301.0000    16793.0000    17242.0000    19103.0000    19834.0000     6594.0000        1.0000
    7137.00215     4380.0000     3694.0000     5626.0000     5430.0000     7173.0000     7698.0000    16257.0000    16911.0000    18767.0000    17801.0000    16386.0000    17021.0000    18897.0000    19393.0000     6614.0000        1.0000
    7137.25037     4378.0000     3695.0000     5584.0000     5317.0000     6838.0000     7359.0000    16437.0000    16498.0000    18605.0000    16926.0000    16580.0000    16605.0000    18751.0000    18764.0000     6645.0000        1.0000
    7137.49861     4380.0000     3698.0000     5378.0000     4992.0000     6450.0000     7003.0000    15823.0000    16402.0000    17957.0000    17275.0000    15969.0000    16486.0000    18100.0000    18737.0000     6676.0000        1.0000
    7137.75154     4380.0000     3700.0000     5099.0000     4746.0000     6152.0000     6826.0000    15723.0000    16012.0000    17586.0000    17846.0000    15819.0000    16137.0000    17662.0000    18215.0000     6731.0000        1.0000
    7137.99979     4376.0000     3698.0000     4935.0000     4448.0000     5925.0000     6486.0000    15536.0000    15500.0000    17531.0000    17024.0000    15659.0000    15602.0000    17639.0000    18042.0000     6791.0000        1.0000
    7138.24806     4378.0000     3702.0000     4862.0000     4394.0000     5682.0000     6194.0000    15429.0000    15256.0000    17174.0000    17005.0000    15550.0000    15344.0000    17287.0000    17541.0000     6850.0000        1.0000
    7138.50102     4378.0000     3704.0000     4671.0000     4332.0000     5556.0000     6019.0000    15180.0000    15366.0000    16825.0000    16040.0000    15278.0000    15482.0000    16941.0000    17380.0000     6906.0000        1.0000
    7138.74930     4377.0000     3704.0000     4485.0000     4122.0000     5426.0000     5910.0000    14753.0000    15124.0000    16688.0000    16026.0000    14845.0000    15217.0000    16789.0000    17210.0000     6963.0000        1.0000
    7139.00228     4379.0000     3707.0000     4291.0000     3951.0000     5071.0000     5583.0000    14823.0000    14888.0000    16498.0000    16158.0000    14948.0000    14965.0000    16586.0000    16932.0000     7038.0000        1.0000
    7139.25059     4376.0000     3704.0000     4091.0000     3750.0000     4932.0000     5441.0000    14454.0000    14496.0000    16075.0000    16200.0000    14563.0000    14570.0000    16149.0000    16655.0000     7105.0000        1.0000
    7139.49890     4378.0000     3707.0000     3988.0000     3630.0000     4760.0000     5278.0000    14351.0000    14544.0000    15989.0000    15850.0000    14453.0000    14640.0000    16100.0000    16564.0000     7178.0000        1.0000
    7139.75192     4378.0000     3709.0000     3841.0000     3590.0000     4631.0000     5032.0000    14030.0000    14466.0000    15828.0000    15785.0000    14117.0000    14530.0000    15911.0000    16117.0000     7249.0000        1.0000
    7140.00025     4377.0000     3711.0000     3839.0000     3494.0000     4612.0000     4851.0000    14236.0000    14391.0000    15819.0000    15884.0000    14328.0000    14482.0000    15889.0000    15946.0000     7295.0000        1.0000
    7140.24860     4378.0000     3712.0000     3786.0000     3462.0000     4364.0000     4928.0000    14061.0000    14448.0000    15787.0000    16210.0000    14143.0000    14520.0000    15844.0000    16084.0000     7360.0000        1.0000
    7140.50164     4378.0000     3713.0000     3559.0000     3369.0000     4384.0000     4654.0000    14012.0000    14389.0000    15487.0000    15614.0000    14109.0000    14444.0000    15569.0000    15796.0000     7398.0000        1.0000
    7140.75000     4378.0000     3714.0000     3556.0000     3223.0000     4101.0000     4805.0000    13838.0000    14050.0000    15080.0000    15565.0000    13925.0000    14140.0000    15156.0000    15723.0000     7438.0000        1.0000
    7140.99838     4377.0000     3713.0000     3615.0000     3256.0000     4159.0000     4645.0000    13951.0000    14107.0000    15108.0000    16169.0000    14048.0000    14189.0000    15162.0000    15657.0000     7473.0000        1.0000
    7141.25145     4377.0000     3714.0000     3482.0000     3256.0000     4118.0000     4489.0000    13709.0000    14115.0000    15107.0000    16502.0000    13795.0000    14163.0000    15159.0000    15648.0000     7518.0000        1.0000
    7141.49984     4377.0000     3715.0000     3420.0000     3194.0000     4110.0000     4432.0000    13756.0000    13844.0000    15406.0000    16462.0000    13827.0000    13926.0000    15449.0000    15454.0000     7545.0000        1.0000
    7141.74825     4379.0000     3715.0000     3300.0000     3072.0000     4044.0000     4483.0000    13583.0000    13760.0000    15062.0000    16222.0000    13651.0000    13829.0000    15114.0000    15498.0000     7576.0000        1.0000
    7143.07949     4378.0000     3717.0000     3300.0000     3113.0000     3791.0000     4411.0000    13517.0000    13914.0000    14790.0000    15926.0000    13587.0000    13996.0000    14833.0000    15501.0000     7627.0000        1.0000
    7144.17657     4376.0000     3717.0000     3484.0000     3173.0000     4097.0000     4494.0000    13779.0000    13955.0000    15246.0000    16274.0000    13849.0000    14027.0000    15301.0000    15495.0000     7575.0000        1.0000
    7145.29260     4375.0000     3716.0000     3669.0000     3457.0000     4489.0000     4775.0000    14135.0000    14299.0000    15391.0000    16315.0000    14218.0000    14374.0000    15441.0000    15668.0000     7466.0000        1.0000
    7146.42759     4377.0000     3716.0000     4045.0000     3877.0000     4886.0000     5378.0000    14409.0000    15115.0000    16044.0000    16891.0000    14520.0000    15184.0000    16090.0000    16532.0000     7377.0000        1.0000
    7147.58155     4374.0000     3713.0000     4521.0000     4296.0000     5376.0000     5924.0000    14976.0000    15395.0000    16806.0000    17936.0000    15099.0000    15469.0000    16886.0000    17450.0000     7315.0000        1.0000
    7148.75919     4375.0000     3710.0000     4928.0000     4524.0000     5970.0000     6592.0000    15469.0000    15726.0000    17224.0000    18132.0000    15591.0000    15830.0000    17305.0000    18119.0000     7324.0000        1.0000
    7149.95112     4374.0000     3709.0000     5396.0000     4812.0000     6333.0000     6899.0000    16162.0000    15960.0000    17931.0000    17708.0000    16269.0000    16056.0000    18042.0000    18449.0000     7362.0000        1.0000
    7151.16206     4372.0000     3708.0000     5454.0000     5179.0000     6556.0000     7226.0000    16057.0000    16446.0000    18113.0000    19120.0000    16182.0000    16544.0000    18222.0000    18909.0000     7382.0000        1.0000
    7152.39202     4367.0000     3704.0000     5677.0000     5223.0000     6827.0000     7342.0000    16299.0000    16391.0000    18641.0000    18526.0000    16444.0000    16511.0000    18753.0000    19088.0000     7333.0000        1.0000
    7153.64569     4361.0000     3699.0000     5659.0000     5328.0000     6807.0000     7406.0000    16510.0000    16535.0000    18620.0000    17109.0000    16648.0000    16675.0000    18775.0000    19178.0000     7199.0000        1.0000
    7154.91370     4360.0000     3701.0000     5641.0000     5393.0000     6845.0000     7610.0000    16294.0000    16648.0000    18384.0000    17387.0000    16411.0000    16745.0000    18521.0000    19097.0000     7054.0000        1.0000
    7156.20076     4358.0000     3700.0000     5732.0000     5332.0000     6861.0000     7664.0000    16302.0000    16486.0000    18475.0000    17850.0000    16445.0000    16579.0000    18650.0000    19450.0000     6956.0000        1.0000
    7157.50688     4289.0000     3643.0000     5725.0000     5170.0000     6720.0000     7431.0000    16149.0000    16262.0000    17979.0000    16477.0000    16285.0000    16397.0000    18136.0000    18979.0000     6784.0000        1.0000
    7158.83676     4352.0000     3698.0000     5591.0000     5183.0000     6698.0000     7366.0000    16201.0000    16374.0000    18113.0000    17461.0000    16343.0000    16473.0000    18259.0000    18927.0000     6848.0000        1.0000
    7160.18103     4352.0000     3702.0000     5407.0000     5101.0000     6541.0000     7334.0000    15992.0000    16271.0000    18261.0000    16334.0000    16153.0000    16419.0000    18399.0000    18945.0000     6827.0000        1.0000
    7161.54439     4354.0000     3706.0000     5330.0000     4790.0000     6354.0000     6938.0000    16116.0000    16098.0000    17715.0000    15791.0000    16248.0000    16218.0000    17845.0000    18402.0000     6851.0000        1.0000
    7162.92686     4355.0000     3711.0000     5107.0000     4737.0000     6123.0000     6668.0000    15651.0000    15930.0000    17600.0000    15630.0000    15782.0000    16054.0000    17735.0000    18167.0000     6892.0000        1.0000
    7164.32845     4338.0000     3698.0000     5026.0000     4527.0000     5775.0000     6423.0000    15580.0000    15647.0000    17268.0000    16887.0000    15678.0000    15736.0000    17365.0000    17921.0000     6904.0000        1.0000
    7165.75386     4338.0000     3703.0000     4598.0000     4111.0000     5606.0000     6079.0000    15099.0000    15233.0000    16822.0000    16279.0000    15195.0000    15334.0000    16935.0000    17416.0000     6924.0000        1.0000
    7167.19372     4340.0000     3708.0000     4527.0000     4260.0000     5617.0000     5891.0000    14851.0000    15284.0000    16958.0000    17189.0000    14982.0000    15397.0000    17047.0000    17039.0000     6942.0000        1.0000
    7168.65274     4337.0000     3707.0000     4241.0000     4009.0000     5188.0000     5658.0000    14744.0000    14987.0000    16528.0000    16285.0000    14842.0000    15083.0000    16636.0000    16675.0000     6954.0000        1.0000
    7170.13092     4334.0000     3708.0000     4218.0000     3857.0000     4902.0000     5507.0000    14742.0000    14840.0000    16146.0000    15415.0000    14837.0000    14937.0000    16247.0000    16777.0000     6987.0000        1.0000
