# 1-D Scan File created by LabVIEW Control Panel  7/9/2019  1:00:29 PM; Scan time 0 hrs 9 min 56 sec. 
#
# Beamline 9 BM
#
# User Comment:
#
#
# Scan config: 
#                 E0: 6537.67 eV   442 points
#        Scan bounds:  -250.00 -15.00 30.00 855.51 (14.98 (k))
#       Scan step(s):  5.00 0.30 0.05
#  Integration times:  1.00 1.00 1.00    kwgt in EXAFS region: 0.0 
#
# Amplifier Sensitivities:
# I0-32: 100 nA/V  It-32: 1 nA/V  Iref-32: 5 nA/V  If-32: 200 pA/V  V-up: 200 pA/V  V-dn: 200 pA/V  H-inb: 200 pA/V  H-outb: 200 pA/V  
#
# Analog Input Voltages at start/end of scan:
# I0-32: 1.399/1.581  It-32: 2.231/7.234  Iref-32: 0.339/1.122  If-32: 2.643/2.413  
#
# Mono Info:
# 
#
# ID Info:
# 
#
# Slit Info:
# C Slits:  Center is at 802.5 (H), 1550.2 (V)   Size is 1000.1 wide x 1000.1 high
# B Slits:  Center is at 0.6 (H), 1.0 (V)   Size is 20.0 wide x 20.0 high
# WB Slits:  Center is at -2.0 (H), -0.6 (V)   Size is 15.0 wide x 0.5 high
#
# Motor Positions:
# C-SampleH (9bmc:m7): 24.500345 C-SampleV (9bmc:m16): 24.809583 Bsample X (9bmb:m4): -3.530523 Bsample Y (9bmb:m6): -0.002035 
#
# Detector Names/PVs:
# SIS scaler time preset/9bmc:scaler2.TP  SIS Scaler Integration time/9bmc:scaler2.T  I0-32/9bmc:scaler2_netA.B  It-32/9bmc:scaler2_netA.C  Iref-32/9bmc:scaler2_netA.D  
# If-32/9bmc:scaler2_netA.E  
#
# Positioner names/Drive PVs/Readback PVs:
# Mono Energy */9bmmono:En:Energy.VAL/9bmmono:En:E_RBV.VAL  Scaler preset time */9bmc:scaler2.TP/  
# Here is a readable list of column headings:
#  1) Mono Energy *        
#  2) Scaler preset time * 
#  3) SIS scaler time prese
#  4) SIS Scaler Integratio
#  5) I0-32                
#  6) It-32                
#  7) Iref-32              
#  8) If-32                
#
# Column Headings:
#Mono Energy *        Scaler preset time * SIS scaler time preseSIS Scaler IntegratioI0-32                It-32                Iref-32              If-32                
        6287.67102626            1.00000000            1.00000000            1.00000012      5761149.50000000      8508954.00000000       811307.75000000     12968700.00000000 
        6292.67102669            1.00000000            1.00000000            1.00000012      5785112.50000000      8632170.00000000       824447.75000000     12972060.00000000 
        6297.67181568            1.00000000            1.00000000            1.00000012      5798149.50000000      8735068.00000000       835635.75000000     12963325.00000000 
        6302.67083600            1.00000000            1.00000000            1.00000000      5818734.50000000      8856915.00000000       848292.81250000     12985223.00000000 
        6307.67060123            1.00000000            1.00000000            1.00000000      5838828.50000000      8975870.00000000       861168.81250000     12994014.00000000 
        6312.67109369            1.00000000            1.00000000            1.00000000      5849972.50000000      9086913.00000000       873855.81250000     12987174.00000000 
        6317.66974318            1.00000000            1.00000000            1.00000012      5848660.50000000      9172324.00000000       883236.75000000     12964750.00000000 
        6322.67163254            1.00000000            1.00000000            1.00000012      5848820.50000000      9267054.00000000       893939.75000000     12935053.00000000 
        6327.67163473            1.00000000            1.00000000            1.00000012      5861276.50000000      9378057.00000000       906057.75000000     12940881.00000000 
        6332.66971899            1.00000000            1.00000000            1.00000012      5881354.50000000      9503283.00000000       920526.75000000     12956868.00000000 
        6337.67099357            1.00000000            1.00000000            1.00000012      5880839.50000000      9599763.00000000       930618.75000000     12929780.00000000 
        6342.67030561            1.00000000            1.00000000            1.00000012      5892098.50000000      9714055.00000000       943853.75000000     12921446.00000000 
        6347.67020222            1.00000000            1.00000000            1.00000012      5896048.50000000      9811026.00000000       954769.75000000     12902893.00000000 
        6352.67066520            1.00000000            1.00000000            1.00000000      5909364.50000000      9930868.00000000       968064.81250000     12898616.00000000 
        6357.67167628            1.00000000            1.00000000            1.00000012      5924780.50000000     10049392.00000000       981714.75000000     12907861.00000000 
        6362.67062620            1.00000000            1.00000000            1.00000012      5929644.50000000     10156520.00000000       993285.75000000     12891977.00000000 
        6367.67007891            1.00000000            1.00000000            1.00000012      5942895.50000000     10278703.00000000      1007327.75000000     12879815.00000000 
        6372.67001595            1.00000000            1.00000000            1.00000012      5957310.50000000     10400186.00000000      1021327.75000000     12894602.00000000 
        6377.67041879            1.00000000            1.00000000            1.00000012      5971158.50000000     10519838.00000000      1034988.75000000     12885367.00000000 
        6382.67126884            1.00000000            1.00000000            1.00000012      5985685.50000000     10647191.00000000      1049025.75000000     12886891.00000000 
        6387.66993503            1.00000000            1.00000000            1.00000012      5992430.50000000     10762230.00000000      1062290.75000000     12864423.00000000 
        6392.67161917            1.00000000            1.00000000            1.00000012      6018462.50000000     10913290.00000000      1078865.75000000     12887468.00000000 
