MRCAT_XAFS V0.4 Datafile
"Mn_MnO2_5B_kapton.002" created at APS 10BM on Tue Jul  9 15:35:15 2019 CDT
Ring energy= 7.00 GeV
E0= 6540.00
NUM_REGIONS= 1
SRB= 6390
SRSS= 0.35
SPP= 0.1
Settling time= 0


Offsets= 11317.00 11302.00 26173.00 14775.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
Gains= 8.00 8.00 10.00 9.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
MnO2 5B kapton tape
3000 x 806
4 layers
------------------------------------------------------------------------------------------------
   energy       Io       It     Iref       If 
 7104.8273  87460 79330 6140 -10
 7105.1892  87390 79280 6300 0
 7105.5534  87370 79290 6560 10
 7105.9197  87470 79470 6160 10
 7106.2838  87470 79430 6200 0
 7106.6502  87520 79510 6440 0
 7107.0188  87430 79500 6340 0
 7107.3895  87540 79570 6380 0
 7107.7539  87430 79540 6290 10
 7108.1183  87640 79760 6340 10
 7108.4891  87400 79560 6150 0
 7108.8514  87620 79700 6520 0
 7109.2138  87510 79680 6210 0
 7109.5805  87600 79840 6130 10
 7109.9451  87650 79870 6370 20
 7110.3054  87500 79780 6320 -20
 7110.6679  87540 79860 6390 0
 7111.0326  87470 79850 6370 10
 7111.3995  87660 80070 6380 20
 7111.7664  87470 79910 6450 10
 7112.1334  87500 79970 6390 -10
 7112.5047  87480 80000 6350 0
 7112.8739  87520 80040 6420 0
 7113.2388  87420 79960 6370 10
 7113.6016  87560 80170 6390 -10
 7113.9645  87550 80170 6410 0
 7114.3296  87520 80210 6410 0
 7114.6968  87640 80340 6470 0
 7115.0555  87550 80250 6450 10
 7115.4185  87590 80310 6450 10
 7115.7859  87480 80210 6310 -10
 7116.1511  87560 80340 6290 0
 7116.5185  87510 80320 6410 10
 7116.886   87480 80300 6330 10
 7117.2557  87550 80430 6300 0
 7117.6232  87480 80430 6300 10
 7117.9865  87600 80520 6570 0
 7118.3456  87420 80390 6520 0
 7118.7154  87540 80580 6570 0
 7119.0809  87570 80640 6490 0
 7119.4444  87650 80700 6530 10
 7119.8143  87630 80720 6410 0
 7120.1736  87680 80870 6470 0
 7120.5393  87500 80730 6430 10
 7120.9136  87620 80800 6540 0
 7121.2794  87690 80910 6550 -20
 7121.6496  87670 80930 6480 10
 7122.0219  87700 80980 6520 10
 7122.39    87640 80990 6570 10
 7122.7624  87690 81040 6480 0
 7123.1305  87680 81100 6420 0
 7123.4836  87730 81090 6560 0
 7123.8497  87760 81180 6360 0
 7124.2223  87780 81170 6440 10
 7124.5884  87790 81230 6500 0
 7124.9568  87820 81300 6500 0
 7125.3165  87800 81300 6590 0
 7125.6785  87800 81380 6600 0
 7126.0448  87790 81380 6730 10
 7126.4133  87810 81450 6770 10
 7126.7818  87770 81370 6530 -30
 7127.1526  87750 81400 6600 10
 7127.5212  87800 81460 6560 10
 7127.8899  87750 81510 6610 20
 7128.2607  87750 81540 6590 0
 7128.6294  87690 81430 6590 0
 7128.9982  87730 81530 6580 -10
 7129.3649  87670 81450 6560 10
 7129.7337  87740 81520 6550 10
 7130.1048  87620 81440 6540 10
 7130.4716  87600 81480 6590 -10
 7130.8362  87580 81490 6530 10
 7131.2031  87660 81550 6450 0
 7131.5678  87560 81510 6510 0
 7131.9348  87640 81580 6510 10
 7132.2996  87560 81560 6530 -40
 7132.6644  87660 81740 6670 20
 7133.0358  87500 81580 6570 10
 7133.4029  87710 81810 6550 10
 7133.7657  87690 81780 6720 20
 7134.1351  87620 81690 6620 0
 7134.5023  87730 81830 6510 0
 7134.8717  87710 81900 6630 0
 7135.2455  87640 81860 6580 10
 7135.6171  87630 81840 6580 0
 7135.9866  87850 82050 6780 0
 7136.3541  87700 81930 6550 0
 7136.7258  87850 82050 6580 10
 7137.0933  87630 81900 6580 10
 7137.4587  87470 81750 6570 10
 7137.8263  87430 81690 6620 -30
 7138.1895  87720 82010 6510 10
 7138.5529  88030 82350 6780 20
 7138.9227  88030 82360 6560 20
 7139.2926  88250 82550 6700 0
 7139.6625  88150 82470 6630 10
 7140.026   88160 82540 6660 -10
 7140.3938  88120 82550 6640 10
 7140.7639  88150 82570 6800 10
 7141.134   88100 82530 6720 0
 7141.5063  88040 82540 6670 10
 7141.8764  87860 82360 6640 -10
 7142.2445  87790 82350 6690 10
 7142.6147  88250 82810 6820 10
 7142.9915  88410 82920 6720 10
 7143.3597  88520 83110 6670 -30
 7143.7279  88510 83110 6810 10
 7144.0961  88580 83200 6730 20
 7144.4666  88550 83200 6610 20
 7144.8349  88570 83230 6680 10
 7145.1989  88650 83310 6630 0
 7145.563   88640 83310 6690 10
 7145.9314  88680 83360 6670 0
 7146.3021  88720 83460 6720 0
 7146.6684  88780 83520 6710 10
 7147.037   88740 83500 6760 0
 7147.4034  88670 83470 6900 0
 7147.772   88910 83710 6790 10
 7148.1494  88820 83660 6660 20
 7148.5246  88850 83750 6770 0
 7148.8977  88900 83850 6820 -30
 7149.2665  88940 83860 6630 20
 7149.6332  88810 83790 6690 10
 7150.0042  88780 83820 6750 10
 7150.371   88810 83850 6770 10
 7150.7421  88910 83930 6780 10
 7151.1089  88940 83990 6940 0
 7151.4693  89000 84060 7000 0
 7151.8362  89000 84040 6980 10
 7152.2053  88930 84050 6950 0
 7152.5788  88990 84120 6920 0
 7152.9501  88960 84110 6860 0
 7153.3194  88990 84230 6840 20
 7153.693   88990 84230 6920 0
 7154.0666  89180 84390 6850 10
 7154.4425  89120 84340 6770 -10
 7154.8141  89050 84350 6820 10
 7155.1835  89150 84390 6900 10
 7155.5573  89140 84440 6690 10
 7155.9268  89100 84450 6830 10
 7156.2942  89190 84500 7000 10
 7156.6595  89180 84490 6970 -10
 7157.0291  89240 84630 6890 10
 7157.4009  89250 84580 6870 0
 7157.7706  89260 84680 6780 0
 7158.136   89390 84830 6990 10
 7158.5058  89400 84830 6820 0
 7158.8778  89350 84810 6880 0
 7159.2477  89370 84850 6870 10
 7159.6198  89400 84880 6890 0
 7159.9963  89510 85030 7030 -10
 7160.3728  89440 85030 7130 0
 7160.745   89480 85050 7040 30
 7161.1173  89540 85190 7020 0
 7161.4874  89560 85230 6990 10
 7161.8597  89430 85180 6960 0
 7162.2277  89530 85250 6930 0
 7162.5958  89500 85250 7070 0
 7162.9638  89590 85340 7030 0
 7163.332   89540 85440 6980 20
 7163.7023  89490 85380 6810 0
 7164.0727  89610 85510 7090 10
 7164.4431  89600 85540 7070 0
 7164.8136  89540 85490 6910 10
 7165.1863  89670 85650 7160 10
 7165.5656  89610 85630 7110 -20
 7165.9449  89650 85700 7110 10
 7166.3177  89740 85820 7160 20
 7166.684   89660 85820 7190 10
 7167.0525  89670 85900 7140 0
 7167.4276  89800 85980 7080 0
 7167.8006  89750 85990 7040 10
 7168.1693  89760 86010 7140 0
 7168.538   89830 86160 6980 10
 7168.9067  89820 86130 7170 10
 7169.2711  89710 86020 7030 -10
 7169.6421  89760 86160 6970 10
 7170.0175  89750 86180 7070 0
 7170.3929  89880 86330 7130 10
 7170.7684  89880 86390 7100 0
 7171.1439  89810 86340 7060 0
 7171.5195  90020 86540 6990 10
 7171.8907  89830 86460 7190 -10
 7172.262   89960 86610 7220 20
 7172.6355  89870 86520 7210 10
 7173.0046  90020 86760 7190 10
 7173.3716  89970 86740 7180 0
 7173.7409  90070 86860 7230 10
 7174.1102  89960 86780 7180 0
 7174.4861  90120 87010 7290 20
 7174.8576  90050 86930 7180 -10
 7175.227   90060 86950 7160 10
 7175.6008  90090 87030 7230 10
 7175.9747  90060 87070 7210 0
 7176.3464  90190 87210 7220 20
 7176.7225  90130 87210 7180 -20
 7177.0965  90290 87370 7230 20
 7177.4683  90260 87380 7150 10
 7177.8424  90270 87420 7320 0
 7178.2077  90300 87480 7270 10
 7178.5819  90280 87530 7220 0
 7178.9583  90400 87710 7080 0
 7179.3259  90260 87550 7140 10
 7179.6958  90450 87760 7230 10
 7180.0679  90330 87720 7530 0
 7180.4401  90370 87810 7320 0
 7180.8166  90370 87810 7190 0
 7181.1911  90430 87910 7270 0
 7181.5633  90360 87880 7160 10
 7181.9422  90320 87840 7240 10
 7182.3211  90580 88120 7340 0
 7182.6979  90390 88010 7310 10
 7183.0747  90460 88120 7280 20
 7183.445   90480 88110 7350 10
 7183.8154  90530 88230 7330 10
 7184.1857  90500 88230 7310 10
 7184.5561  90590 88380 7310 -10
 7184.931   90510 88390 7250 10
 7185.3036  90500 88420 7290 10
 7185.6764  90630 88520 7230 10
 7186.0469  90650 88610 7380 0
 7186.4175  90660 88640 7290 10
 7186.7904  90730 88780 7500 0
 7187.1676  90660 88700 7420 10
 7187.5427  90690 88800 7300 10
 7187.9223  90700 88800 7460 -20
 7188.3019  90670 88820 7370 20
 7188.6749  90810 89010 7440 10
 7189.0502  90780 89040 7430 20
 7189.4233  90820 89130 7260 10
 7189.7943  90830 89170 7480 0
 7190.1653  90850 89180 7460 10
 7190.5363  90920 89310 7350 10
 7190.9074  90820 89260 7420 10
 7191.2807  90870 89390 7290 0
 7191.6519  90830 89360 7370 0
 7192.0253  90950 89490 7430 10
 7192.401   90950 89530 7290 10
 7192.7766  90950 89560 7560 10
 7193.1546  91000 89630 7390 0
 7193.5325  90920 89680 7300 -10
 7193.9061  90980 89780 7450 10
 7194.2842  91030 89770 7450 30
 7194.6601  90970 89760 7460 0
 7195.0294  91040 89900 7350 20
 7195.4076  91090 90000 7540 10
 7195.7836  91100 90060 7570 10
 7196.1552  91090 90030 7510 0
 7196.5313  91150 90160 7480 0
 7196.9031  91130 90200 7450 20
 7197.2726  91160 90230 7500 0
 7197.6466  91280 90450 7580 10
 7198.0185  91180 90380 7530 10
 7198.3948  91260 90460 7430 0
 7198.7711  91240 90490 7530 20
 7199.1453  91330 90560 7440 -20
 7199.5239  91340 90620 7470 30
 7199.9026  91320 90660 7580 10
 7200.2813  91400 90760 7580 20
 7200.66    91420 90800 7540 20
 7201.0344  91380 90840 7520 0
 7201.4066  91270 90760 7580 0
 7201.7745  91360 90940 7560 -10
 7202.1468  91380 90920 7540 10
 7202.5257  91400 91010 7520 20
 7202.8959  91470 91130 7730 0
 7203.2683  91450 91110 7510 10
 7203.6429  91600 91270 7660 10
 7204.011   91470 91220 7460 10
 7204.388   91540 91350 7550 -10
 7204.7716  91570 91370 7590 0
 7205.1486  91630 91440 7520 10
 7205.5301  91630 91480 7550 10
 7205.9138  91660 91520 7660 20
 7206.291   91730 91600 7710 10
 7206.666   91610 91560 7650 10
 7207.0388  91710 91680 7770 0
 7207.4139  91610 91650 7780 0
 7207.7912  91790 91850 7710 10
 7208.1641  91720 91750 7660 10
 7208.5349  91650 91770 7660 -10
 7208.9079  91760 91910 7680 0
 7209.2832  91660 91890 7490 10
 7209.6541  91740 91980 7710 10
 7210.0294  91750 91990 7480 20
 7210.407   91830 92110 7590 -30
 7210.7847  91660 91900 7610 30
 7211.169   91820 92140 7510 10
 7211.5401  91810 92100 7830 0
 7211.9156  91890 92260 7570 10
 7212.3001  91820 92180 7810 10
 7212.6713  91830 92230 7670 10
 7213.047   91850 92370 7590 -10
 7213.4293  91830 92320 7730 10
 7213.8029  91860 92370 7680 20
 7214.1787  91760 92350 7670 0
 7214.559   91980 92510 7630 10
 7214.9304  91840 92460 7780 -10
 7215.3063  91870 92540 7710 30
 7215.6845  91970 92620 7520 0
 7216.0627  91870 92570 7700 -10
 7216.441   91930 92720 7670 10
 7216.8171  91970 92740 7940 10
 7217.1976  91990 92810 7890 20
 7217.5782  91960 92810 7660 0
 7217.9589  92030 92880 7710 10
 7218.3396  92030 92880 7650 0
 7218.7158  92070 93010 7840 10
 7219.0922  91980 92890 7830 0
 7219.4663  92080 92990 7720 10
 7219.8405  92050 93040 7750 10
 7220.2192  92020 93050 7800 10
 7220.5957  92150 93140 7810 0
 7220.9678  92030 93130 7780 0
 7221.3378  92040 93180 7810 10
 7221.7166  92230 93360 7670 -10
 7222.0955  92120 93320 7720 10
 7222.4722  92170 93390 7810 20
 7222.8511  92190 93410 7830 20
 7223.2346  92110 93400 7770 10
 7223.618   92230 93410 7790 0
 7223.9993  92240 93490 7740 10
 7224.3785  92320 93560 7890 0
 7224.7554  92390 93690 8090 20
 7225.1324  92400 93790 7970 0
 7225.505   92450 93890 7780 10
 7225.8799  92420 93870 7830 -10
 7226.2548  92360 93870 7900 10
 7226.6297  92480 93980 7850 10
 7227.0069  92510 94050 7850 0
 7227.3863  92440 94040 7920 0
 7227.7636  92450 94080 7800 0
 7228.1432  92430 94070 7800 0
 7228.5205  92440 94160 7940 10
 7228.8979  92500 94230 7950 30
 7229.2798  92590 94310 7850 0
 7229.6595  92500 94290 7910 0
 7230.0392  92600 94350 7980 10
 7230.4212  92440 94250 7970 0
 7230.8033  92650 94540 7900 20
 7231.1809  92470 94400 7940 -10
 7231.5609  92590 94510 8010 0
 7231.9386  92620 94590 7830 10
 7232.3141  92690 94650 7790 20
 7232.6875  92720 94700 7670 0
 7233.0631  92690 94740 7870 -10
 7233.441   92660 94780 7900 10
 7233.819   92700 94850 7820 10
 7234.1969  92710 94900 7970 20
 7234.5727  92720 94970 8050 10
 7234.953   92720 94930 8030 0
 7235.3356  92790 95000 7870 10
 7235.7181  92890 95130 8030 -10
 7236.103   92720 95030 7890 10
 7236.4857  92840 95190 7970 20
 7236.8662  92780 95170 7880 0
 7237.24    92900 95360 8090 0
 7237.6161  92900 95350 8060 0
 7237.999   92790 95310 7960 10
 7238.373   92930 95370 7910 10
 7238.747   92830 95360 8090 -10
 7239.1277  92880 95470 8090 0
 7239.5018  92850 95480 8090 20
 7239.8782  92850 95470 7830 20
 7240.2635  92890 95570 7910 0
 7240.64    92870 95580 8050 0
 7241.0187  92840 95540 8000 0
 7241.4041  92940 95710 8010 10
 7241.7874  92850 95660 8070 0
 7242.1684  92900 95690 8010 10
 7242.5518  93040 95900 8080 0
 7242.9352  92950 95830 7940 0
 7243.3141  93040 96010 8030 10
 7243.6909  93060 96060 7970 10
 7244.0655  93090 96020 8140 10
 7244.4446  93070 96060 8000 -10
 7244.826   93030 96080 8070 10
 7245.2051  93090 96170 8010 10
 7245.5821  93160 96270 8020 30
 7245.9614  93110 96230 8130 0
 7246.3384  93090 96310 7990 10
 7246.7155  93140 96400 8100 0
 7247.0994  93150 96440 8070 -10
 7247.481   93120 96480 8150 30
 7247.8583  93240 96660 8070 -10
 7248.2445  93210 96670 8240 20
 7248.6329  93210 96660 8090 -10
 7249.017   93260 96760 8100 0
 7249.3989  93250 96800 8060 10
 7249.7785  93240 96840 8150 10
 7250.1605  93320 96920 8170 -10
 7250.5402  93300 96960 8090 10
 7250.9178  93330 97040 8240 20
 7251.2932  93330 97050 8310 10
 7251.673   93360 97090 8070 10
 7252.0507  93340 97140 8140 10
 7252.4262  93400 97230 7990 -10
 7252.8062  93370 97210 8050 10
 7253.1863  93360 97230 8230 10
 7253.5663  93350 97260 8240 10
 7253.9509  93410 97390 8050 10
 7254.3378  93470 97490 8120 0
 7254.7225  93410 97490 8090 0
 7255.1072  93480 97570 8160 0
 7255.492   93530 97650 8200 20
 7255.8723  93530 97720 8250 -30
 7256.2482  93530 97700 8100 10
 7256.6309  93540 97820 8270 30
 7257.0113  93540 97860 8170 20
 7257.3874  93610 97990 8270 10
 7257.7657  93630 98040 8250 10
 7258.1463  93630 98020 8130 0
 7258.5314  93640 98130 8300 10
 7258.912   93480 97990 8180 0
 7259.2905  93610 98160 8160 10
 7259.6712  93590 98170 8120 10
 7260.052   93600 98200 8380 0
 7260.4351  93600 98220 8170 0
 7260.8182  93720 98360 8160 20
 7261.2014  93710 98370 8180 0
 7261.5868  93880 98600 8350 -10
 7261.9723  93640 98450 8280 10
 7262.3556  93850 98650 8280 0
 7262.7367  93860 98650 8340 20
 7263.1178  93640 98510 8290 20
 7263.499   93830 98740 8190 0
 7263.8779  93830 98730 8240 0
 7264.2547  93840 98790 8170 10
 7264.636   93920 98960 8040 10
 7265.0196  93900 99000 8230 10
 7265.3965  94010 99140 8300 10
 7265.7734  93960 99060 8290 10
 7266.1616  94070 99220 8280 0
 7266.5431  94070 99270 8470 10
 7266.9269  94010 99260 8420 10
 7267.3152  94080 99350 8360 -30
 7267.7035  94020 99330 8190 30
 7268.0919  94110 99430 8210 20
 7268.4737  94110 99440 8370 20
 7268.8577  94060 99460 8240 0
 7269.2372  94120 99560 8230 10
 7269.6168  94110 99580 8280 10
 7270.0009  94030 99520 8300 0
 7270.3806  94130 99690 8330 20
 7270.7581  94060 99700 8320 -10
 7271.1401  94210 99770 8370 10
 7271.5199  94150 99800 8280 10
 7271.9042  94320 99960 8410 0
 7272.2886  94160 99860 8410 10
 7272.673   94360 100100 8490 20
 7273.0552  94290 100010 8430 -20
 7273.4374  94360 100120 8400 10
 7273.822   94360 100190 8530 20
 7274.2088  94490 100310 8320 0
 7274.5935  94550 100400 8300 20
 7274.9781  94530 100430 8280 10
 7275.3673  94550 100480 8210 0
 7275.7521  94650 100610 8220 10
 7276.1346  94740 100750 8310 0
 7276.515   94740 100800 8470 10
 7276.8976  94680 100750 8420 0
 7277.278   94610 100740 8310 20
 7277.6585  94040 100140 8300 0
 7278.0413  92970 99130 8260 10
 7278.4218  90910 96910 8170 0
 7278.8001  88640 94520 8130 -20
 7279.1808  87620 93410 8200 20
 7279.5637  88340 94210 7960 0
 7279.9512  89900 95910 8170 20
 7280.3387  91140 97280 8020 20
 7280.7262  91850 98120 8280 0
 7281.1161  92410 98720 8350 10
 7281.5037  92630 98950 8400 0
 7281.8869  92980 99340 8530 10
 7282.2701  93110 99550 8420 0
 7282.6556  93340 99840 8380 0
 7283.0389  93510 99970 8380 0
 7283.4245  93580 100130 8440 10
 7283.8057  93670 100260 8420 0
 7284.1846  93730 100310 8520 20
 7284.5658  93750 100460 8430 -10
 7284.9471  93850 100560 8440 -10
 7285.3329  93940 100700 8540 30
 7285.7187  93920 100750 8430 0
 7286.1046  94080 100960 8330 20
 7286.4883  93970 100800 8310 10
 7286.872   94120 101050 8610 0
 7287.2603  94060 101030 8540 0
 7287.6486  94140 101100 8510 10
 7288.0347  94260 101210 8650 0
 7288.4186  94170 101170 8480 10
 7288.8048  94300 101370 8530 10
 7289.1888  94210 101320 8230 -10
 7289.5683  94370 101450 8510 10
 7289.9524  94230 101350 8460 20
 7290.3387  94380 101590 8550 -10
 7290.7206  94380 101530 8520 10
 7291.098   94380 101650 8520 10
 7291.4822  94500 101730 8580 10
 7291.8688  94470 101780 8490 10
 7292.2508  94610 101990 8460 0
 7292.6329  94600 101990 8540 0
 7293.0196  94660 102100 8640 0
 7293.4108  94550 102010 8580 0
 7293.8021  94180 101640 8690 10
 7294.1843  93680 101220 8620 10
 7294.5734  93860 101470 8570 -10
 7294.9693  94190 101870 8570 20
 7295.3495  94380 102120 8610 0
 7295.7296  94390 102140 8630 20
 7296.1144  94450 102350 8530 -10
 7296.4991  94490 102350 8470 10
 7296.8817  94590 102460 8710 0
 7297.2688  94630 102570 8650 10
 7297.656   94520 102450 8540 20
 7298.0387  94570 102590 8540 0
 7298.4214  94310 102380 8830 0
 7298.8087  94120 102210 8690 0
 7299.2006  93580 101620 8780 10
 7299.5902  93290 101320 8540 10
 7299.9822  94070 102250 8560 10
 7300.3696  95160 103430 8730 0
 7300.7526  95480 103860 8700 0
 7301.1379  95220 103570 8760 10
 7301.5255  95140 103540 8780 10
 7301.9086  95190 103640 8730 -10
 7302.2872  95060 103530 8790 20
 7302.6727  95130 103610 8760 0
 7303.0604  95160 103690 8710 20
 7303.4437  95140 103680 8600 20
 7303.827   95090 103670 8830 10
 7304.2126  95120 103760 8740 0
 7304.6006  95220 103870 8750 10
 7304.9885  95230 103930 8780 0
 7305.3788  95030 103750 8780 10
 7305.7714  94840 103550 8800 10
 7306.1595  94450 103230 8740 0
 7306.5454  94170 102940 8660 10
 7306.9314  94640 103430 8650 0
 7307.315   95580 104520 8720 0
 7307.6988  95740 104750 8830 0
 7308.0871  95760 104820 8800 10
 7308.4755  95780 104860 8860 10
 7308.8616  95660 104780 8780 30
 7309.2455  95770 104920 8880 20
 7309.6317  95620 104800 8750 0
 7310.018   95770 104980 8870 10
 7310.4043  95670 104930 8820 0
 7310.7906  95650 104960 8890 20
 7311.1838  95160 104410 8970 10
 7311.5771  94310 103500 8980 10
 7311.9681  92860 101940 8820 0
 7312.3592  90860 99770 8550 0
 7312.7435  91840 100880 8530 20
 7313.1323  93970 103300 8870 10
 7313.5167  95270 104770 8960 -20
 7313.8989  95620 105130 8970 10
 7314.281   95620 105220 8860 20
 7314.6678  95700 105340 9010 10
 7315.0569  95710 105370 8910 20
 7315.4438  95840 105530 9040 10
 7315.8284  96000 105770 9070 20
 7316.213   95930 105710 9150 10
 7316.6023  96050 105920 9010 0
 7316.9962  96200 106130 9030 20
 7317.3923  96040 105940 8940 10
 7317.7863  96250 106220 9140 0
 7318.1757  95930 105900 9150 0
 7318.5629  95700 105720 8880 10
 7318.9502  95720 105740 9010 10
 7319.3375  95990 106090 8930 -20
 7319.7271  96150 106320 9100 20
 7320.1099  96160 106300 9120 10
 7320.4927  96300 106520 9250 20
 7320.8779  96270 106540 9100 10
 7321.2677  96360 106640 8930 0
 7321.6552  96400 106760 8980 20
 7322.036   96490 106840 9190 0
 7322.4259  96650 107100 9250 10
 7322.8204  96720 107230 9120 10
 7323.2104  96850 107390 9240 10
 7323.6027  96870 107470 9220 10
 7323.9928  97100 107730 9180 0
 7324.3806  97230 107910 9210 10
 7324.7685  97390 108130 9290 10
 7325.1564  97440 108180 9380 -20
 7325.5444  97530 108330 9360 10
 7325.9278  97270 108060 9310 20
 7326.3159  96200 106910 9300 20
 7326.704   93800 104220 9260 10
 7327.0921  91850 102110 8960 10
 7327.4757  91830 102150 9040 0
 7327.8617  92890 103380 8950 10
 7328.2545  93700 104290 8940 10
 7328.6428  94470 105190 9060 20
 7329.0243  94950 105690 9160 0
 7329.4196  95160 106010 9040 0
 7329.8194  95450 106320 9120 0
 7330.2079  95450 106370 9150 0
 7330.601   95680 106690 9300 20
 7330.9942  95910 106980 9320 -20
 7331.3828  95960 107040 9270 20
 7331.7714  96010 107130 9510 10
 7332.1601  96130 107310 9250 20
 7332.5443  96230 107460 9310 10
 7332.9331  96220 107550 9250 0
 7333.3219  96440 107810 9380 20
 7333.7085  96320 107710 9430 -10
 7334.0951  96460 107920 9390 10
 7334.484   96300 107720 9420 10
 7334.8776  96380 107890 9490 10
 7335.2758  96530 108010 9440 0
 7335.6741  96500 108000 9510 0
 7336.0655  96540 108040 9450 10
 7336.4546  96660 108200 9340 10
 7336.8439  96690 108330 9490 0
 7337.2331  96670 108430 9420 10
 7337.6224  96770 108540 9300 0
 7338.0118  96720 108580 9270 20
 7338.3988  96770 108630 9280 20
 7338.786   96850 108750 9340 -10
 7339.1755  96870 108840 9450 0
 7339.565   97040 109040 9560 10
 7339.9545  96870 108870 9580 10
 7340.3418  97030 109070 9430 10
 7340.7338  96880 108950 9550 -10
 7341.128   96970 109090 9600 10
 7341.5178  96920 109110 9570 10
 7341.9121  97070 109240 9520 0
 7342.3065  97000 109220 9590 20
 7342.6964  97050 109340 9590 -10
 7343.0886  97160 109520 9600 20
 7343.4785  97030 109390 9530 0
 7343.8639  97160 109580 9600 20
 7344.2494  97090 109540 9530 20
 7344.6417  97280 109780 9600 0
 7345.0341  97280 109830 9670 0
 7345.4243  97310 109860 9580 10
 7345.8122  97170 109760 9670 0
 7346.2025  97300 109960 9560 20
 7346.595   97230 109880 9560 0
 7346.9877  97200 109830 9530 10
 7347.3781  97500 110200 9680 0
 7347.7731  97260 110030 9610 10
 7348.1704  97400 110220 9590 20
 7348.5609  97320 110180 9830 -10
 7348.9561  97340 110230 9890 10
 7349.3513  97300 110230 9700 10
 7349.7419  97450 110380 9660 20
 7350.1303  97400 110340 9580 0
 7350.5164  97390 110340 9580 10
 7350.9026  97520 110610 9800 10
 7351.2934  97300 110340 9740 10
 7351.6842  97480 110530 9650 0
 7352.0751  97410 110500 9880 10
 7352.4638  97420 110610 9750 -10
 7352.8547  97460 110650 9920 0
 7353.2504  97590 110850 9820 20
 7353.646   97480 110740 9740 10
 7354.0417  97410 110690 9760 0
 7354.4375  97340 110710 9770 0
 7354.8333  97300 110690 9810 0
 7355.2269  97370 110770 9760 0
 7355.6181  97320 110820 9970 10
 7356.0072  97370 110870 9770 20
 7356.3962  97210 110780 9880 0
 7356.7853  97130 110750 9680 10
 7357.1768  96970 110550 9720 -10
 7357.566   97180 110810 9870 10
 7357.9529  96760 110440 9750 0
 7358.3445  96860 110560 9880 10
 7358.7362  96650 110340 9880 10
 7359.1324  96390 110050 10040 0
 7359.5311  96260 109900 9810 10
 7359.9228  95730 109380 9810 0
 7360.3146  95190 108810 9660 0
 7360.7088  94400 107940 9560 0
 7361.1053  93260 106640 9400 10
 7361.5018  91750 104950 9430 10
 7361.8938  89460 102360 9240 10
 7362.2858  87280 99910 8870 0
 7362.6756  86620 99190 8800 0
 7363.07    87800 100650 8950 0
 7363.4645  90340 103690 9620 10
 7363.8544  93950 107950 9950 10
 7364.242   98070 112620 10220 0
 7364.632   101610 116720 10610 10
 7365.0266  103340 118710 10650 0
 7365.419   103640 119050 10580 0
 7365.8091  103180 118610 10530 20
 7366.2085  102680 118030 10400 -20
 7366.6079  101900 117190 10400 -10
 7367.0028  101470 116680 10160 10
 7367.4     101080 116300 10170 10
 7367.7949  100630 115800 10160 30
 7368.1876  100640 115920 10190 10
 7368.5757  100490 115750 10170 -10
 7368.9661  100340 115600 10360 0
 7369.3566  100290 115620 10210 10
 7369.7472  100240 115580 10280 0
 7370.1401  100220 115630 10250 0
 7370.533   100040 115390 10390 10
 7370.9237  100180 115630 10320 0
 7371.3167  100130 115620 10310 0
 7371.7121  100070 115530 10210 0
 7372.1098  99980 115550 10190 -20
 7372.5076  99980 115510 10190 0
 7372.9031  100000 115590 10340 20
 7373.3033  99890 115510 10320 10
 7373.7035  99980 115680 10170 20
 7374.0968  99820 115550 10100 0
 7374.4879  99900 115600 10220 0
 7374.8836  99880 115630 10190 0
 7375.2748  99900 115710 10370 0
 7375.6636  99970 115850 10330 10
 7376.0526  99850 115800 10310 0
 7376.4462  99870 115900 10270 0
 7376.8444  99820 115850 10370 0
 7377.2358  99890 115890 10320 10
 7377.6272  99980 116090 10390 10
 7378.021   99910 116050 10260 -40
 7378.4171  99830 116050 10280 10
 7378.8156  99820 116030 10210 20
 7379.2118  99850 116140 10210 20
 7379.608   99970 116300 10140 0
 7380.0067  99980 116360 10160 10
 7380.403   99970 116350 10410 10
 7380.7948  100090 116480 10440 -10
 7381.1866  100040 116520 10260 20
 7381.5807  100010 116440 10320 10
 7381.9749  99970 116580 10330 0
 7382.3692  99940 116480 10380 0
 7382.7612  100070 116690 10420 10
 7383.1578  100120 116780 10290 0
 7383.5499  100080 116760 10630 10
 7383.9397  100030 116820 10530 -20
 7384.3364  100130 116900 10380 0
 7384.7309  100140 116960 10540 20
 7385.1278  100170 117070 10440 10
 7385.5317  100200 117120 10480 10
 7385.9263  100110 117030 10360 10
 7386.328   100280 117220 10510 0
 7386.7343  100090 117100 10310 0
 7387.1245  100160 117210 10380 10
 7387.5193  100150 117210 10360 10
 7387.9142  100240 117310 10430 10
 7388.3067  100290 117480 10490 0
 7388.7017  100170 117410 10420 10
 7389.0967  100220 117460 10500 0
 7389.4894  100260 117580 10410 20
 7389.8798  100220 117510 10310 -20
 7390.2726  100210 117560 10400 0
 7390.6678  100330 117780 10440 20
 7391.0653  100240 117700 10510 10
 7391.4629  100370 117890 10560 10
 7391.8629  100400 117950 10380 0
 7392.2652  100330 117830 10360 10
 7392.6536  100390 117990 10580 0
