MRCAT_XAFS V0.4 Datafile
"Mn_MnO2_5B_kapton.002" created at APS 10BM on Tue Jul  9 15:35:15 2019 CDT
Ring energy= 7.00 GeV
E0= 6540.00
NUM_REGIONS= 1
SRB= 6390
SRSS= 0.35
SPP= 0.1
Settling time= 0


Offsets= 11317.00 11302.00 26173.00 14775.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
Gains= 8.00 8.00 10.00 9.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
MnO2 5B kapton tape
3000 x 806
4 layers
------------------------------------------------------------------------------------------------
   energy       Io       It     Iref       If 
 6594.8419  68380 37470 2720 10
 6595.1553  68340 37410 2740 10
 6595.4687  68430 37460 2960 -10
 6595.7821  68410 37440 2910 20
 6596.0975  68360 37370 2960 0
 6596.4147  68390 37430 2860 -10
 6596.7282  68360 37380 2840 10
 6597.04    68430 37420 2760 0
 6597.3517  68370 37410 2980 10
 6597.6635  68510 37500 2820 0
 6597.9735  68410 37460 2890 -30
 6598.2799  68550 37560 2900 20
 6598.5937  68480 37570 2980 0
 6598.9056  68470 37610 2920 10
 6599.2176  68580 37660 2850 10
 6599.5295  68490 37670 2920 10
 6599.8416  68600 37750 2900 0
 6600.1573  68580 37770 2860 0
 6600.4731  68610 37760 2940 10
 6600.7852  68580 37770 2960 10
 6601.0992  68620 37810 3040 -10
 6601.4169  68550 37750 2990 -10
 6601.7309  68640 37770 2920 10
 6602.045   68650 37760 2900 0
 6602.3573  68730 37780 2900 20
 6602.6696  68690 37720 2880 -30
 6602.9819  68720 37670 3030 20
 6603.2924  68700 37600 2980 10
 6603.603   68750 37580 2920 20
 6603.9154  68810 37500 3020 10
 6604.2242  68740 37370 2890 -10
 6604.5349  68860 37330 2830 10
 6604.8492  68810 37190 2830 -10
 6605.1636  68770 37070 2910 10
 6605.4799  68780 36930 2890 10
 6605.798   68820 36870 2930 0
 6606.1162  68940 36790 2880 0
 6606.4326  68870 36650 2860 0
 6606.7453  68850 36480 2900 10
 6607.058   68930 36420 2830 0
 6607.3708  68920 36300 2840 -20
 6607.6799  68900 36220 2840 0
 6607.9872  68890 36080 2860 10
 6608.2982  68940 36030 2980 10
 6608.613   68910 35910 2830 10
 6608.9241  69020 35870 2850 0
 6609.237   68930 35780 2840 -10
 6609.5519  69000 35730 2790 10
 6609.8686  68930 35620 2790 0
 6610.1853  68950 35570 2820 10
 6610.5021  68990 35540 2840 0
 6610.817   69010 35460 2880 0
 6611.132   69040 35430 2930 0
 6611.447   69020 35360 2790 10
 6611.7584  69030 35320 2750 0
 6612.0716  68970 35200 2860 -10
 6612.3849  69080 35180 2770 0
 6612.6982  68990 35050 2880 0
 6613.0097  69060 35030 2840 30
 6613.3212  69070 34920 2920 0
 6613.6309  69110 34870 2830 -10
 6613.9444  69130 34720 2870 0
 6614.2615  69050 34590 2770 0
 6614.5769  69110 34480 2760 10
 6614.8922  69150 34360 2900 0
 6615.2095  69060 34190 2750 10
 6615.5249  69210 34090 2830 -10
 6615.8385  69200 33920 2790 0
 6616.1558  69190 33760 2800 10
 6616.4658  69230 33590 2770 0
 6616.7758  69210 33430 2820 -10
 6617.0914  69200 33230 2890 10
 6617.4034  69200 33080 2820 20
 6617.7172  69260 32950 2850 10
 6618.0328  69290 32830 2790 0
 6618.3485  69220 32690 2820 0
 6618.6624  69250 32600 2830 0
 6618.9745  69280 32510 2690 0
 6619.2903  69330 32460 2790 -10
 6619.608   69290 32410 2660 10
 6619.9257  69280 32370 2640 0
 6620.2435  69330 32350 2730 0
 6620.5613  69370 32390 2710 10
 6620.8791  69430 32420 2670 0
 6621.1951  69370 32420 2740 0
 6621.5056  69450 32500 2770 -10
 6621.8179  69470 32550 2650 0
 6622.134   69490 32620 2700 0
 6622.4464  69450 32660 2670 20
 6622.757   69450 32720 2810 20
 6623.0677  69500 32780 2810 -10
 6623.382   69510 32880 2790 0
 6623.6983  69530 32920 2730 10
 6624.0164  69460 33010 2840 0
 6624.3346  69570 33090 2720 0
 6624.6528  69490 33130 2830 10
 6624.971   69460 33200 2790 0
 6625.2874  69480 33300 2850 -10
 6625.6038  69570 33390 2750 10
 6625.9166  69520 33450 2710 10
 6626.2294  69580 33570 2710 -20
 6626.5422  69560 33630 2810 10
 6626.8569  69580 33710 2750 10
 6627.1717  69600 33790 2690 10
 6627.4865  69640 33890 2800 10
 6627.8013  69690 33990 2970 -10
 6628.1142  69610 34040 2910 10
 6628.4291  69650 34140 2980 0
 6628.7459  69580 34170 2860 0
 6629.0645  69650 34260 2910 10
 6629.385   69580 34310 2930 0
 6629.7037  69620 34400 2870 10
 6630.0169  69710 34510 2940 0
 6630.3338  69620 34500 2930 10
 6630.6508  69660 34570 2800 0
 6630.964   69710 34680 2980 -20
 6631.2773  69680 34710 2870 10
 6631.5907  69690 34770 2870 10
 6631.9077  69760 34870 2820 20
 6632.2211  69610 34870 2940 0
 6632.5345  69760 34980 2900 10
 6632.8536  69670 35000 2930 0
 6633.1689  69780 35090 2900 0
 6633.4843  69740 35110 2860 20
 6633.8034  69730 35170 2760 -10
 6634.1207  69790 35190 2860 0
 6634.4361  69730 35240 2830 0
 6634.7554  69820 35310 2850 0
 6635.0765  69750 35310 2790 0
 6635.3902  69830 35360 2890 10
 6635.7039  69790 35350 2980 -20
 6636.0214  69820 35410 2830 10
 6636.3352  69820 35390 2970 10
 6636.6509  69830 35420 2940 10
 6636.9666  69810 35420 2890 10
 6637.2768  69820 35420 2960 -10
 6637.5888  69850 35430 2920 10
 6637.9028  69850 35400 2780 0
 6638.2168  70000 35480 2950 0
 6638.5364  69890 35420 2950 0
 6638.8616  69930 35430 2920 0
 6639.1775  69890 35380 2970 10
 6639.4972  69970 35400 2810 0
 6639.8206  69940 35390 2950 10
 6640.1367  69950 35400 2770 0
 6640.4546  69970 35390 2760 -20
 6640.7688  70040 35400 2850 10
 6641.0831  69990 35390 2800 10
 6641.3956  70010 35370 2840 10
 6641.7099  70030 35380 2860 10
 6642.0298  70030 35400 2920 0
 6642.3442  70090 35410 2820 0
 6642.6568  70120 35430 2920 0
 6642.9768  70100 35420 2870 0
 6643.2969  70080 35440 2870 10
 6643.6152  70050 35400 2910 0
 6643.9372  70110 35420 2900 0
 6644.2573  70100 35430 2970 0
 6644.5738  70170 35470 2820 0
 6644.8903  70110 35480 2890 10
 6645.2087  70130 35510 2850 -10
 6645.5216  70180 35550 2900 10
 6645.8326  70160 35550 2960 0
 6646.1511  70210 35630 3010 10
 6646.4715  70190 35620 2850 10
 6646.7882  70240 35680 2840 -10
 6647.1031  70230 35750 2900 10
 6647.418   70230 35780 2930 0
 6647.7348  70230 35830 2970 20
 6648.0553  70250 35900 2970 0
 6648.3778  70240 35980 3000 -10
 6648.6984  70260 36050 2960 0
 6649.0153  70260 36100 3090 20
 6649.3323  70250 36190 3020 10
 6649.653   70280 36250 2970 -10
 6649.9719  70270 36340 2900 0
 6650.287   70290 36440 2920 0
 6650.6041  70280 36510 2900 0
 6650.9194  70250 36580 3030 10
 6651.2365  70300 36690 2810 10
 6651.5556  70290 36740 2890 10
 6651.8728  70290 36830 2860 -10
 6652.1863  70290 36920 2980 0
 6652.5036  70250 36970 2910 10
 6652.8209  70300 37070 2990 10
 6653.1419  70270 37100 3020 -10
 6653.4649  70300 37200 2940 0
 6653.786   70280 37240 3000 0
 6654.1072  70340 37310 2980 10
 6654.4247  70360 37340 3010 0
 6654.744   70410 37370 2840 -10
 6655.0653  70310 37360 2950 10
 6655.3828  70390 37430 2900 0
 6655.693   70320 37370 2900 10
 6656.0068  70440 37430 2860 10
 6656.3245  70370 37410 3040 0
 6656.6403  70390 37380 3000 -10
 6656.9562  70430 37380 3060 0
 6657.2758  70430 37340 2950 0
 6657.5954  70380 37280 2970 0
 6657.917   70470 37240 3090 0
 6658.2404  70460 37200 2990 10
 6658.5639  70450 37130 3060 0
 6658.8856  70450 37060 2950 0
 6659.2054  70440 37010 2950 0
 6659.5234  70490 36980 3000 -20
 6659.8395  70430 36910 3070 0
 6660.1557  70500 36870 3110 20
 6660.47    70520 36840 2990 0
 6660.7862  70470 36770 3100 10
 6661.1025  70550 36770 3010 0
 6661.4207  70490 36680 3000 0
 6661.7388  70550 36690 2980 -10
 6662.0552  70480 36670 3030 10
 6662.3753  70530 36670 2980 10
 6662.6974  70480 36640 3170 -20
 6663.0194  70590 36700 3140 0
 6663.3434  70510 36710 3070 0
 6663.6618  70530 36730 3100 10
 6663.9784  70630 36810 3010 0
 6664.3006  70580 36830 2910 -40
 6664.6209  70670 36880 2870 10
 6664.9394  70650 36930 2900 10
 6665.2542  70690 37050 2930 10
 6665.5709  70640 37070 2980 0
 6665.8914  70690 37150 2990 0
 6666.2101  70660 37210 2890 -10
 6666.5231  70790 37340 2990 0
 6666.8399  70700 37400 3020 10
 6667.1624  70720 37480 2990 0
 6667.4812  70760 37560 2970 10
 6667.7944  70700 37630 2920 -10
 6668.117   70730 37710 3100 -10
 6668.4452  70670 37790 2970 0
 6668.7641  70730 37890 3000 0
 6669.0868  70700 37990 2910 -20
 6669.4095  70760 38130 2980 10
 6669.7285  70760 38190 2950 20
 6670.0513  70830 38340 3100 10
 6670.3722  70760 38370 3080 0
 6670.6857  70840 38500 3000 0
 6671.0011  70810 38580 2990 10
 6671.3183  70810 38690 3010 -10
 6671.6375  70840 38820 2980 10
 6671.9568  70780 38870 2960 0
 6672.276   70870 39020 2990 -10
 6672.599   70810 39090 3080 10
 6672.9259  70800 39190 3150 0
 6673.249   70840 39360 3020 10
 6673.5702  70840 39460 3120 0
 6673.8934  70930 39610 3040 -30
 6674.2147  70770 39650 3090 10
 6674.5361  70860 39780 3080 10
 6674.8537  70900 39890 3070 10
 6675.1676  70890 40020 3130 -10
 6675.4853  70870 40130 3090 10
 6675.8049  70910 40270 3090 0
 6676.1227  70970 40390 3020 -10
 6676.4424  70930 40470 3180 10
 6676.7602  70970 40590 3080 0
 6677.0799  70930 40600 3070 10
 6677.4034  70970 40750 3060 -10
 6677.727   70960 40890 3070 0
 6678.0487  70940 40920 3080 10
 6678.3723  71020 41060 3150 10
 6678.6941  70890 41050 3040 -20
 6679.0159  70930 41130 2960 0
 6679.3378  70870 41200 3100 10
 6679.654   70730 41170 3210 10
 6679.9722  70690 41170 3040 0
 6680.2922  70440 41110 3120 0
 6680.6142  70300 41050 3080 0
 6680.9324  70520 41230 3140 0
 6681.2526  70970 41530 3120 0
 6681.5728  71330 41770 3150 0
 6681.8911  71420 41890 3200 0
 6682.2132  71470 41930 3110 0
 6682.5373  71360 41900 3000 0
 6682.8576  71360 41890 3260 -10
 6683.1817  71340 41890 3200 10
 6683.5077  71230 41840 3130 -20
 6683.83    71270 41860 3110 0
 6684.1542  71240 41830 3030 10
 6684.4728  71290 41810 3080 10
 6684.7915  71280 41850 3170 0
 6685.112   71320 41810 3200 0
 6685.4326  71260 41780 3160 0
 6685.7513  71270 41780 3200 0
 6686.07    71310 41780 3130 0
 6686.3888  71260 41740 3110 0
 6686.7058  71330 41750 3120 10
 6687.0284  71310 41720 3200 -10
 6687.3529  71390 41710 3210 0
 6687.6756  71350 41660 3110 0
 6688.004   71370 41640 3080 10
 6688.3286  71320 41570 3160 -20
 6688.6533  71370 41540 3060 0
 6688.978   71460 41560 3090 0
 6689.2952  71440 41520 3230 10
 6689.6143  71430 41480 3210 10
 6689.9334  71400 41460 3320 -10
 6690.2488  71420 41400 3170 0
 6690.568   71420 41430 3140 0
 6690.8891  71420 41390 3120 0
 6691.2084  71410 41320 3100 0
 6691.5315  71410 41290 3130 0
 6691.8546  71390 41260 3190 0
 6692.1777  71440 41280 3210 -10
 6692.5028  71480 41250 3140 20
 6692.8279  71470 41250 3120 0
 6693.1511  71440 41240 3120 -10
 6693.4782  71490 41240 3190 -10
 6693.8034  71490 41250 3130 20
 6694.1229  71540 41280 3070 10
 6694.4444  71540 41260 3200 0
 6694.764   71500 41210 3130 10
 6695.0856  71600 41250 3290 -10
 6695.4053  71500 41200 3270 0
 6695.7269  71550 41200 3190 10
 6696.0485  71550 41160 3220 0
 6696.3702  71550 41140 3310 10
 6696.6919  71540 41120 3290 -10
 6697.0117  71550 41090 3150 0
 6697.3354  71570 41050 3140 -10
 6697.661   71490 40950 3190 10
 6697.9828  71540 40920 3210 -10
 6698.3066  71540 40890 3400 0
 6698.6342  71610 40890 3150 10
 6698.9599  71550 40800 3050 20
 6699.2837  71620 40780 3120 10
 6699.602   71520 40650 3300 -10
 6699.924   71600 40660 3110 0
 6700.2479  71560 40550 3180 0
 6700.57    71600 40520 3160 10
 6700.8884  71580 40430 3280 0
 6701.2067  71600 40390 3240 -10
 6701.527   71650 40350 3150 0
 6701.8493  71600 40230 3230 0
 6702.1734  71620 40200 3160 10
 6702.4976  71570 40050 3230 0
 6702.8199  71650 40010 3290 -20
 6703.1461  71660 39980 3330 0
 6703.4761  71700 39920 3190 20
 6703.8042  71640 39860 3110 0
 6704.1304  71720 39810 3300 10
 6704.4529  71700 39750 3190 0
 6704.7735  71630 39690 3260 0
 6705.0923  71670 39690 3150 0
 6705.413   71690 39640 3140 10
 6705.7375  71750 39620 3240 0
 6706.062   71770 39600 3130 -10
 6706.379   71740 39570 3250 0
 6706.6998  71720 39520 3190 10
 6707.0245  71730 39540 3210 0
 6707.3454  71760 39520 3190 0
 6707.6701  71740 39530 3150 -20
 6707.9929  71670 39500 3320 10
 6708.3177  71840 39580 3170 10
 6708.6482  71710 39520 3150 10
 6708.9749  71740 39530 3350 -10
 6709.296   71800 39580 3260 10
 6709.619   71730 39580 3230 0
 6709.944   71790 39630 3050 -10
 6710.2651  71710 39620 3050 10
 6710.5863  71800 39660 3320 -10
 6710.9114  71730 39650 3290 0
 6711.2326  71800 39710 3110 0
 6711.5559  71800 39740 3140 -10
 6711.881   71790 39750 3170 10
 6712.2043  71820 39750 3200 0
 6712.5276  71830 39820 3260 -10
 6712.8471  71790 39870 3280 10
 6713.1686  71820 39890 3240 10
 6713.4939  71920 39940 3290 10
 6713.8211  71800 39950 3320 10
 6714.1522  71870 40010 3140 0
 6714.4738  71810 40010 3230 0
 6714.7992  71850 40050 3300 -10
 6715.1323  71810 40070 3190 0
 6715.4521  71780 40120 3290 10
 6715.7776  71850 40160 3230 0
 6716.1013  71840 40220 3190 0
 6716.4173  71870 40250 3250 10
 6716.7392  71800 40260 3090 0
 6717.0629  71880 40400 3200 0
 6717.3867  71770 40330 3300 0
 6717.7067  71860 40420 3280 -10
 6718.0287  71850 40460 3250 20
 6718.3602  71840 40510 3260 0
 6718.6879  71870 40550 3250 10
 6719.0119  71820 40580 3160 -10
 6719.3416  71810 40590 3290 0
 6719.6713  71810 40630 3250 -10
 6719.9935  71860 40720 3430 0
 6720.3157  71830 40720 3230 10
 6720.6436  71830 40740 3440 0
 6720.9658  71800 40800 3260 0
 6721.2881  71800 40790 3190 -10
 6721.6162  71820 40820 3170 10
 6721.9385  71820 40820 3190 0
 6722.2628  71850 40890 3340 20
 6722.589   71730 40850 3340 -20
 6722.9076  71820 40910 3290 10
 6723.232   71750 40910 3350 10
 6723.5602  71790 40960 3260 10
 6723.8866  71750 40920 3260 0
 6724.2149  71730 40940 3370 10
 6724.5394  71680 40960 3150 0
 6724.8659  71730 41000 3100 0
 6725.1962  71690 40980 3210 0
 6725.5227  71720 41020 3270 -10
 6725.8493  71700 41040 3300 20
 6726.1739  71680 41040 3320 -10
 6726.4987  71690 41060 3370 0
 6726.8234  71680 41050 3320 10
 6727.1463  71590 41040 3320 -10
 6727.4711  71620 41060 3310 0
 6727.794   71700 41120 3280 -10
 6728.1151  71690 41140 3220 20
 6728.4381  71610 41090 3290 10
 6728.7668  71620 41130 3270 0
 6729.0918  71520 41060 3370 0
 6729.4187  71610 41170 3400 0
 6729.7495  71530 41100 3370 0
 6730.0784  71490 41110 3270 0
 6730.4073  71560 41160 3140 10
 6730.7344  71450 41120 3280 0
 6731.0615  71460 41160 3170 -10
 6731.3848  71410 41140 3120 0
 6731.7062  71450 41160 3410 10
 6732.0314  71350 41160 3210 -10
 6732.3587  71310 41180 3230 0
 6732.6821  71310 41200 3170 0
 6733.0036  71210 41180 3270 0
 6733.329   71150 41190 3350 20
 6733.6583  71100 41180 3260 0
 6733.9838  70990 41160 3290 -10
 6734.3074  71050 41210 3360 0
 6734.6348  70840 41170 3330 0
 6734.9661  70820 41190 3330 10
 6735.2956  70750 41180 3230 0
 6735.6212  70620 41150 3190 -10
 6735.9488  70540 41160 3200 10
 6736.2745  70350 41100 3260 0
 6736.6002  70150 41020 3170 0
 6736.926   69980 40980 3250 -30
 6737.2499  69690 40840 3120 10
 6737.5757  69490 40780 3340 0
 6737.9016  69070 40560 3260 10
 6738.2275  68570 40300 3160 0
 6738.5534  67930 39960 3330 0
 6738.8774  67040 39470 3320 10
 6739.2034  66170 39030 3130 0
 6739.5314  65320 38550 3100 0
 6739.8594  65080 38460 3160 0
 6740.1893  66380 39320 3210 0
 6740.5212  69480 41200 3260 -10
 6740.8512  72990 43390 3470 10
 6741.1774  76170 45300 3370 0
 6741.5017  78490 46640 3370 10
 6741.828   78840 46840 3300 -40
 6742.1543  78090 46470 3360 0
 6742.4768  77240 45990 3240 20
 6742.8012  76570 45650 3390 10
 6743.1276  75950 45300 3410 10
 6743.4521  75460 45050 3340 10
 6743.7728  75080 44860 3470 -10
 6744.1032  74660 44670 3310 -10
 6744.4335  74420 44540 3350 10
 6744.7639  74230 44470 3300 0
 6745.0982  73940 44340 3350 10
 6745.4287  73770 44270 3320 0
 6745.7611  73520 44150 3340 -20
 6746.0897  73310 44050 3240 0
 6746.4126  73070 43960 3420 10
 6746.7336  72890 43870 3360 -30
 6747.0585  72590 43750 3270 10
 6747.3853  72130 43470 3280 10
 6747.7102  71650 43200 3300 20
 6748.0352  71200 42980 3230 0
 6748.3641  70950 42830 3250 0
 6748.691   71930 43480 3340 0
 6749.0199  73640 44520 3330 0
 6749.3508  74190 44910 3380 0
 6749.6817  73950 44780 3430 10
 6750.0165  73520 44570 3310 0
 6750.3475  73340 44410 3330 0
 6750.6746  72790 44100 3430 0
 6751.0018  72400 43880 3370 -10
 6751.3271  71740 43520 3460 0
 6751.6525  70930 43040 3450 -20
 6751.9779  70150 42550 3390 0
 6752.3013  69910 42410 3360 0
 6752.6287  71740 43530 3450 20
 6752.958   76150 46210 3360 10
 6753.2854  77070 46750 3620 -10
 6753.6148  75990 46130 3400 0
 6753.9442  75500 45770 3370 0
 6754.2718  74960 45430 3340 0
 6754.6051  74490 45190 3430 10
 6754.9366  73990 44870 3390 0
 6755.2642  73540 44580 3400 0
 6755.5918  72940 44210 3430 -10
 6755.9176  72260 43780 3330 0
 6756.2434  71570 43380 3470 10
 6756.5692  71700 43420 3320 -10
 6756.899   73530 44540 3360 -10
 6757.2268  74840 45320 3400 10
 6757.5566  74820 45270 3360 10
 6757.8845  74550 45120 3330 0
 6758.2105  74400 45030 3400 0
 6758.5404  74090 44810 3520 0
 6758.8722  73930 44750 3450 0
 6759.2002  73660 44550 3420 0
 6759.5302  73470 44430 3350 0
 6759.8641  73250 44360 3480 0
 6760.1961  73090 44230 3400 -10
 6760.5262  72820 44060 3350 0
 6760.8525  72550 43930 3370 10
 6761.1807  72230 43750 3470 20
 6761.5089  71910 43590 3490 -30
 6761.8372  71540 43360 3370 0
 6762.1636  70970 43060 3480 20
 6762.4881  70230 42650 3450 10
 6762.8127  69380 42160 3490 10
 6763.1392  68280 41520 3400 -10
 6763.4696  67330 40940 3530 0
 6763.8038  67100 40790 3460 -10
 6764.1382  68580 41670 3210 0
 6764.4706  71870 43670 3300 10
 6764.8011  75970 46230 3410 10
 6765.1336  79740 48570 3420 20
 6765.4623  81820 49940 3540 -10
 6765.7852  81850 50000 3580 -10
 6766.1139  81110 49580 3670 0
 6766.4427  80180 49090 3530 0
 6766.7657  79550 48720 3540 -10
 6767.0926  78970 48420 3470 20
 6767.4234  78290 48020 3510 10
 6767.7503  78040 47890 3420 10
 6768.0812  77680 47690 3560 10
 6768.416   77540 47620 3490 0
 6768.7488  77280 47510 3420 0
 6769.0817  77100 47430 3470 0
 6769.4166  76900 47370 3500 0
 6769.7476  76820 47300 3650 0
 6770.0729  76740 47280 3480 -10
 6770.4001  76530 47210 3540 0
 6770.7293  76640 47290 3620 0
 6771.0586  76410 47140 3510 20
 6771.384   76390 47180 3570 -20
 6771.7113  76310 47180 3510 0
 6772.0426  76290 47200 3520 20
 6772.3739  76150 47140 3490 10
 6772.7033  76160 47180 3520 0
 6773.0347  76110 47180 3590 10
 6773.3699  76050 47190 3540 0
 6773.7053  76080 47210 3440 -20
 6774.0367  75960 47180 3530 20
 6774.3644  76060 47250 3520 -10
 6774.6959  75900 47200 3490 0
 6775.0255  75920 47260 3520 0
 6775.3513  75930 47290 3580 0
 6775.6791  75880 47310 3510 10
 6776.0108  75860 47340 3610 0
 6776.3405  75860 47380 3460 -10
 6776.6684  75870 47440 3580 0
 6776.9983  75780 47430 3690 0
 6777.3281  75860 47530 3410 10
 6777.658   75780 47520 3420 10
 6777.9899  75840 47610 3550 0
 6778.3238  75730 47600 3560 -10
 6778.6557  75810 47690 3450 0
 6778.9877  75810 47770 3590 10
 6779.3216  75710 47720 3520 10
 6779.6518  75790 47850 3540 0
 6779.98    75860 47910 3550 10
 6780.3121  75740 47920 3540 -10
 6780.6462  75770 47970 3590 10
 6780.9764  75730 48000 3700 10
 6781.3028  75740 48080 3630 -20
 6781.6312  75730 48100 3630 0
 6781.9596  75730 48150 3660 10
 6782.2899  75760 48230 3640 10
 6782.6204  75660 48210 3610 20
 6782.9527  75700 48240 3540 -10
 6783.2871  75690 48280 3630 0
 6783.6235  75630 48280 3620 0
 6783.9579  75720 48410 3650 -10
 6784.2885  75620 48320 3510 10
 6784.623   75780 48480 3700 0
 6784.9517  75670 48440 3670 0
 6785.2765  75620 48440 3720 10
 6785.6053  75630 48440 3660 -10
 6785.9341  75740 48560 3650 20
 6786.2629  75690 48530 3580 -20
 6786.5938  75770 48620 3670 0
 6786.9227  75690 48570 3720 10
 6787.2535  75740 48620 3690 10
 6787.5864  75770 48660 3660 10
 6787.9212  75740 48640 3730 0
 6788.2581  75820 48660 3710 0
 6788.593   75760 48650 3690 0
 6788.9279  75760 48610 3620 10
 6789.2649  75830 48680 3690 10
 6789.596   75740 48650 3670 -10
 6789.9174  75810 48670 3670 10
 6790.2486  75800 48670 3680 -10
 6790.5837  75740 48630 3640 10
 6790.913   75820 48700 3820 10
 6791.2443  75800 48640 3680 -20
 6791.5737  75720 48590 3650 0
 6791.905   75800 48670 3680 10
 6792.2384  75790 48640 3580 20
 6792.5698  75860 48690 3620 0
 6792.9013  75880 48690 3660 0
 6793.2367  75820 48670 3680 0
 6793.574   75880 48710 3580 10
 6793.9056  75820 48680 3620 -10
 6794.2392  75880 48730 3720 10
 6794.5727  75950 48790 3740 0
 6794.9005  75860 48750 3680 0
 6795.2322  75960 48840 3710 10
 6795.562   75910 48790 3620 -10
 6795.8937  75940 48840 3810 10
 6796.2275  75850 48840 3750 0
 6796.5554  76030 48970 3630 0
 6796.8873  76000 48940 3810 10
 6797.2231  76040 49030 3750 0
 6797.5492  76040 49030 3800 20
 6797.8811  76050 49070 3750 10
 6798.217   75970 49050 3790 0
 6798.5491  76020 49110 3860 0
 6798.889   76050 49180 3790 10
 6799.2308  76070 49250 3720 10
 6799.5688  75990 49240 3680 -10
 6799.901   76030 49320 3870 0
 6800.2332  76020 49330 3920 10
 6800.5674  76060 49410 3920 10
 6800.8997  76080 49460 3890 10
 6801.2281  76140 49560 3800 0
 6801.5565  76050 49550 3810 -10
 6801.885   76070 49590 3770 0
 6802.2174  76100 49650 3580 20
 6802.5518  76080 49650 3600 10
 6802.8843  76130 49750 3750 10
 6803.2148  76070 49750 3640 0
 6803.5494  76150 49840 3710 0
 6803.8858  76060 49830 3690 10
 6804.2204  76220 49950 3760 10
 6804.5609  76070 49890 3810 0
 6804.8995  76170 50020 3800 0
 6805.2302  76140 49950 3800 10
 6805.561   76150 49960 3810 -10
 6805.8958  76140 50030 3920 10
 6806.2305  76140 50040 3730 10
 6806.5614  76200 50090 3730 -20
 6806.8904  76230 50110 3810 20
 6807.2233  76190 50110 3730 10
 6807.5582  76160 50080 3720 20
 6807.8912  76210 50150 3810 0
 6808.2243  76220 50140 3700 0
 6808.5554  76240 50150 3770 0
 6808.8885  76230 50150 3740 10
 6809.2255  76240 50170 3790 10
 6809.5606  76290 50190 3770 0
 6809.8938  76220 50140 3750 10
 6810.229   76310 50200 3750 0
 6810.5662  76240 50120 3910 0
 6810.9034  76340 50130 3780 10
 6811.2407  76240 50160 3830 10
 6811.574   76350 50240 3880 -10
 6811.9075  76240 50150 3840 10
 6812.2389  76380 50210 3860 20
 6812.5685  76420 50260 3850 10
 6812.902   76340 50220 3850 10
 6813.2336  76410 50230 3800 0
 6813.5632  76380 50230 3810 0
 6813.8948  76420 50250 3740 0
 6814.2324  76440 50240 3850 10
 6814.5681  76430 50200 3720 10
 6814.9057  76410 50230 3730 0
 6815.2414  76500 50260 3870 0
 6815.5771  76410 50210 3890 10
 6815.9168  76480 50250 3910 10
 6816.2546  76490 50280 3850 -10
 6816.5905  76450 50230 3770 -10
 6816.9224  76460 50250 3820 20
 6817.2544  76530 50290 3800 10
 6817.5864  76470 50250 3760 10
 6817.9224  76470 50290 3830 0
 6818.2545  76510 50270 3810 10
 6818.5847  76650 50380 3940 0
 6818.9168  76530 50320 3870 10
 6819.2529  76580 50350 3810 10
 6819.5891  76570 50370 3810 10
 6819.9233  76600 50360 3800 0
 6820.2576  76750 50490 3800 -10
 6820.5938  76650 50470 3850 20
 6820.9301  76590 50450 4070 10
 6821.2645  76650 50460 3890 -20
 6821.5989  76590 50430 3860 0
 6821.9353  76600 50450 3800 20
 6822.2717  76660 50480 3760 10
 6822.6023  76690 50560 3770 10
 6822.9388  76710 50570 3860 10
 6823.2773  76730 50600 3880 -10
 6823.6119  76600 50550 3850 0
 6823.9485  76720 50610 3860 0
 6824.2851  76690 50600 3750 10
 6824.6198  76820 50700 4010 10
 6824.9526  76810 50690 3860 0
 6825.2815  76850 50740 3970 0
 6825.6143  76760 50710 3870 10
 6825.9511  76770 50760 3770 0
 6826.288   76800 50770 3870 -20
 6826.6268  76870 50810 3870 20
 6826.9696  76810 50800 3960 10
 6827.3105  76850 50800 3880 10
 6827.6495  76840 50810 3920 10
 6827.9865  76830 50810 3800 20
 6828.3196  76860 50850 3930 0
 6828.6547  76940 50890 3970 0
 6828.9899  76840 50860 3810 0
 6829.3231  76880 50870 3760 0
 6829.6564  76900 50890 3880 10
 6829.9916  76910 50940 3940 10
 6830.3249  76900 50940 3910 0
 6830.6583  76950 50980 4080 0
 6830.9937  77010 51020 3920 10
 6831.3291  77020 51030 3950 -40
 6831.6665  76960 51060 3940 10
 6832.0059  76980 51070 4010 20
 6832.3433  76960 51070 3870 20
 6832.6848  77040 51140 3860 10
 6833.0243  77110 51180 4010 0
 6833.3599  77130 51260 3980 10
 6833.6955  77080 51230 3990 0
 6834.0273  77100 51280 3870 0
 6834.363   77020 51250 3820 20
 6834.6987  77010 51310 3860 0
 6835.0345  77060 51330 3840 10
 6835.3703  77080 51380 3890 0
 6835.7061  77160 51440 3910 0
 6836.042   77110 51470 3940 20
 6836.3779  77100 51490 3960 -20
 6836.7139  77180 51580 4070 10
 6837.0499  77090 51550 3870 10
 6837.3839  77190 51660 4010 10
 6837.7239  77090 51660 3990 10
 6838.0659  77240 51740 4010 10
 6838.406   77200 51790 4070 0
 6838.7461  77220 51850 3970 0
 6839.0843  77260 51850 3830 10
 6839.4205  77240 51880 3940 10
